course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop,tourer,36,-4.7,7.480,150.315,1.020,0.381,True,completed,0.000,0.000,0
Street Loop,tourer,36,1.7,5.084,150.399,2.080,0.387,True,completed,0.000,0.000,0
Street Loop,moto,12,-1.5,13.735,150.111,1.480,0.909,True,completed,14.695,1.300,0
Street Loop,moto,12,-3,13.518,150.107,1.280,0.932,True,completed,14.527,1.280,0
Street Loop,moto,12,0,13.460,150.052,1.360,0.888,True,completed,15.290,1.360,0
Street Loop,moto,12,-4.7,13.321,150.166,1.500,0.304,True,completed,0.000,0.000,0
Street Loop,moto,12,1.7,16.607,150.117,2.560,0.159,True,completed,6.217,0.500,0
Street Loop,moto,24,-1.5,7.764,150.021,2.020,0.943,True,completed,44.889,2.020,0
Street Loop,moto,24,-3,7.439,150.204,2.060,0.933,True,completed,45.568,2.060,0
Street Loop,moto,24,0,8.421,150.190,2.020,0.944,True,completed,44.856,2.020,0
Street Loop,moto,24,-4.7,9.419,150.103,2.000,-0.952,True,completed,0.000,0.000,0
Street Loop,moto,24,1.7,7.340,150.391,2.540,0.614,True,completed,64.501,2.540,0
Street Loop,moto,36,-1.5,5.479,165.714,2.540,0.958,True,completed,84.004,2.540,0
Street Loop,moto,36,-3,5.462,165.710,2.540,0.958,True,completed,84.001,2.540,0
Street Loop,moto,36,0,5.476,165.720,2.540,0.958,True,completed,84.005,2.540,0
Street Loop,moto,36,-4.7,5.024,150.012,2.040,-0.973,True,completed,0.000,0.000,0
Street Loop,moto,36,1.7,5.180,150.211,2.460,-0.859,True,completed,0.000,0.000,0
Street Loop,atv,12,-1.5,13.660,150.114,1.380,0.935,True,completed,14.241,1.260,0
Street Loop,atv,12,-3,13.524,150.091,1.460,0.907,True,completed,14.863,1.320,0
Street Loop,atv,12,0,13.560,150.058,1.280,0.924,True,completed,14.428,1.280,0
Street Loop,atv,12,-4.7,13.399,150.111,1.400,0.311,True,completed,0.000,0.000,0
Street Loop,atv,12,1.7,13.421,150.220,1.380,0.274,True,completed,0.000,0.000,0
Street Loop,atv,24,-1.5,8.498,150.285,2.040,0.938,True,completed,45.058,2.040,0
Street Loop,atv,24,-3,8.477,150.315,2.040,0.937,True,completed,45.037,2.040,0
Street Loop,atv,24,0,7.247,150.254,2.040,0.937,True,completed,45.039,2.040,0
Street Loop,atv,24,-4.7,7.233,150.258,1.580,0.274,True,completed,0.000,0.000,0
Street Loop,atv,24,1.7,7.300,150.292,2.160,-0.855,True,completed,0.000,0.000,0
Street Loop,atv,36,-1.5,5.466,165.216,2.540,0.961,True,completed,83.658,2.540,0
Street Loop,atv,36,-3,5.463,165.221,2.540,0.962,True,completed,83.660,2.540,0
Street Loop,atv,36,0,5.464,165.215,2.540,0.961,True,completed,83.658,2.540,0
Street Loop,atv,36,-4.7,5.300,150.740,2.740,-0.969,True,completed,82.271,2.740,0
Street Loop,atv,36,1.7,5.206,154.456,2.460,-0.770,True,completed,79.128,2.460,0
