t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.360,483.279,1037.263,155.127,49.340,30.999,-12.057,6.126,27.949,0.500,0.000,-0.151,4,4.954,0.114,0.987,""
0.380,483.898,1037.018,155.248,49.898,30.998,-12.265,6.019,27.879,0.500,0.000,-0.149,4,4.097,0.063,0.987,""
0.400,484.607,1036.768,155.366,50.454,30.996,-12.482,5.899,27.805,0.501,0.000,-0.146,4,3.496,0.031,0.987,""
0.420,485.226,1036.514,155.481,51.009,30.994,-12.707,5.771,27.727,0.502,0.000,-0.144,4,3.126,0.018,0.987,""
0.440,485.845,1036.255,155.594,51.562,30.991,-12.938,5.641,27.643,0.503,0.000,-0.141,4,2.967,0.045,0.987,""
0.460,486.547,1035.992,155.704,52.113,30.989,-13.174,5.511,27.554,0.504,0.000,-0.138,4,3.003,0.048,0.987,""
0.480,487.166,1035.724,155.812,52.662,30.987,-13.414,5.385,27.460,0.505,0.000,-0.135,4,3.164,0.064,0.987,""
0.500,487.786,1035.451,155.917,53.210,30.985,-13.655,5.263,27.362,0.507,0.000,-0.132,4,3.425,0.077,0.987,""
0.520,488.484,1035.173,156.020,53.755,30.983,-13.898,5.148,27.259,0.507,0.000,-0.128,4,3.788,0.061,0.987,""
0.540,489.103,1034.891,156.121,54.299,30.982,-14.140,5.042,27.152,0.508,0.000,-0.124,4,4.238,0.073,0.987,""
0.560,489.723,1034.603,156.220,54.840,30.981,-14.382,4.946,27.041,0.509,0.000,-0.121,4,4.747,0.081,0.987,""
0.580,490.343,1034.311,156.317,55.378,30.981,-14.622,4.861,26.927,0.509,0.000,-0.118,4,5.292,0.079,0.987,""
0.600,491.034,1034.014,156.413,55.915,30.981,-14.859,4.786,26.810,0.510,0.000,-0.114,4,5.809,0.045,0.987,""
0.620,491.654,1033.712,156.507,56.449,30.981,-15.093,4.720,26.691,0.510,0.000,-0.110,4,6.293,0.046,0.988,""
0.640,492.274,1033.406,156.601,56.981,30.982,-15.324,4.665,26.569,0.509,0.000,-0.107,4,6.812,0.050,0.988,""
0.660,492.964,1033.095,156.693,57.510,30.984,-15.550,4.619,26.446,0.509,0.000,-0.103,4,7.300,0.058,0.988,""
0.680,493.584,1032.780,156.785,58.036,30.986,-15.772,4.582,26.322,0.508,0.000,-0.099,4,7.781,0.108,0.988,""
0.700,494.205,1032.460,156.876,58.561,30.988,-15.989,4.553,26.197,0.507,0.000,-0.095,4,8.186,0.079,0.988,""
0.720,494.888,1032.136,156.966,59.082,30.991,-16.201,4.531,26.072,0.506,0.000,-0.091,4,8.538,0.086,0.988,""
0.740,495.509,1031.808,157.057,59.602,30.994,-16.408,4.516,25.947,0.504,0.000,-0.088,4,8.861,0.081,0.988,""
0.760,496.130,1031.476,157.147,60.118,30.998,-16.609,4.507,25.823,0.503,0.000,-0.084,4,9.172,0.066,0.988,""
0.780,496.811,1031.141,157.237,60.633,31.002,-16.804,4.503,25.700,0.501,0.000,-0.081,4,9.484,0.093,0.988,""
0.800,497.432,1030.801,157.327,61.144,31.006,-16.994,4.504,25.578,0.499,0.000,-0.077,4,9.708,0.063,0.988,""
0.820,498.053,1030.458,157.417,61.654,31.011,-17.177,4.507,25.458,0.497,0.000,-0.074,4,9.871,0.077,0.988,""
0.840,498.674,1030.111,157.508,62.161,31.016,-17.355,4.513,25.340,0.495,0.000,-0.071,4,9.981,0.074,0.988,""
0.860,499.352,1029.760,157.598,62.665,31.021,-17.527,4.520,25.224,0.492,0.000,-0.067,4,10.051,0.082,0.988,""
0.880,499.973,1029.406,157.689,63.168,31.026,-17.694,4.528,25.110,0.490,0.000,-0.064,4,10.080,0.090,0.988,""
0.900,500.594,1029.050,157.779,63.668,31.032,-17.854,4.535,25.000,0.487,0.000,-0.061,4,10.055,0.103,0.988,""
0.920,501.271,1028.689,157.870,64.166,31.037,-18.009,4.541,24.893,0.484,0.000,-0.058,4,9.989,0.062,0.989,""
0.940,501.892,1028.326,157.961,64.662,31.043,-18.159,4.546,24.788,0.481,0.000,-0.055,4,9.898,0.076,0.989,""
0.960,502.513,1027.960,158.052,65.156,31.049,-18.303,4.547,24.688,0.478,0.000,-0.052,4,9.805,0.109,0.989,""
0.980,503.188,1027.592,158.143,65.648,31.055,-18.441,4.548,24.590,0.475,0.000,-0.049,4,9.738,0.117,0.989,""
1.000,503.809,1027.220,158.234,66.139,31.061,-18.574,4.548,24.496,0.472,0.000,-0.046,4,9.694,0.048,0.989,""
1.020,504.430,1026.846,158.325,66.627,31.068,-18.702,4.546,24.405,0.469,0.000,-0.044,4,9.612,0.066,0.989,""
1.040,505.052,1026.470,158.416,67.113,31.074,-18.825,4.543,24.318,0.466,0.000,-0.041,4,9.526,0.072,0.989,""
1.060,505.725,1026.091,158.507,67.598,31.080,-18.942,4.537,24.234,0.463,0.000,-0.039,4,9.446,0.079,0.989,""
1.080,506.347,1025.710,158.597,68.082,31.086,-19.054,4.530,24.154,0.460,0.000,-0.037,4,9.351,0.053,0.989,""
1.100,506.968,1025.327,158.688,68.563,31.092,-19.162,4.521,24.077,0.457,0.000,-0.034,4,9.241,0.047,0.989,""
1.120,507.640,1024.942,158.778,69.044,31.098,-19.265,4.510,24.003,0.454,0.000,-0.032,4,9.158,0.031,0.989,""
1.140,508.262,1024.555,158.868,69.523,31.104,-19.363,4.498,23.933,0.451,0.000,-0.030,4,9.070,0.052,0.989,""
1.160,508.884,1024.165,158.958,70.000,31.110,-19.457,4.484,23.867,0.448,0.000,-0.028,4,9.009,0.079,0.989,""
1.180,509.506,1023.774,159.047,70.476,31.116,-19.546,4.469,23.803,0.445,0.000,-0.027,4,8.940,0.070,0.989,""
1.200,510.177,1023.382,159.136,70.951,31.122,-19.631,4.453,23.743,0.442,0.000,-0.025,4,8.891,0.060,0.989,""
1.220,510.799,1022.988,159.225,71.425,31.127,-19.712,4.435,23.686,0.439,0.000,-0.023,4,8.826,0.068,0.990,""
1.240,511.421,1022.592,159.313,71.898,31.133,-19.789,4.417,23.631,0.436,0.000,-0.022,4,8.803,0.099,0.990,""
1.260,512.092,1022.195,159.401,72.370,31.138,-19.862,4.401,23.580,0.434,0.000,-0.021,4,8.853,0.104,0.990,""
1.280,512.715,1021.796,159.489,72.841,31.144,-19.931,4.386,23.531,0.431,0.000,-0.019,4,8.985,0.163,0.990,""
1.300,513.337,1021.396,159.576,73.311,31.149,-19.996,4.376,23.484,0.428,0.000,-0.018,4,9.196,0.095,0.990,""
1.320,514.011,1020.995,159.664,73.779,31.154,-20.057,4.372,23.439,0.426,0.000,-0.017,4,9.471,0.106,0.990,""
1.340,514.633,1020.593,159.751,74.247,31.158,-20.113,4.375,23.395,0.423,0.000,-0.016,4,9.827,0.094,0.990,""
1.360,515.256,1020.190,159.839,74.714,31.163,-20.166,4.386,23.353,0.421,0.000,-0.015,4,10.234,0.110,0.990,""
1.380,515.878,1019.786,159.927,75.180,31.167,-20.215,4.409,23.311,0.419,0.000,-0.014,4,10.829,0.077,0.989,""
1.400,516.557,1019.381,160.016,75.645,31.170,-20.260,4.444,23.270,0.417,0.000,-0.013,4,11.470,0.035,0.989,""
1.420,517.180,1018.976,160.106,76.110,31.174,-20.300,4.497,23.229,0.415,0.000,-0.013,4,12.294,0.087,0.989,""
1.440,517.802,1018.570,160.197,76.573,31.176,-20.336,4.566,23.188,0.413,0.000,-0.012,4,13.169,0.084,0.989,""
1.460,518.477,1018.163,160.290,77.035,31.178,-20.367,4.653,23.145,0.412,0.000,-0.011,4,14.027,0.097,0.988,""
1.480,519.099,1017.756,160.385,77.497,31.180,-20.394,4.757,23.102,0.411,0.000,-0.011,4,14.931,0.152,0.988,""
1.500,519.721,1017.348,160.482,77.957,31.181,-20.417,4.877,23.058,0.410,0.000,-0.011,4,15.728,0.253,0.987,""
1.520,520.343,1016.941,160.582,78.416,31.182,-20.435,5.016,23.013,0.409,0.000,-0.010,4,16.653,0.226,0.987,""
1.540,521.017,1016.532,160.686,78.875,31.182,-20.449,5.169,22.966,0.409,0.000,-0.010,4,17.395,0.319,0.986,""
1.560,521.639,1016.124,160.792,79.332,31.181,-20.460,5.334,22.918,0.409,0.000,-0.010,4,18.012,0.380,0.986,""
1.580,522.261,1015.716,160.902,79.789,31.180,-20.467,5.508,22.870,0.409,0.000,-0.010,4,18.461,0.370,0.985,""
1.600,522.933,1015.307,161.016,80.244,31.179,-20.470,5.688,22.821,0.410,0.000,-0.010,4,18.800,0.310,0.984,""
1.620,523.555,1014.899,161.133,80.699,31.177,-20.471,5.875,22.771,0.411,0.000,-0.009,4,19.108,0.289,0.984,""
1.640,524.177,1014.490,161.254,81.152,31.175,-20.469,6.065,22.721,0.411,0.000,-0.009,4,19.291,0.349,0.983,""
1.660,524.798,1014.082,161.379,81.605,31.173,-20.466,6.253,22.671,0.412,0.000,-0.009,4,19.237,0.451,0.982,""
1.680,525.467,1013.674,161.507,82.056,31.170,-20.460,6.439,22.622,0.414,0.000,-0.010,4,19.101,0.412,0.981,""
1.700,526.088,1013.266,161.639,82.507,31.167,-20.453,6.622,22.573,0.415,0.000,-0.010,4,18.969,0.349,0.981,""
1.720,526.710,1012.858,161.775,82.957,31.164,-20.445,6.804,22.523,0.416,0.000,-0.010,4,18.894,0.326,0.980,"Ground_Mountain_2_3:(0.160, 0.972, -0.171);"
1.740,527.377,1012.451,161.915,83.405,31.160,-20.435,6.982,22.474,0.418,0.000,-0.010,4,18.722,0.422,0.979,"Ground_Mountain_2_3:(0.159, 0.970, -0.181);Ground_Mountain_2_3:(0.159, 0.970, -0.181);Ground_Mountain_2_3:(0.159, 0.970, -0.181);"
1.760,527.999,1012.043,162.057,83.853,31.156,-20.425,7.152,22.425,0.420,0.000,-0.010,4,18.327,0.498,0.978,"Ground_Mountain_2_3:(0.159, 0.970, -0.186);Ground_Mountain_2_3:(0.159, 0.970, -0.186);"
1.780,528.621,1011.636,162.203,84.299,31.152,-20.415,7.316,22.377,0.422,0.000,-0.011,4,18.025,0.369,0.977,"Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);"
1.800,529.289,1011.229,162.352,84.745,31.147,-20.404,7.473,22.330,0.424,0.000,-0.011,4,17.669,0.338,0.977,"Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);Ground_Mountain_2_3:(0.163, 0.969, -0.187);"
1.820,529.910,1010.822,162.505,85.190,31.142,-20.393,7.625,22.283,0.426,0.000,-0.012,4,17.429,0.382,0.976,"Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);Ground_Mountain_2_3:(0.167, 0.967, -0.192);"
1.840,530.532,1010.415,162.660,85.634,31.136,-20.382,7.770,22.236,0.429,0.000,-0.012,4,17.041,0.468,0.975,"Ground_Mountain_2_3:(0.168, 0.966, -0.199);Ground_Mountain_2_3:(0.168, 0.966, -0.199);"
1.860,531.153,1010.009,162.818,86.076,31.131,-20.371,7.905,22.191,0.432,0.000,-0.013,4,16.548,0.375,0.974,"Ground_Mountain_2_3:(0.168, 0.966, -0.199);Ground_Mountain_2_3:(0.168, 0.966, -0.199);"
1.880,531.818,1009.602,162.978,86.518,31.124,-20.361,8.035,22.145,0.435,0.000,-0.013,4,16.308,0.394,0.973,"Ground_Mountain_2_3:(0.176, 0.964, -0.198);Ground_Mountain_2_3:(0.176, 0.964, -0.198);"
1.900,532.439,1009.196,163.141,86.960,31.118,-20.350,8.160,22.100,0.438,0.000,-0.014,4,16.056,0.279,0.972,"Ground_Mountain_2_3:(0.185, 0.963, -0.198);"
1.920,533.060,1008.790,163.306,87.400,31.111,-20.340,8.282,22.055,0.441,0.000,-0.015,4,15.877,0.366,0.971,""
1.940,533.722,1008.385,163.474,87.839,31.103,-20.330,8.397,22.010,0.445,0.000,-0.016,4,15.557,0.449,0.970,""
1.960,534.343,1007.979,163.644,88.278,31.096,-20.321,8.506,21.966,0.448,0.000,-0.017,4,15.233,0.367,0.969,""
1.980,534.964,1007.574,163.815,88.715,31.088,-20.313,8.610,21.921,0.452,0.000,-0.017,4,15.020,0.417,0.969,""
2.000,535.584,1007.169,163.989,89.152,31.080,-20.305,8.714,21.876,0.456,0.000,-0.018,4,14.941,0.319,0.968,""
2.020,536.245,1006.764,164.165,89.587,31.071,-20.297,8.815,21.830,0.460,0.000,-0.019,4,14.870,0.399,0.967,""
2.040,536.866,1006.359,164.343,90.022,31.062,-20.290,8.913,21.783,0.465,0.000,-0.020,4,14.674,0.387,0.966,""
2.060,537.486,1005.954,164.523,90.456,31.053,-20.284,9.008,21.736,0.469,0.000,-0.021,4,14.507,0.339,0.965,""
2.080,538.146,1005.550,164.705,90.889,31.043,-20.279,9.101,21.688,0.474,0.000,-0.022,4,14.415,0.352,0.964,""
2.100,538.765,1005.145,164.888,91.321,31.034,-20.274,9.193,21.640,0.478,0.000,-0.022,4,14.356,0.352,0.963,""
2.120,539.385,1004.740,165.074,91.752,31.024,-20.270,9.282,21.591,0.483,0.000,-0.023,4,14.240,0.428,0.962,""
2.140,540.004,1004.336,165.261,92.182,31.014,-20.267,9.369,21.541,0.488,0.000,-0.024,4,14.108,0.400,0.961,""
2.160,540.662,1003.932,165.449,92.611,31.003,-20.265,9.455,21.490,0.493,0.000,-0.024,4,14.012,0.329,0.960,""
2.180,541.281,1003.527,165.640,93.039,30.993,-20.263,9.541,21.438,0.498,0.000,-0.025,4,14.054,0.339,0.959,""
2.200,541.900,1003.123,165.832,93.466,30.982,-20.262,9.627,21.385,0.504,0.000,-0.025,4,14.056,0.307,0.958,""
2.220,542.554,1002.719,166.026,93.892,30.972,-20.262,9.712,21.331,0.509,0.000,-0.025,4,14.000,0.380,0.957,""
2.240,543.172,1002.314,166.222,94.317,30.961,-20.263,9.795,21.276,0.514,0.000,-0.025,4,13.913,0.410,0.956,""
2.260,543.791,1001.910,166.419,94.741,30.949,-20.261,9.867,21.228,0.520,0.000,-0.026,4,13.347,2.109,0.955,""
2.280,544.409,1001.505,166.616,95.165,30.937,-20.273,9.886,21.190,0.525,0.000,-0.025,4,10.609,1.869,0.955,""
2.300,545.010,1001.099,166.814,95.589,30.922,-20.309,9.848,21.153,0.532,0.000,-0.023,3,8.012,2.764,0.956,""
2.320,545.626,1000.691,167.009,96.014,30.907,-20.349,9.747,21.142,0.539,0.000,-0.022,3,4.707,3.270,0.958,""
2.340,546.244,1000.282,167.202,96.439,30.891,-20.399,9.620,21.133,0.547,0.000,-0.020,2,2.840,2.313,0.960,""
2.360,546.620,999.872,167.392,96.864,30.878,-20.445,9.456,21.146,0.554,0.000,-0.019,2,1.113,2.232,0.962,""
2.380,547.180,999.461,167.578,97.290,30.865,-20.495,9.278,21.162,0.561,0.000,-0.016,2,0.353,1.934,0.964,""
2.400,547.741,999.050,167.761,97.716,30.792,-20.487,9.079,21.153,0.567,0.000,-0.013,1,0.000,0.725,0.966,""
2.420,548.302,998.640,167.939,98.142,30.720,-20.479,8.879,21.145,0.604,0.000,-0.010,0,0.000,0.686,0.968,""
2.440,548.650,998.229,168.113,98.567,30.648,-20.471,8.679,21.136,0.640,0.000,-0.007,0,0.000,0.648,0.970,""
2.460,548.707,997.818,168.284,98.993,30.577,-20.462,8.480,21.128,0.676,0.000,-0.003,0,0.000,0.611,0.972,""
2.480,549.153,997.408,168.450,99.418,30.506,-20.454,8.280,21.119,0.712,0.000,0.001,0,0.000,0.574,0.974,""
2.500,549.600,996.998,168.612,99.843,30.437,-20.446,8.081,21.111,0.747,0.000,0.004,0,0.000,0.537,0.976,""
2.520,550.049,996.587,168.770,100.268,30.368,-20.438,7.881,21.102,0.782,0.000,0.007,0,0.000,0.502,0.978,""
2.540,550.500,996.177,168.925,100.693,30.299,-20.430,7.682,21.094,0.816,0.000,0.011,0,0.000,0.467,0.980,""
2.560,550.893,995.767,169.075,101.118,30.232,-20.422,7.483,21.086,0.850,0.000,0.014,0,0.000,0.434,0.981,""
2.580,550.893,995.357,169.221,101.542,30.165,-20.413,7.284,21.077,0.884,0.000,0.019,0,0.000,0.402,0.983,""
2.600,551.274,994.947,169.363,101.967,30.099,-20.405,7.085,21.069,0.918,0.000,0.023,0,0.000,0.373,0.985,""
2.620,551.681,994.538,169.502,102.391,30.033,-20.397,6.886,21.060,0.951,0.000,0.026,0,0.000,0.345,0.986,""
2.640,552.090,994.128,169.636,102.815,29.969,-20.389,6.687,21.052,0.983,0.000,0.029,0,0.000,0.321,0.988,""
2.660,552.501,993.719,169.766,103.238,29.905,-20.381,6.488,21.043,1.000,0.000,0.032,0,0.000,0.300,0.989,""
2.680,552.915,993.309,169.892,103.662,29.842,-20.373,6.289,21.035,1.000,0.000,0.034,0,0.000,0.283,0.990,""
2.700,553.617,992.900,170.015,104.085,29.780,-20.364,6.091,21.027,1.000,0.000,0.035,0,0.000,0.270,0.991,""
2.720,554.049,992.491,170.133,104.509,29.718,-20.356,5.892,21.018,1.000,0.000,0.037,0,0.000,0.262,0.992,""
2.740,554.484,992.082,170.247,104.932,29.658,-20.348,5.694,21.010,1.000,0.000,0.038,0,0.000,0.259,0.993,""
2.760,560.207,991.673,170.357,105.354,29.599,-20.340,5.495,21.001,1.000,0.000,0.007,0,0.000,0.261,0.994,""
2.780,560.799,991.264,170.463,105.777,29.541,-20.332,5.297,20.993,1.000,0.000,0.007,0,0.000,0.268,0.995,""
2.800,561.569,990.856,170.566,106.199,29.484,-20.324,5.099,20.985,1.000,0.000,0.005,0,0.000,0.278,0.996,""
2.820,562.161,990.447,170.664,106.621,29.428,-20.316,4.901,20.976,1.000,0.000,0.004,0,0.000,0.291,0.996,""
2.840,562.752,990.039,170.758,107.043,29.374,-20.307,4.702,20.968,1.000,0.000,0.003,0,0.000,0.306,0.997,""
2.860,563.316,989.631,170.848,107.465,29.321,-20.299,4.504,20.959,1.000,0.000,0.002,0,0.000,0.323,0.997,""
2.880,563.906,989.223,170.935,107.886,29.269,-20.291,4.307,20.951,1.000,0.000,0.000,0,0.000,0.342,0.998,""
2.900,564.496,988.816,171.017,108.308,29.219,-20.283,4.109,20.943,1.000,0.000,-0.001,0,0.000,0.361,0.998,""
2.920,565.101,988.408,171.095,108.729,29.171,-20.275,3.911,20.934,1.000,0.000,-0.003,0,0.000,0.381,0.998,""
2.940,565.690,988.001,171.169,109.149,29.124,-20.267,3.713,20.926,1.000,0.000,-0.005,0,0.000,0.400,0.998,""
2.960,566.278,987.593,171.240,109.570,29.079,-20.259,3.516,20.917,1.000,0.000,-0.007,0,0.000,0.420,0.998,""
2.980,566.909,987.186,171.306,109.990,29.035,-20.251,3.318,20.909,1.000,0.000,-0.009,0,0.000,0.439,0.998,""
3.000,567.496,986.779,171.369,110.410,28.993,-20.243,3.121,20.901,1.000,0.000,-0.012,0,0.000,0.458,0.998,""
3.020,568.083,986.373,171.427,110.830,28.954,-20.234,2.923,20.892,1.000,0.000,-0.014,0,0.000,0.476,0.998,""
3.040,568.747,985.966,171.481,111.249,28.916,-20.226,2.726,20.884,1.000,0.000,-0.017,0,0.000,0.493,0.998,""
3.060,569.333,985.560,171.532,111.669,28.880,-20.218,2.529,20.876,1.000,0.000,-0.020,0,0.000,0.510,0.998,""
3.080,569.918,985.154,171.578,112.088,28.846,-20.210,2.332,20.867,1.000,0.000,-0.023,0,0.000,0.526,0.997,""
3.100,570.502,984.748,171.621,112.506,28.814,-20.202,2.135,20.859,1.000,0.000,-0.026,0,0.000,0.541,0.997,""
3.120,571.189,984.342,171.660,112.925,28.784,-20.194,1.938,20.851,1.000,0.000,-0.029,0,0.000,0.555,0.997,""
3.140,571.772,983.937,171.694,113.343,28.756,-20.186,1.741,20.842,1.000,0.000,-0.033,0,0.000,0.568,0.996,""
3.160,572.354,983.531,171.725,113.761,28.731,-20.178,1.544,20.834,1.000,0.000,-0.036,0,0.000,0.580,0.996,""
3.180,573.022,983.126,171.752,114.179,28.707,-20.170,1.347,20.826,1.000,0.000,-0.040,0,0.000,0.591,0.996,""
3.200,573.603,982.721,171.775,114.597,28.686,-20.162,1.150,20.817,1.000,0.000,-0.044,0,0.000,0.601,0.995,""
3.220,574.183,982.317,171.794,115.014,28.667,-20.154,0.954,20.809,1.000,0.000,-0.047,0,0.000,0.611,0.995,""
3.240,574.763,981.912,171.809,115.431,28.649,-20.146,0.757,20.801,1.000,0.000,-0.051,0,0.000,0.619,0.994,""
3.260,575.411,981.508,171.820,115.848,28.634,-20.138,0.561,20.792,1.000,0.000,-0.055,0,0.000,0.626,0.994,""
3.280,575.989,981.104,171.827,116.264,28.621,-20.130,0.365,20.784,1.000,0.000,-0.060,0,0.000,0.632,0.993,""
3.300,576.567,980.700,171.830,116.681,28.610,-20.121,0.168,20.776,1.000,0.000,-0.064,0,0.000,0.637,0.993,""
3.320,577.202,980.296,171.830,117.097,28.601,-20.113,-0.028,20.767,1.000,0.000,-0.069,0,0.000,0.641,0.993,""
3.340,577.778,979.893,171.825,117.512,28.593,-20.105,-0.224,20.759,1.000,0.000,-0.073,0,0.000,0.644,0.992,""
