t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.920,487.008,1035.493,155.699,52.009,15.591,-7.489,2.395,13.468,0.204,0.000,-0.071,4,9.972,0.199,0.987,""
0.940,487.320,1035.342,155.747,52.278,15.591,-7.539,2.401,13.439,0.204,0.000,-0.069,4,10.033,0.170,0.987,""
0.960,487.632,1035.190,155.795,52.547,15.591,-7.587,2.409,13.411,0.204,0.000,-0.068,4,10.076,0.154,0.987,""
0.980,487.943,1035.037,155.844,52.814,15.592,-7.635,2.416,13.382,0.204,0.000,-0.067,4,10.083,0.013,0.987,""
1.000,488.255,1034.884,155.892,53.082,15.592,-7.682,2.423,13.354,0.204,0.000,-0.065,4,10.039,0.018,0.987,""
1.020,488.654,1034.729,155.941,53.348,15.592,-7.728,2.429,13.327,0.204,0.000,-0.064,4,9.983,0.033,0.987,""
1.040,488.966,1034.574,155.990,53.614,15.593,-7.773,2.434,13.300,0.204,0.000,-0.062,4,9.942,0.067,0.987,""
1.060,489.278,1034.418,156.038,53.880,15.593,-7.818,2.438,13.273,0.204,0.000,-0.061,4,9.908,0.071,0.987,""
1.080,489.590,1034.260,156.087,54.145,15.594,-7.862,2.441,13.247,0.203,0.000,-0.060,4,9.865,0.062,0.987,""
1.100,489.902,1034.102,156.136,54.410,15.594,-7.905,2.444,13.221,0.203,0.000,-0.059,4,9.825,0.069,0.988,""
1.120,490.214,1033.944,156.185,54.674,15.595,-7.947,2.446,13.196,0.203,0.000,-0.058,4,9.788,0.070,0.988,""
1.140,490.606,1033.784,156.234,54.937,15.595,-7.989,2.447,13.171,0.203,0.000,-0.056,4,9.763,0.066,0.988,""
1.160,490.918,1033.623,156.283,55.200,15.596,-8.030,2.448,13.147,0.202,0.000,-0.055,4,9.741,0.073,0.988,""
1.180,491.230,1033.462,156.332,55.463,15.596,-8.069,2.448,13.123,0.202,0.000,-0.054,4,9.708,0.047,0.988,""
1.200,491.542,1033.300,156.381,55.725,15.597,-8.109,2.447,13.099,0.202,0.000,-0.053,4,9.649,0.053,0.988,""
1.220,491.854,1033.137,156.430,55.986,15.597,-8.147,2.445,13.076,0.202,0.000,-0.052,4,9.603,0.065,0.988,""
1.240,492.166,1032.974,156.479,56.248,15.598,-8.184,2.443,13.054,0.201,0.000,-0.051,4,9.576,0.077,0.988,""
1.260,492.558,1032.809,156.527,56.508,15.598,-8.221,2.440,13.031,0.201,0.000,-0.050,4,9.549,0.072,0.988,""
1.280,492.870,1032.644,156.576,56.769,15.599,-8.257,2.437,13.010,0.201,0.000,-0.048,4,9.517,0.084,0.988,""
1.300,493.182,1032.479,156.625,57.029,15.599,-8.293,2.432,12.989,0.201,0.000,-0.047,4,9.485,0.092,0.988,""
1.320,493.494,1032.312,156.673,57.288,15.600,-8.327,2.428,12.968,0.200,0.000,-0.047,4,9.455,0.103,0.988,""
1.340,493.806,1032.145,156.722,57.547,15.600,-8.361,2.423,12.947,0.200,0.000,-0.046,4,9.442,0.142,0.988,""
1.360,494.118,1031.977,156.770,57.806,15.601,-8.395,2.417,12.928,0.200,0.000,-0.045,4,9.438,0.107,0.988,""
1.380,494.430,1031.809,156.818,58.065,15.601,-8.427,2.412,12.908,0.200,0.000,-0.044,4,9.429,0.076,0.988,""
1.400,494.816,1031.640,156.867,58.323,15.602,-8.459,2.407,12.889,0.199,0.000,-0.043,4,9.421,0.089,0.988,""
1.420,495.128,1031.470,156.915,58.580,15.603,-8.490,2.402,12.870,0.199,0.000,-0.042,4,9.420,0.076,0.988,""
1.440,495.440,1031.300,156.963,58.837,15.603,-8.521,2.396,12.852,0.199,0.000,-0.041,4,9.398,0.118,0.988,""
1.460,495.752,1031.129,157.010,59.094,15.604,-8.551,2.389,12.834,0.198,0.000,-0.040,4,9.383,0.110,0.988,""
1.480,496.065,1030.957,157.058,59.351,15.605,-8.580,2.383,12.816,0.198,0.000,-0.040,4,9.380,0.105,0.988,""
1.500,496.377,1030.785,157.106,59.607,15.605,-8.609,2.377,12.799,0.198,0.000,-0.039,4,9.396,0.111,0.988,""
1.520,496.761,1030.613,157.153,59.862,15.606,-8.637,2.372,12.782,0.197,0.000,-0.038,4,9.428,0.102,0.988,""
1.540,497.073,1030.439,157.200,60.118,15.607,-8.664,2.367,12.764,0.197,0.000,-0.037,4,9.481,0.108,0.988,""
1.560,497.385,1030.266,157.248,60.373,15.607,-8.691,2.364,12.748,0.197,0.000,-0.037,4,9.542,0.077,0.988,""
1.580,497.697,1030.091,157.295,60.627,15.608,-8.717,2.362,12.731,0.196,0.000,-0.036,4,9.594,0.043,0.988,""
1.600,498.009,1029.917,157.342,60.882,15.608,-8.742,2.361,12.714,0.196,0.000,-0.035,4,9.630,0.029,0.988,""
1.620,498.322,1029.741,157.389,61.136,15.609,-8.767,2.360,12.698,0.196,0.000,-0.035,4,9.642,0.083,0.988,""
1.640,498.634,1029.565,157.437,61.389,15.609,-8.791,2.358,12.682,0.196,0.000,-0.034,4,9.620,0.024,0.988,""
1.660,499.014,1029.389,157.484,61.643,15.610,-8.815,2.356,12.666,0.195,0.000,-0.034,4,9.593,0.010,0.988,""
1.680,499.326,1029.212,157.531,61.896,15.610,-8.839,2.354,12.650,0.195,0.000,-0.033,4,9.579,0.013,0.988,""
1.700,499.638,1029.035,157.578,62.149,15.611,-8.862,2.351,12.635,0.195,0.000,-0.032,4,9.587,0.041,0.988,""
1.720,499.951,1028.858,157.625,62.401,15.611,-8.885,2.349,12.620,0.195,0.000,-0.032,4,9.597,0.046,0.988,""
1.740,500.263,1028.679,157.672,62.653,15.612,-8.907,2.348,12.606,0.194,0.000,-0.032,4,9.613,0.058,0.988,""
1.760,500.575,1028.501,157.719,62.905,15.612,-8.929,2.346,12.591,0.194,0.000,-0.031,4,9.622,0.030,0.988,""
1.780,500.887,1028.322,157.766,63.157,15.613,-8.950,2.344,12.577,0.194,0.000,-0.031,4,9.611,0.040,0.988,""
1.800,501.266,1028.143,157.812,63.408,15.613,-8.971,2.343,12.563,0.194,0.000,-0.030,4,9.607,0.047,0.989,""
1.820,501.578,1027.963,157.859,63.659,15.614,-8.992,2.340,12.549,0.193,0.000,-0.030,4,9.586,0.040,0.989,""
1.840,501.890,1027.782,157.906,63.910,15.614,-9.012,2.337,12.536,0.193,0.000,-0.029,4,9.544,0.035,0.989,""
1.860,502.203,1027.602,157.953,64.161,15.615,-9.032,2.333,12.522,0.193,0.000,-0.029,4,9.515,0.029,0.989,""
1.880,502.515,1027.421,157.999,64.411,15.615,-9.052,2.329,12.510,0.193,0.000,-0.029,4,9.496,0.004,0.989,""
1.900,502.827,1027.240,158.046,64.661,15.616,-9.071,2.325,12.497,0.192,0.000,-0.029,4,9.471,0.005,0.989,""
1.920,503.202,1027.058,158.092,64.911,15.616,-9.090,2.320,12.485,0.192,0.000,-0.028,4,9.453,0.021,0.989,""
1.940,503.515,1026.876,158.139,65.161,15.617,-9.109,2.315,12.473,0.192,0.000,-0.028,4,9.443,0.037,0.989,""
1.960,503.827,1026.693,158.185,65.410,15.617,-9.127,2.310,12.461,0.192,0.000,-0.027,4,9.438,0.053,0.989,""
1.980,504.139,1026.510,158.231,65.659,15.618,-9.145,2.305,12.449,0.191,0.000,-0.027,4,9.447,0.092,0.989,""
2.000,504.452,1026.327,158.277,65.908,15.618,-9.163,2.300,12.437,0.191,0.000,-0.027,4,9.464,0.061,0.989,""
2.020,504.764,1026.144,158.323,66.157,15.619,-9.181,2.295,12.426,0.191,0.000,-0.027,4,9.447,0.077,0.989,""
2.040,505.077,1025.960,158.369,66.405,15.619,-9.198,2.290,12.415,0.191,0.000,-0.027,4,9.443,0.085,0.989,""
2.060,505.450,1025.776,158.414,66.654,15.620,-9.216,2.285,12.404,0.190,0.000,-0.026,4,9.437,0.047,0.989,""
2.080,505.763,1025.591,158.460,66.902,15.621,-9.232,2.279,12.393,0.190,0.000,-0.026,4,9.431,0.068,0.989,""
2.100,506.075,1025.406,158.505,67.149,15.621,-9.249,2.274,12.382,0.190,0.000,-0.026,4,9.423,0.092,0.989,""
2.120,506.387,1025.221,158.551,67.397,15.622,-9.266,2.268,12.372,0.189,0.000,-0.026,4,9.416,0.092,0.989,""
2.140,506.700,1025.035,158.596,67.644,15.622,-9.282,2.262,12.361,0.189,0.000,-0.026,4,9.419,0.088,0.989,""
2.160,507.013,1024.849,158.641,67.891,15.623,-9.298,2.257,12.351,0.189,0.000,-0.025,4,9.429,0.086,0.989,""
2.180,507.325,1024.663,158.686,68.138,15.623,-9.314,2.252,12.340,0.189,0.000,-0.025,4,9.461,0.101,0.989,""
2.200,507.695,1024.476,158.731,68.385,15.624,-9.330,2.248,12.330,0.188,0.000,-0.025,4,9.497,0.099,0.989,""
2.220,508.008,1024.289,158.776,68.631,15.625,-9.345,2.244,12.319,0.188,0.000,-0.025,4,9.524,0.088,0.989,""
2.240,508.321,1024.102,158.821,68.878,15.625,-9.361,2.241,12.309,0.188,0.000,-0.025,4,9.548,0.046,0.989,""
2.260,508.633,1023.915,158.866,69.124,15.626,-9.376,2.238,12.299,0.187,0.000,-0.025,4,9.560,0.035,0.989,""
2.280,508.946,1023.727,158.910,69.370,15.626,-9.391,2.235,12.288,0.187,0.000,-0.025,4,9.572,0.048,0.989,""
2.300,509.258,1023.539,158.955,69.615,15.627,-9.406,2.233,12.278,0.187,0.000,-0.025,4,9.571,0.075,0.989,""
2.320,509.627,1023.350,159.000,69.861,15.627,-9.421,2.230,12.268,0.187,0.000,-0.024,4,9.563,0.095,0.990,""
2.340,509.939,1023.162,159.044,70.106,15.628,-9.435,2.227,12.258,0.186,0.000,-0.024,4,9.554,0.095,0.990,""
2.360,510.252,1022.973,159.089,70.351,15.628,-9.450,2.223,12.248,0.186,0.000,-0.024,4,9.550,0.096,0.990,""
2.380,510.565,1022.783,159.133,70.596,15.629,-9.464,2.220,12.238,0.186,0.000,-0.024,4,9.547,0.085,0.990,""
2.400,510.877,1022.594,159.177,70.841,15.629,-9.479,2.217,12.228,0.186,0.000,-0.024,4,9.543,0.073,0.990,""
2.420,511.190,1022.404,159.222,71.085,15.630,-9.493,2.213,12.218,0.185,0.000,-0.024,4,9.537,0.073,0.990,""
2.440,511.503,1022.214,159.266,71.329,15.630,-9.507,2.210,12.209,0.185,0.000,-0.024,4,9.539,0.066,0.990,""
2.460,511.870,1022.023,159.310,71.574,15.631,-9.521,2.207,12.199,0.185,0.000,-0.024,4,9.550,0.058,0.990,""
2.480,512.183,1021.833,159.354,71.817,15.631,-9.535,2.205,12.189,0.185,0.000,-0.024,4,9.589,0.056,0.990,""
2.500,512.495,1021.642,159.398,72.061,15.632,-9.549,2.203,12.179,0.184,0.000,-0.024,4,9.631,0.051,0.990,""
2.520,512.808,1021.451,159.442,72.304,15.632,-9.562,2.202,12.169,0.184,0.000,-0.024,4,9.671,0.097,0.990,""
2.540,513.121,1021.259,159.486,72.548,15.633,-9.576,2.204,12.159,0.184,0.000,-0.024,4,9.769,0.125,0.990,""
2.560,513.433,1021.067,159.531,72.791,15.633,-9.589,2.208,12.148,0.184,0.000,-0.024,4,9.888,0.088,0.990,""
2.580,513.746,1020.875,159.575,73.033,15.633,-9.602,2.213,12.138,0.183,0.000,-0.024,4,9.990,0.056,0.990,""
2.600,514.115,1020.683,159.619,73.276,15.634,-9.614,2.221,12.127,0.183,0.000,-0.024,4,10.084,0.022,0.990,""
2.620,514.427,1020.491,159.664,73.518,15.634,-9.626,2.230,12.115,0.183,0.000,-0.024,4,10.168,0.025,0.990,""
2.640,514.740,1020.298,159.709,73.760,15.634,-9.638,2.241,12.104,0.183,0.000,-0.024,4,10.260,0.049,0.990,""
2.660,515.052,1020.106,159.754,74.002,15.634,-9.650,2.254,12.092,0.183,0.000,-0.023,4,10.358,0.061,0.989,""
2.680,515.365,1019.913,159.799,74.243,15.634,-9.661,2.270,12.080,0.183,0.000,-0.024,4,10.479,0.055,0.989,""
2.700,515.677,1019.719,159.845,74.484,15.633,-9.672,2.287,12.067,0.183,0.000,-0.024,4,10.585,0.071,0.989,""
2.720,515.989,1019.526,159.891,74.725,15.633,-9.683,2.308,12.054,0.183,0.000,-0.024,4,10.744,0.036,0.989,""
2.740,516.362,1019.332,159.937,74.965,15.632,-9.693,2.333,12.040,0.184,0.000,-0.023,4,10.975,0.034,0.989,""
2.760,516.674,1019.139,159.985,75.206,15.631,-9.702,2.363,12.026,0.184,0.000,-0.023,4,11.163,0.059,0.989,""
2.780,516.986,1018.945,160.032,75.445,15.630,-9.711,2.394,12.011,0.184,0.000,-0.023,4,11.295,0.108,0.988,""
2.800,517.298,1018.751,160.081,75.685,15.629,-9.720,2.428,11.996,0.185,0.000,-0.023,4,11.403,0.084,0.988,""
2.820,517.610,1018.557,160.130,75.924,15.628,-9.728,2.464,11.980,0.186,0.000,-0.023,4,11.507,0.119,0.988,""
2.840,517.922,1018.362,160.180,76.163,15.626,-9.736,2.502,11.964,0.186,0.000,-0.023,4,11.583,0.175,0.988,""
2.860,518.234,1018.168,160.231,76.402,15.625,-9.744,2.540,11.948,0.187,0.000,-0.023,4,11.614,0.198,0.987,""
2.880,518.603,1017.973,160.282,76.640,15.623,-9.751,2.579,11.931,0.188,0.000,-0.023,4,11.697,0.133,0.987,""
2.900,518.915,1017.779,160.334,76.878,15.621,-9.758,2.621,11.914,0.189,0.000,-0.023,4,11.793,0.147,0.987,""
2.920,519.226,1017.584,160.388,77.115,15.619,-9.765,2.664,11.896,0.190,0.000,-0.023,4,11.863,0.151,0.986,""
2.940,519.538,1017.389,160.442,77.352,15.616,-9.771,2.709,11.878,0.191,0.000,-0.023,4,11.934,0.195,0.986,""
2.960,519.850,1017.194,160.497,77.589,15.614,-9.776,2.754,11.860,0.192,0.000,-0.023,4,11.946,0.248,0.986,""
2.980,520.161,1016.999,160.552,77.825,15.611,-9.782,2.799,11.842,0.193,0.000,-0.023,4,11.946,0.233,0.985,""
3.000,520.528,1016.804,160.609,78.061,15.609,-9.787,2.844,11.823,0.194,0.000,-0.023,4,11.954,0.220,0.985,""
3.020,520.839,1016.608,160.667,78.297,15.606,-9.793,2.888,11.804,0.196,0.000,-0.023,4,11.915,0.268,0.985,""
3.040,521.151,1016.413,160.725,78.532,15.603,-9.798,2.930,11.786,0.197,0.000,-0.023,4,11.832,0.265,0.984,""
3.060,521.462,1016.217,160.785,78.767,15.600,-9.803,2.971,11.767,0.199,0.000,-0.023,4,11.742,0.190,0.984,""
3.080,521.773,1016.022,160.845,79.001,15.597,-9.808,3.012,11.749,0.200,0.000,-0.023,4,11.727,0.181,0.983,""
3.100,522.085,1015.826,160.906,79.235,15.593,-9.813,3.052,11.730,0.202,0.000,-0.023,4,11.676,0.221,0.983,""
3.120,522.396,1015.630,160.967,79.469,15.590,-9.818,3.089,11.712,0.203,0.000,-0.023,4,11.573,0.252,0.983,""
3.140,522.761,1015.434,161.030,79.702,15.587,-9.823,3.125,11.694,0.205,0.000,-0.023,4,11.492,0.161,0.982,""
3.160,523.072,1015.238,161.093,79.936,15.583,-9.828,3.161,11.676,0.207,0.000,-0.023,4,11.455,0.128,0.982,""
3.180,523.383,1015.042,161.157,80.168,15.580,-9.833,3.196,11.657,0.208,0.000,-0.023,4,11.413,0.177,0.982,""
3.200,523.694,1014.846,161.221,80.401,15.576,-9.838,3.229,11.639,0.210,0.000,-0.022,4,11.330,0.218,0.981,""
3.220,524.005,1014.650,161.286,80.633,15.573,-9.843,3.260,11.622,0.212,0.000,-0.022,4,11.258,0.203,0.981,""
3.240,524.315,1014.453,161.352,80.864,15.569,-9.848,3.291,11.604,0.214,0.000,-0.022,4,11.201,0.228,0.981,""
3.260,524.626,1014.257,161.418,81.095,15.566,-9.854,3.320,11.586,0.215,0.000,-0.022,4,11.120,0.276,0.980,""
3.280,524.986,1014.060,161.485,81.326,15.562,-9.859,3.348,11.569,0.217,0.000,-0.022,4,11.075,0.208,0.980,""
3.300,525.297,1013.863,161.552,81.557,15.558,-9.864,3.375,11.551,0.219,0.000,-0.022,4,11.018,0.255,0.979,""
3.320,525.607,1013.666,161.620,81.787,15.554,-9.869,3.401,11.534,0.221,0.000,-0.022,4,10.954,0.263,0.979,""
3.340,525.918,1013.469,161.688,82.017,15.551,-9.874,3.428,11.517,0.223,0.000,-0.022,4,10.966,0.166,0.978,""
3.360,526.228,1013.272,161.757,82.247,15.547,-9.879,3.455,11.499,0.225,0.000,-0.022,4,11.002,0.208,0.978,""
3.380,526.538,1013.075,161.827,82.476,15.543,-9.884,3.482,11.482,0.227,0.000,-0.022,4,11.003,0.172,0.978,""
3.400,526.848,1012.878,161.897,82.705,15.539,-9.888,3.510,11.464,0.228,0.000,-0.022,4,11.024,0.159,0.977,""
3.420,527.207,1012.681,161.968,82.933,15.535,-9.893,3.538,11.446,0.230,0.000,-0.022,4,11.042,0.206,0.977,""
3.440,527.517,1012.483,162.039,83.161,15.531,-9.897,3.565,11.429,0.232,0.000,-0.022,4,11.017,0.243,0.976,""
3.460,527.827,1012.286,162.110,83.389,15.527,-9.902,3.592,11.411,0.234,0.000,-0.022,4,10.951,0.274,0.976,""
3.480,528.137,1012.088,162.183,83.616,15.524,-9.906,3.617,11.394,0.236,0.000,-0.021,4,10.902,0.204,0.976,""
3.500,528.446,1011.890,162.255,83.844,15.520,-9.911,3.643,11.376,0.238,0.000,-0.021,4,10.915,0.150,0.975,""
3.520,528.756,1011.692,162.329,84.070,15.516,-9.915,3.669,11.359,0.240,0.000,-0.021,4,10.925,0.199,0.975,""
3.540,529.066,1011.495,162.402,84.297,15.512,-9.919,3.695,11.341,0.242,0.000,-0.021,4,10.933,0.166,0.974,""
3.560,529.425,1011.297,162.477,84.523,15.508,-9.923,3.722,11.324,0.244,0.000,-0.021,4,10.963,0.173,0.974,""
3.580,529.735,1011.099,162.551,84.748,15.504,-9.927,3.750,11.306,0.246,0.000,-0.021,4,11.004,0.167,0.973,""
3.600,530.044,1010.900,162.627,84.974,15.500,-9.931,3.778,11.288,0.248,0.000,-0.021,4,11.020,0.213,0.973,""
3.620,530.353,1010.702,162.703,85.199,15.496,-9.934,3.806,11.270,0.250,0.000,-0.021,4,10.992,0.250,0.972,""
3.640,530.663,1010.504,162.779,85.423,15.493,-9.938,3.832,11.252,0.252,0.000,-0.021,4,10.925,0.280,0.972,""
3.660,530.972,1010.306,162.856,85.647,15.489,-9.942,3.857,11.235,0.254,0.000,-0.021,4,10.828,0.267,0.972,""
3.680,531.281,1010.107,162.934,85.871,15.485,-9.946,3.882,11.217,0.256,0.000,-0.021,4,10.834,0.114,0.971,""
3.700,531.635,1009.909,163.012,86.095,15.481,-9.950,3.908,11.200,0.258,0.000,-0.021,4,10.880,0.164,0.971,""
3.720,531.945,1009.710,163.090,86.318,15.477,-9.953,3.934,11.182,0.260,0.000,-0.020,4,10.882,0.203,0.970,""
3.740,532.253,1009.511,163.169,86.541,15.473,-9.957,3.960,11.164,0.261,0.000,-0.020,4,10.889,0.086,0.970,""
3.760,532.562,1009.313,163.249,86.763,15.469,-9.960,3.988,11.147,0.263,0.000,-0.020,4,10.977,0.096,0.969,""
3.780,532.871,1009.114,163.329,86.986,15.466,-9.963,4.017,11.128,0.265,0.000,-0.020,4,11.018,0.144,0.969,""
