course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop,moto,12,-3,12.901,150.107,1.280,0.932,True,completed,14.527,1.280,0
Street Loop,moto,12,0,12.858,150.052,1.360,0.888,True,completed,15.290,1.360,0
Street Loop,moto,12,-4.7,12.722,150.147,1.480,0.305,True,completed,0.000,0.000,0
Street Loop,moto,12,1.7,16.002,150.117,2.560,0.159,True,completed,6.217,0.500,0
Street Loop,moto,24,-1.5,7.180,150.021,2.020,0.943,True,completed,44.889,2.020,0
Street Loop,moto,24,-3,6.823,150.204,2.060,0.933,True,completed,45.568,2.060,0
Street Loop,moto,24,0,7.821,150.190,2.020,0.944,True,completed,44.856,2.020,0
Street Loop,moto,24,-4.7,8.819,150.103,2.000,-0.952,True,completed,0.000,0.000,0
Street Loop,moto,24,1.7,6.723,150.391,2.540,0.614,True,completed,64.501,2.540,0
Street Loop,moto,36,-1.5,4.864,165.714,2.540,0.958,True,completed,0.000,0.000,0
Street Loop,moto,36,-3,4.862,165.710,2.540,0.958,True,completed,0.000,0.000,0
Street Loop,moto,36,0,4.863,165.720,2.540,0.958,True,completed,0.000,0.000,0
Street Loop,moto,36,-4.7,4.439,150.012,2.040,-0.973,True,completed,0.000,0.000,0
Street Loop,moto,36,1.7,4.574,150.211,2.460,-0.859,True,completed,0.000,0.000,0
Street Loop,atv,12,-1.5,13.064,150.114,1.380,0.935,True,completed,14.241,1.260,0
Street Loop,atv,12,-3,12.921,150.091,1.460,0.907,True,completed,14.863,1.320,0
Street Loop,atv,12,0,12.955,150.058,1.280,0.924,True,completed,14.428,1.280,0
Street Loop,atv,12,-4.7,12.817,150.091,1.340,0.315,True,completed,0.000,0.000,0
Street Loop,atv,12,1.7,12.826,150.220,1.380,0.274,True,completed,0.000,0.000,0
Street Loop,atv,24,-1.5,7.896,150.285,2.040,0.938,True,completed,45.058,2.040,0
Street Loop,atv,24,-3,7.862,150.315,2.040,0.937,True,completed,45.037,2.040,0
Street Loop,atv,24,0,6.645,150.254,2.040,0.937,True,completed,45.039,2.040,0
Street Loop,atv,24,-4.7,6.625,150.255,1.580,0.274,True,completed,0.000,0.000,0
Street Loop,atv,24,1.7,9.745,150.047,2.380,-0.986,True,completed,0.000,0.000,0
Street Loop,atv,36,-1.5,4.877,165.216,2.540,0.961,True,completed,0.000,0.000,0
Street Loop,atv,36,-3,4.876,165.221,2.540,0.962,True,completed,0.000,0.000,0
Street Loop,atv,36,0,4.879,165.215,2.540,0.961,True,completed,0.000,0.000,0
Street Loop,atv,36,-4.7,4.698,150.740,2.740,-0.969,True,completed,0.000,0.000,0
Street Loop,atv,36,1.7,4.604,154.456,2.460,-0.770,True,completed,0.000,0.000,0
