time,car,direction,station,lateral,lane_error,speed,target,grounded
43.34,3,-1,3807.56,-2.00,0.05,28.81,29.00,4
43.54,0,1,4620.20,3.77,0.98,16.56,16.79,4
43.54,1,-1,3786.77,-6.17,0.04,24.34,23.74,4
43.54,2,1,4608.90,2.17,0.31,19.56,19.67,4
43.54,3,-1,3801.86,-2.02,0.03,28.04,28.21,4
43.74,0,1,4623.52,3.48,0.80,16.34,16.44,4
43.74,1,-1,3782.15,-6.18,0.15,22.75,21.66,4
43.74,2,1,4612.68,2.20,0.31,18.17,18.32,4
43.74,3,-1,3796.32,-2.04,0.01,27.22,26.54,4
43.94,0,1,4626.81,3.23,0.60,16.11,16.23,4
43.94,1,-1,3777.90,-6.18,0.31,21.29,20.29,4
43.94,2,1,4616.28,2.24,0.30,17.75,17.89,4
43.94,3,-1,3791.03,-2.06,0.01,25.71,25.82,4
44.14,0,1,4630.05,2.99,0.39,16.04,16.15,4
44.14,1,-1,3773.93,-6.16,0.49,19.52,18.47,4
44.14,2,1,4619.83,2.29,0.28,17.48,17.70,4
44.14,3,-1,3786.07,-2.07,0.01,24.24,23.23,4
44.35,0,1,4633.31,2.79,0.19,15.96,16.15,4
44.35,1,-1,3770.31,-6.12,0.66,18.09,17.54,4
44.35,2,1,4623.35,2.33,0.25,17.23,17.33,4
44.35,3,-1,3781.43,-2.08,0.01,22.53,21.66,4
44.55,0,1,4636.54,2.63,0.03,15.58,15.60,4
44.55,1,-1,3767.09,-6.05,0.79,16.35,14.60,4
44.55,2,1,4626.82,2.38,0.22,16.99,17.09,4
44.55,3,-1,3777.10,-2.09,0.01,21.12,20.29,4
44.75,0,1,4639.66,2.50,0.10,15.11,15.31,4
44.75,1,-1,3764.18,-5.96,0.90,14.69,13.86,4
44.75,2,1,4630.19,2.41,0.19,16.46,16.66,4
44.75,3,-1,3773.14,-2.09,0.04,19.23,17.90,4
44.95,0,1,4642.60,2.41,0.19,13.25,11.12,4
44.95,1,-1,3761.59,-5.84,0.97,13.30,12.48,4
44.95,2,1,4633.46,2.44,0.16,15.63,14.95,4
44.95,3,-1,3769.50,-2.10,0.07,17.79,16.85,4
45.15,0,1,4645.10,2.35,0.25,11.54,10.74,4
45.15,1,-1,3759.15,-5.71,1.02,12.34,12.45,4
45.15,2,1,4636.49,2.47,0.13,14.07,12.93,4
45.15,3,-1,3766.18,-2.10,0.10,16.00,14.60,4
45.35,0,1,4647.33,2.31,0.29,10.71,11.38,4
45.35,1,-1,3756.97,-5.56,1.04,11.87,11.32,4
45.35,2,1,4639.18,2.48,0.12,12.62,11.70,4
45.35,3,-1,3763.22,-2.10,0.13,14.22,12.74,4
45.55,0,1,4649.54,2.25,0.35,10.33,9.15,4
45.55,1,-1,3755.05,-5.42,1.04,10.65,9.92,4
45.55,2,1,4641.65,2.50,0.10,11.55,11.40,4
45.55,3,-1,3760.58,-2.11,0.15,13.02,12.45,4
45.75,0,1,4651.45,2.17,0.43,8.61,7.73,4
45.75,1,-1,3752.99,-5.26,1.04,9.93,9.58,4
45.75,2,1,4643.89,2.50,0.10,10.46,9.55,4
45.75,3,-1,3758.16,-2.11,0.18,12.12,12.22,4
45.95,0,1,4652.98,2.15,0.45,7.71,7.16,4
45.95,1,-1,3751.37,-5.08,0.98,9.37,9.54,4
45.95,2,1,4645.88,2.50,0.10,9.22,8.37,4
45.95,3,-1,3755.89,-2.12,0.19,11.36,11.32,4
46.15,0,1,4654.49,2.14,0.46,7.47,7.56,4
46.15,1,-1,3749.57,-4.84,0.87,9.52,9.30,4
46.15,2,1,4647.66,2.48,0.12,8.26,7.82,4
46.15,3,-1,3753.83,-2.15,0.19,10.36,9.58,4
46.35,0,1,4655.78,2.21,0.39,7.57,8.10,4
46.35,1,-1,3747.91,-4.61,0.77,9.98,10.41,4
46.35,2,1,4649.26,2.45,0.15,7.60,7.75,4
46.35,3,-1,3751.95,-2.13,0.23,9.63,9.54,4
46.55,0,1,4657.33,2.34,0.26,8.68,9.15,4
46.55,1,-1,3746.34,-4.34,0.61,10.08,9.58,4
46.55,2,1,4650.83,2.40,0.20,7.62,7.73,4
46.55,3,-1,3750.05,-2.10,0.29,9.60,9.80,4
46.75,0,1,4659.03,2.59,0.01,8.32,7.73,4
46.75,1,-1,3744.86,-4.06,0.43,9.46,9.54,4
46.75,2,1,4652.26,2.35,0.25,7.54,7.16,4
46.75,3,-1,3748.26,-2.05,0.35,9.90,10.19,4
46.95,0,1,4660.68,2.89,0.29,7.70,7.16,4
46.95,1,-1,3743.27,-3.77,0.25,9.25,8.93,4
46.95,2,1,4653.72,2.33,0.27,7.15,7.56,4
46.95,3,-1,3746.51,-1.98,0.44,9.20,9.24,4
47.15,0,1,4662.52,3.18,0.58,7.37,7.41,4
47.15,1,-1,3741.61,-3.56,0.15,9.44,9.30,4
47.15,2,1,4654.98,2.33,0.27,7.13,7.19,4
47.15,3,-1,3744.95,-1.90,0.54,8.63,8.75,4
47.35,0,1,4666.74,2.94,0.34,6.79,6.23,4
47.35,1,-1,3740.21,-3.39,0.07,9.86,10.41,4
47.35,2,1,4656.46,2.41,0.19,7.29,7.36,4
47.35,3,-1,3743.28,-1.83,0.63,8.23,8.43,4
47.55,0,1,4668.36,2.39,0.21,5.93,5.45,4
47.55,1,-1,3738.65,-3.31,0.09,10.69,11.45,4
47.55,2,1,4657.76,2.53,0.07,6.73,6.21,4
47.55,3,-1,3741.86,-1.78,0.69,8.51,9.18,4
47.75,0,1,4669.55,1.78,0.82,7.90,16.15,4
47.75,1,-1,3736.91,-3.30,0.18,12.07,13.09,4
47.75,2,1,4659.07,2.71,0.11,6.64,7.04,4
47.75,3,-1,3740.32,-1.76,0.73,9.42,10.29,4
47.95,0,1,4671.38,1.15,1.45,9.90,16.15,4
47.95,1,-1,3734.93,-3.45,0.44,14.01,17.50,4
47.95,2,1,4660.53,2.94,0.34,7.20,7.16,4
47.95,3,-1,3738.58,-1.83,0.67,10.58,11.45,4
48.15,0,1,4673.45,0.55,2.05,11.70,16.15,4
48.15,1,-1,3732.20,-3.72,0.83,15.81,17.08,4
48.15,2,1,4662.31,3.18,0.58,7.36,7.43,4
48.15,3,-1,3736.81,-2.07,0.45,12.21,14.59,4
48.35,0,1,1.83,0.12,2.48,13.34,16.15,4
48.35,1,-1,3729.25,-4.03,1.26,16.41,16.70,4
48.35,2,1,4665.62,3.03,0.43,6.80,6.23,4
48.35,3,-1,3734.42,-2.51,0.03,14.16,15.69,4
48.55,0,1,4.64,-0.13,2.73,14.76,16.15,4
48.55,1,-1,3726.00,-4.24,1.57,16.19,16.39,4
48.55,2,1,4667.66,2.43,0.17,5.89,5.31,4
48.55,3,-1,3731.84,-3.03,0.48,15.17,15.74,4
48.76,0,1,7.66,-0.17,2.77,15.35,16.15,4
48.76,1,-1,3722.70,-4.28,1.66,15.97,16.20,4
48.76,2,1,4669.25,1.82,0.78,7.56,10.00,4
48.76,3,-1,3728.88,-3.53,0.96,15.51,15.83,4
48.96,0,1,10.76,-0.01,2.61,15.57,16.15,4
48.96,1,-1,3719.23,-4.16,1.56,16.05,16.15,4
48.96,2,1,4671.00,1.18,1.42,9.60,17.00,4
48.96,3,-1,3725.79,-3.88,1.29,15.64,15.86,4
49.16,0,1,13.88,0.29,2.31,15.66,16.15,4
49.16,1,-1,3715.88,-3.88,1.28,15.99,16.15,4
49.16,2,1,4673.00,0.51,2.09,11.42,17.00,4
49.16,3,-1,3722.60,-4.02,1.42,15.64,15.87,4
49.36,0,1,17.01,0.69,1.91,15.69,16.15,4
49.36,1,-1,3712.52,-3.52,0.92,16.04,16.15,4
49.36,2,1,1.31,0.05,2.55,13.08,17.00,4
49.36,3,-1,3719.20,-3.99,1.39,15.78,15.95,4
49.56,0,1,20.14,1.11,1.49,15.70,16.15,4
49.56,1,-1,3709.16,-3.10,0.50,16.05,16.15,4
49.56,2,1,4.07,-0.26,2.86,14.62,17.00,4
49.56,3,-1,3715.88,-3.79,1.19,15.86,15.98,4
49.76,0,1,23.28,1.52,1.08,15.70,16.15,4
49.76,1,-1,3705.88,-2.71,0.11,15.97,16.15,4
49.76,2,1,7.13,-0.33,2.93,15.81,17.00,4
49.76,3,-1,3712.55,-3.48,0.88,15.75,15.89,4
49.96,0,1,26.42,1.89,0.71,15.70,16.15,4
49.96,1,-1,3702.67,-2.39,0.21,16.02,16.15,4
49.96,2,1,10.34,-0.18,2.78,16.26,17.00,4
49.96,3,-1,3709.25,-3.12,0.52,15.82,15.97,4
50.16,0,1,29.56,2.20,0.40,15.69,16.15,4
50.16,1,-1,3699.44,-2.18,0.42,16.04,16.15,4
50.16,2,1,13.61,0.14,2.46,16.44,17.00,4
50.16,3,-1,3705.99,-2.75,0.15,15.88,16.01,4
50.36,0,1,32.70,2.44,0.16,15.69,16.15,4
50.36,1,-1,3696.22,-2.07,0.53,15.92,16.15,4
50.36,2,1,16.90,0.56,2.04,16.51,17.00,4
50.36,3,-1,3702.80,-2.45,0.15,15.76,15.90,4
50.56,0,1,35.85,2.61,0.01,15.68,16.15,4
50.56,1,-1,3693.02,-2.04,0.56,16.01,16.15,4
50.56,2,1,20.19,1.02,1.58,16.53,17.00,4
50.56,3,-1,3699.63,-2.25,0.35,15.84,16.01,4
50.76,0,1,38.99,2.73,0.13,15.67,16.15,4
50.76,1,-1,3689.81,-2.06,0.54,16.04,16.15,4
50.76,2,1,23.49,1.46,1.14,16.54,17.00,4
50.76,3,-1,3696.43,-2.14,0.46,15.92,16.07,4
50.96,0,1,42.13,2.80,0.20,15.67,16.15,4
50.96,1,-1,3686.60,-2.12,0.48,15.92,16.15,4
50.96,2,1,26.79,1.86,0.74,16.53,17.00,4
50.96,3,-1,3693.23,-2.09,0.51,15.81,15.95,4
51.16,0,1,45.27,2.82,0.22,15.66,16.15,4
51.16,1,-1,3683.41,-2.21,0.39,16.01,16.15,4
51.16,2,1,30.10,2.19,0.41,16.53,17.00,4
51.16,3,-1,3690.05,-2.10,0.50,15.89,16.06,4
51.36,0,1,48.40,2.82,0.22,15.66,16.15,4
51.36,1,-1,3680.21,-2.31,0.29,16.04,16.15,4
51.36,2,1,33.41,2.45,0.15,16.52,17.00,4
51.36,3,-1,3686.87,-2.16,0.44,15.96,16.10,4
51.56,0,1,51.54,2.80,0.20,15.65,16.15,4
51.56,1,-1,3677.01,-2.40,0.20,16.05,16.15,4
51.56,2,1,36.72,2.64,0.04,16.51,17.00,4
51.56,3,-1,3683.68,-2.23,0.37,16.00,16.12,4
51.76,0,1,54.65,2.77,0.17,15.65,16.15,4
51.76,1,-1,3673.83,-2.49,0.11,16.00,16.15,4
51.76,2,1,40.02,2.76,0.16,16.51,17.00,4
51.76,3,-1,3680.51,-2.32,0.28,15.91,16.07,4
51.96,0,1,57.77,2.73,0.13,15.64,16.15,4
51.96,1,-1,3670.65,-2.56,0.04,16.03,16.15,4
51.96,2,1,43.32,2.82,0.22,16.50,17.00,4
51.96,3,-1,3677.33,-2.40,0.20,15.97,16.12,4
52.16,0,1,60.89,2.70,0.10,15.63,16.15,4
52.16,1,-1,3667.47,-2.62,0.02,16.05,16.15,4
52.16,2,1,46.62,2.84,0.24,16.50,17.00,4
52.16,3,-1,3674.15,-2.49,0.11,16.01,16.14,4
52.36,0,1,64.02,2.68,0.08,15.63,16.15,4
52.36,1,-1,3664.28,-2.67,0.07,15.98,16.15,4
52.36,2,1,49.92,2.84,0.24,16.49,17.00,4
52.36,3,-1,3670.98,-2.56,0.04,15.90,16.06,4
52.56,0,1,67.13,2.66,0.06,15.62,16.15,4
52.56,1,-1,3661.12,-2.70,0.10,16.03,16.15,4
52.56,2,1,53.21,2.81,0.21,16.48,17.00,4
52.56,3,-1,3667.81,-2.61,0.01,15.97,16.12,4
52.76,0,1,70.25,2.66,0.06,15.61,16.15,4
52.76,1,-1,3657.95,-2.72,0.12,16.05,16.15,4
52.76,2,1,56.49,2.77,0.17,16.48,17.00,4
52.76,3,-1,3664.64,-2.66,0.06,16.02,16.15,4
52.96,0,1,73.38,2.65,0.05,15.60,16.15,4
52.96,1,-1,3654.77,-2.73,0.13,15.98,16.15,4
52.96,2,1,59.77,2.74,0.14,16.47,17.00,4
52.96,3,-1,3661.49,-2.69,0.09,15.91,16.07,4
53.17,0,1,76.51,2.63,0.03,15.60,16.15,4
53.17,1,-1,3651.60,-2.73,0.13,16.03,16.15,4
53.17,2,1,63.06,2.70,0.10,16.46,17.00,4
53.17,3,-1,3658.30,-2.71,0.11,15.99,16.14,4
53.37,0,1,79.63,2.62,0.02,15.59,16.15,4
53.37,1,-1,3648.41,-2.73,0.13,16.05,16.15,4
53.37,2,1,66.34,2.68,0.08,16.46,17.00,4
53.37,3,-1,3655.14,-2.73,0.13,16.04,16.16,4
53.57,0,1,82.75,2.61,0.01,15.58,16.15,4
53.57,1,-1,3645.24,-2.73,0.13,16.00,16.15,4
53.57,2,1,69.63,2.67,0.07,16.45,17.00,4
53.57,3,-1,3651.97,-2.73,0.13,15.95,16.11,4
53.77,0,1,85.87,2.60,0.00,15.58,16.15,4
53.77,1,-1,3642.07,-2.72,0.12,16.04,16.15,4
53.77,2,1,72.92,2.66,0.06,16.44,17.00,4
53.77,3,-1,3648.81,-2.73,0.13,16.02,16.16,4
53.97,0,1,88.99,2.59,0.01,15.57,16.15,4
53.97,1,-1,3638.89,-2.71,0.11,15.96,16.15,4
53.97,2,1,76.21,2.64,0.04,16.43,17.00,4
53.97,3,-1,3645.63,-2.73,0.13,15.92,16.07,4
54.17,0,1,92.11,2.59,0.01,15.57,16.15,4
54.17,1,-1,3635.73,-2.71,0.11,16.03,16.15,4
54.17,2,1,79.51,2.62,0.02,16.42,17.00,4
54.17,3,-1,3642.48,-2.72,0.12,16.00,16.15,4
54.37,0,1,95.24,2.58,0.02,15.57,16.15,4
54.37,1,-1,3632.53,-2.70,0.10,15.91,16.15,4
54.37,2,1,82.81,2.61,0.01,16.42,17.00,4
54.37,3,-1,3639.28,-2.71,0.11,16.05,16.18,4
54.57,0,1,98.40,2.58,0.02,15.56,16.15,4
54.57,1,-1,3629.31,-2.70,0.10,16.02,16.15,4
54.57,2,1,86.14,2.60,0.00,16.41,17.00,4
54.57,3,-1,3636.07,-2.71,0.11,15.98,16.14,4
54.77,0,1,101.52,2.58,0.02,15.56,16.15,4
54.77,1,-1,3626.14,-2.69,0.09,16.05,16.15,4
54.77,2,1,89.43,2.59,0.01,16.41,17.00,4
54.77,3,-1,3632.90,-2.70,0.10,16.05,16.18,4
54.97,0,1,104.67,2.59,0.01,15.56,16.15,4
54.97,1,-1,3622.92,-2.69,0.09,16.01,16.15,4
54.97,2,1,92.76,2.58,0.02,16.40,17.00,4
54.97,3,-1,3629.69,-2.70,0.10,15.97,16.13,4
55.17,0,1,107.80,2.59,0.01,15.56,16.15,4
55.17,1,-1,3619.73,-2.69,0.09,16.05,16.15,4
55.17,2,1,96.05,2.58,0.02,16.40,17.00,4
55.17,3,-1,3626.49,-2.69,0.09,16.05,16.18,4
55.37,0,1,110.91,2.59,0.01,15.56,16.15,4
55.37,1,-1,3616.54,-2.68,0.08,16.00,16.15,4
55.37,2,1,99.34,2.58,0.02,16.40,17.00,4
55.37,3,-1,3623.33,-2.69,0.09,15.97,16.13,4
55.57,0,1,114.03,2.59,0.01,15.56,16.15,4
55.57,1,-1,3613.35,-2.68,0.08,16.05,16.15,4
55.57,2,1,102.63,2.58,0.02,16.39,17.00,4
55.57,3,-1,3620.15,-2.69,0.09,16.05,16.18,4
55.77,0,1,117.15,2.60,0.00,15.56,16.15,4
55.77,1,-1,3610.18,-2.68,0.08,16.00,16.15,4
55.77,2,1,105.91,2.58,0.02,16.39,17.00,4
55.77,3,-1,3616.97,-2.69,0.09,15.97,16.14,4
55.97,0,1,120.26,2.60,0.00,15.55,16.15,4
55.97,1,-1,3607.00,-2.68,0.08,16.05,16.15,4
55.97,2,1,109.19,2.59,0.01,16.39,17.00,4
55.97,3,-1,3613.79,-2.68,0.08,16.05,16.19,4
56.17,0,1,123.37,2.60,0.00,15.55,16.15,4
56.17,1,-1,3603.83,-2.68,0.08,16.00,16.15,4
56.17,2,1,112.46,2.59,0.01,16.39,17.00,4
56.17,3,-1,3610.61,-2.68,0.08,15.98,16.14,4
56.38,0,1,126.48,2.60,0.00,15.55,16.15,4
56.38,1,-1,3600.63,-2.68,0.08,16.05,16.15,4
56.38,2,1,115.75,2.59,0.01,16.39,17.00,4
56.38,3,-1,3607.42,-2.68,0.08,16.06,16.19,4
56.58,0,1,129.59,2.60,0.00,15.55,16.15,4
56.58,1,-1,3597.45,-2.68,0.08,16.01,16.15,4
56.58,2,1,119.03,2.60,0.00,16.39,17.00,4
56.58,3,-1,3604.25,-2.68,0.08,15.99,16.15,4
56.78,0,1,132.71,2.60,0.00,15.55,16.15,4
56.78,1,-1,3594.25,-2.68,0.08,15.91,16.15,4
56.78,2,1,122.31,2.60,0.00,16.39,17.00,4
56.78,3,-1,3601.07,-2.68,0.08,16.07,16.20,4
56.98,0,1,135.81,2.60,0.00,15.55,16.15,4
56.98,1,-1,3591.07,-2.67,0.07,16.02,16.15,4
56.98,2,1,125.58,2.60,0.00,16.39,17.00,4
56.98,3,-1,3597.89,-2.68,0.08,16.00,16.16,4
57.18,0,1,138.92,2.60,0.00,15.55,16.15,4
57.18,1,-1,3587.88,-2.67,0.07,15.93,16.15,4
57.18,2,1,128.86,2.60,0.00,16.38,17.00,4
57.18,3,-1,3594.70,-2.68,0.08,15.92,16.06,4
57.38,0,1,142.04,2.61,0.01,15.55,16.15,4
57.38,1,-1,3584.69,-2.66,0.06,16.03,16.15,4
57.38,2,1,132.14,2.60,0.00,16.38,17.00,4
57.38,3,-1,3591.51,-2.67,0.07,16.01,16.17,4
57.58,0,1,145.16,2.61,0.01,15.56,16.15,4
57.58,1,-1,3581.49,-2.66,0.06,15.95,16.15,4
57.58,2,1,135.43,2.60,0.00,16.38,17.00,4
57.58,3,-1,3588.30,-2.67,0.07,15.93,16.09,4
57.78,0,1,148.27,2.61,0.01,15.56,16.15,4
57.78,1,-1,3578.29,-2.65,0.05,16.04,16.15,4
57.78,2,1,138.71,2.61,0.01,16.39,17.00,4
57.78,3,-1,3585.11,-2.66,0.06,16.03,16.18,4
57.98,0,1,151.38,2.61,0.01,15.56,16.15,4
57.98,1,-1,3575.10,-2.65,0.05,15.98,16.15,4
57.98,2,1,141.98,2.61,0.01,16.36,16.92,4
57.98,3,-1,3581.92,-2.66,0.06,15.95,16.12,4
58.18,0,1,154.49,2.61,0.01,15.56,16.15,4
58.18,1,-1,3571.90,-2.64,0.04,16.04,16.15,4
58.18,2,1,145.24,2.61,0.01,16.30,16.85,4
58.18,3,-1,3578.74,-2.65,0.05,16.05,16.19,4
58.38,0,1,157.61,2.61,0.01,15.56,16.15,4
58.38,1,-1,3568.71,-2.64,0.04,16.00,16.15,4
58.38,2,1,148.51,2.61,0.01,16.24,16.79,4
58.38,3,-1,3575.54,-2.65,0.05,15.97,16.14,4
58.58,0,1,160.72,2.61,0.01,15.56,16.15,4
58.58,1,-1,3565.50,-2.64,0.04,16.05,16.15,4
58.58,2,1,151.75,2.61,0.01,16.17,16.73,4
58.58,3,-1,3572.34,-2.64,0.04,16.06,16.20,4
58.78,0,1,163.84,2.61,0.01,15.56,16.15,4
58.78,1,-1,3562.30,-2.63,0.03,16.01,16.15,4
58.78,2,1,154.99,2.61,0.01,16.12,16.67,4
58.78,3,-1,3569.14,-2.64,0.04,16.00,16.16,4
58.98,0,1,166.96,2.61,0.01,15.57,16.15,4
58.98,1,-1,3559.10,-2.63,0.03,15.93,16.15,4
58.98,2,1,158.21,2.61,0.01,16.07,16.62,4
58.98,3,-1,3565.93,-2.64,0.04,15.92,16.06,4
59.18,0,1,170.07,2.61,0.01,15.57,16.15,4
59.18,1,-1,3555.90,-2.63,0.03,16.03,16.15,4
59.18,2,1,161.42,2.61,0.01,16.02,16.58,4
59.18,3,-1,3562.74,-2.63,0.03,16.02,16.17,4
59.38,0,1,173.18,2.61,0.01,15.57,16.15,4
59.38,1,-1,3552.70,-2.63,0.03,15.96,16.15,4
59.38,2,1,164.62,2.61,0.01,15.98,16.54,4
59.38,3,-1,3559.54,-2.63,0.03,15.94,16.09,4
59.58,0,1,176.30,2.61,0.01,15.57,16.15,4
59.58,1,-1,3549.49,-2.62,0.02,16.04,16.15,4
59.58,2,1,167.81,2.61,0.01,15.95,16.50,4
59.58,3,-1,3556.34,-2.63,0.03,16.04,16.18,4
59.78,0,1,179.41,2.62,0.02,15.58,16.15,4
59.78,1,-1,3546.30,-2.62,0.02,15.98,16.15,4
59.78,2,1,171.00,2.61,0.01,15.92,16.47,4
59.78,3,-1,3553.14,-2.63,0.03,15.96,16.12,4
59.98,0,1,182.52,2.63,0.03,15.58,16.15,4
59.98,1,-1,3543.10,-2.62,0.02,16.05,16.15,4
59.98,2,1,174.17,2.61,0.01,15.89,16.45,4
59.98,3,-1,3549.94,-2.63,0.03,16.05,16.19,4
60.18,0,1,185.65,2.63,0.03,15.58,16.15,4
60.18,1,-1,3539.90,-2.62,0.02,16.00,16.15,4
60.18,2,1,177.35,2.61,0.01,15.86,16.42,4
60.18,3,-1,3546.74,-2.62,0.02,15.98,16.14,4
60.38,0,1,188.78,2.63,0.03,15.58,16.15,4
60.38,1,-1,3536.69,-2.62,0.02,16.05,16.15,4
60.38,2,1,180.52,2.62,0.02,15.84,16.39,4
60.38,3,-1,3543.53,-2.62,0.02,16.07,16.20,4
60.58,0,1,191.90,2.62,0.02,15.58,16.15,4
60.58,1,-1,3533.50,-2.62,0.02,16.02,16.15,4
60.58,2,1,183.69,2.63,0.03,15.82,16.36,4
60.58,3,-1,3540.34,-2.62,0.02,16.00,16.16,4
60.78,0,1,195.03,2.62,0.02,15.58,16.15,4
60.78,1,-1,3530.29,-2.62,0.02,15.94,16.15,4
60.78,2,1,186.86,2.63,0.03,15.79,16.34,4
60.78,3,-1,3537.13,-2.62,0.02,15.93,16.08,4
60.98,0,1,198.15,2.61,0.01,15.58,16.15,4
60.98,1,-1,3527.09,-2.62,0.02,16.03,16.15,4
60.98,2,1,190.02,2.63,0.03,15.77,16.32,4
60.98,3,-1,3533.94,-2.62,0.02,16.03,16.18,4
61.18,0,1,201.28,2.60,0.00,15.57,16.15,4
61.18,1,-1,3523.89,-2.61,0.01,15.98,16.15,4
61.18,2,1,193.19,2.62,0.02,15.74,16.30,4
61.18,3,-1,3530.73,-2.62,0.02,15.96,16.12,4
61.38,0,1,204.41,2.59,0.01,15.57,16.15,4
61.38,1,-1,3520.67,-2.61,0.01,16.05,16.15,4
61.38,2,1,196.35,2.61,0.01,15.72,16.28,4
61.38,3,-1,3527.52,-2.62,0.02,16.05,16.19,4
61.58,0,1,207.52,2.59,0.01,15.57,16.15,4
61.58,1,-1,3517.48,-2.61,0.01,16.01,16.15,4
61.58,2,1,199.50,2.61,0.01,15.71,16.27,4
61.58,3,-1,3524.32,-2.62,0.02,15.99,16.15,4
61.79,0,1,210.64,2.59,0.01,15.57,16.15,4
61.79,1,-1,3514.27,-2.61,0.01,15.93,16.15,4
61.79,2,1,202.65,2.60,0.00,15.69,16.26,4
61.79,3,-1,3521.12,-2.61,0.01,15.92,16.06,4
61.99,0,1,213.76,2.59,0.01,15.57,16.15,4
61.99,1,-1,3511.07,-2.61,0.01,16.03,16.15,4
61.99,2,1,205.79,2.59,0.01,15.68,16.24,4
61.99,3,-1,3517.92,-2.61,0.01,16.02,16.17,4
62.19,0,1,216.88,2.59,0.01,15.57,16.15,4
62.19,1,-1,3507.86,-2.61,0.01,15.97,16.15,4
62.19,2,1,208.93,2.59,0.01,15.66,16.24,4
62.19,3,-1,3514.71,-2.61,0.01,15.95,16.11,4
62.39,0,1,220.00,2.59,0.01,15.57,16.15,4
62.39,1,-1,3504.65,-2.61,0.01,16.04,16.15,4
62.39,2,1,212.07,2.59,0.01,15.66,16.23,4
62.39,3,-1,3511.50,-2.61,0.01,16.05,16.19,4
62.59,0,1,223.12,2.59,0.01,15.57,16.15,4
62.59,1,-1,3501.46,-2.61,0.01,16.00,16.15,4
62.59,2,1,215.20,2.59,0.01,15.65,16.22,4
62.59,3,-1,3508.31,-2.61,0.01,15.98,16.14,4
62.79,0,1,226.23,2.59,0.01,15.58,16.15,4
62.79,1,-1,3498.25,-2.61,0.01,15.91,16.15,4
62.79,2,1,218.33,2.59,0.01,15.64,16.21,4
62.79,3,-1,3505.10,-2.61,0.01,16.07,16.20,4
62.99,0,1,229.34,2.60,0.00,15.58,16.15,4
62.99,1,-1,3495.05,-2.61,0.01,16.02,16.15,4
62.99,2,1,221.46,2.59,0.01,15.64,16.21,4
62.99,3,-1,3501.90,-2.61,0.01,16.01,16.17,4
63.19,0,1,232.46,2.60,0.00,15.58,16.15,4
63.19,1,-1,3491.84,-2.61,0.01,15.96,16.15,4
63.19,2,1,224.59,2.59,0.01,15.63,16.21,4
63.19,3,-1,3498.69,-2.61,0.01,15.94,16.09,4
63.39,0,1,235.57,2.60,0.00,15.58,16.15,4
63.39,1,-1,3488.63,-2.61,0.01,16.04,16.15,4
63.39,2,1,227.72,2.59,0.01,15.63,16.20,4
63.39,3,-1,3495.49,-2.61,0.01,16.04,16.19,4
63.59,0,1,238.69,2.61,0.01,15.58,16.15,4
63.59,1,-1,3485.43,-2.61,0.01,15.99,16.15,4
63.59,2,1,230.84,2.60,0.00,15.63,16.20,4
63.59,3,-1,3492.29,-2.61,0.01,15.97,16.13,4
63.79,0,1,241.79,2.61,0.01,15.59,16.15,4
63.79,1,-1,3482.22,-2.60,0.00,16.05,16.15,4
63.79,2,1,233.96,2.60,0.00,15.63,16.20,4
63.79,3,-1,3489.08,-2.61,0.01,16.06,16.20,4
63.99,0,1,244.92,2.61,0.01,15.59,16.15,4
63.99,1,-1,3479.02,-2.60,0.00,16.02,16.15,4
63.99,2,1,237.10,2.60,0.00,15.63,16.20,4
63.99,3,-1,3485.87,-2.61,0.01,16.01,16.17,4
64.19,0,1,248.05,2.61,0.01,15.59,16.15,4
64.19,1,-1,3475.79,-2.60,0.00,15.96,16.15,4
64.19,2,1,240.24,2.61,0.01,15.63,16.20,4
64.19,3,-1,3482.64,-2.60,0.00,15.94,16.10,4
64.39,0,1,251.17,2.62,0.02,15.60,16.15,4
64.39,1,-1,3472.58,-2.60,0.00,16.04,16.15,4
64.39,2,1,243.37,2.61,0.01,15.64,16.20,4
64.39,3,-1,3479.43,-2.60,0.00,16.04,16.19,4
64.59,0,1,254.27,2.62,0.02,15.60,16.15,4
64.59,1,-1,3469.38,-2.60,0.00,15.99,16.15,4
64.59,2,1,246.48,2.61,0.01,15.64,16.20,4
64.59,3,-1,3476.23,-2.60,0.00,15.97,16.13,4
64.79,0,1,257.38,2.62,0.02,15.61,16.15,4
64.79,1,-1,3466.17,-2.60,0.00,16.05,16.15,4
64.79,2,1,249.61,2.61,0.01,15.65,16.20,4
64.79,3,-1,3473.02,-2.60,0.00,16.07,16.20,4
64.99,0,1,260.49,2.62,0.02,15.62,16.15,4
64.99,1,-1,3462.96,-2.60,0.00,16.02,16.15,4
64.99,2,1,252.73,2.62,0.02,15.65,16.21,4
64.99,3,-1,3469.82,-2.60,0.00,16.00,16.16,4
65.19,0,1,263.60,2.62,0.02,15.62,16.15,4
65.19,1,-1,3459.76,-2.60,0.00,15.94,16.15,4
65.19,2,1,255.85,2.62,0.02,15.66,16.21,4
65.19,3,-1,3466.61,-2.60,0.00,15.93,16.08,4
65.39,0,1,266.71,2.63,0.03,15.63,16.15,4
65.39,1,-1,3456.55,-2.60,0.00,16.04,16.15,4
65.39,2,1,258.97,2.62,0.02,15.67,16.21,4
65.39,3,-1,3463.40,-2.60,0.00,16.03,16.18,4
