time,car,direction,station,lateral,lane_error,speed,target,grounded
87.96,2,1,618.39,2.36,0.24,15.53,15.96,4
87.96,3,-1,3103.95,6.22,8.82,16.02,16.17,4
88.16,0,1,628.62,2.45,0.15,15.71,16.15,4
88.16,1,-1,3093.89,6.22,8.82,15.97,16.15,4
88.16,2,1,621.50,2.38,0.22,15.53,15.97,4
88.16,3,-1,3100.74,6.22,8.82,15.95,16.11,4
88.36,0,1,631.73,2.49,0.11,15.71,16.15,4
88.36,1,-1,3090.68,6.22,8.82,16.05,16.15,4
88.36,2,1,624.60,2.41,0.19,15.54,15.99,4
88.36,3,-1,3097.54,6.22,8.82,16.06,16.20,4
88.56,0,1,634.85,2.52,0.08,15.71,16.15,4
88.56,1,-1,3087.48,6.22,8.82,16.01,16.15,4
88.56,2,1,627.70,2.44,0.16,15.55,16.01,4
88.56,3,-1,3094.34,6.22,8.82,16.00,16.16,4
88.76,0,1,637.95,2.56,0.04,15.72,16.15,4
88.76,1,-1,3084.28,6.22,8.82,15.95,16.15,4
88.76,2,1,630.78,2.48,0.12,15.57,16.03,4
88.76,3,-1,3091.13,6.22,8.82,15.93,16.08,4
88.96,0,1,641.03,2.59,0.01,15.73,16.15,4
88.96,1,-1,3081.07,6.22,8.82,16.04,16.15,4
88.96,2,1,633.88,2.52,0.08,15.60,16.06,4
88.96,3,-1,3087.93,6.22,8.82,16.04,16.18,4
89.16,0,1,644.14,2.62,0.02,15.74,16.15,4
89.16,1,-1,3077.88,6.22,8.82,15.99,16.15,4
89.16,2,1,636.95,2.55,0.05,15.63,16.08,4
89.16,3,-1,3084.73,6.22,8.82,15.97,16.14,4
89.36,0,1,647.20,2.64,0.04,15.76,16.15,4
89.36,1,-1,3074.67,6.22,8.82,15.91,16.15,4
89.36,2,1,640.05,2.58,0.02,15.66,16.11,4
89.36,3,-1,3081.52,6.22,8.82,16.07,16.20,4
89.56,0,1,650.31,2.67,0.07,15.78,16.15,4
89.56,1,-1,3071.47,6.22,8.82,16.03,16.15,4
89.56,2,1,643.11,2.61,0.01,15.70,16.14,4
89.56,3,-1,3078.32,6.22,8.82,16.02,16.17,4
89.76,0,1,653.36,2.69,0.09,15.81,16.15,4
89.76,1,-1,3068.27,6.22,8.82,15.97,16.15,4
89.76,2,1,646.22,2.64,0.04,15.75,16.17,4
89.76,3,-1,3075.12,6.22,8.82,15.95,16.11,4
89.96,0,1,656.48,2.72,0.12,15.84,16.15,4
89.96,1,-1,3065.05,6.22,8.82,16.05,16.15,4
89.96,2,1,649.28,2.66,0.06,15.80,16.20,4
89.96,3,-1,3071.91,6.22,8.82,16.05,16.20,4
90.16,0,1,659.54,2.73,0.13,15.87,16.15,4
90.16,1,-1,3061.85,6.22,8.82,16.01,16.15,4
90.16,2,1,652.40,2.69,0.09,15.85,16.24,4
90.16,3,-1,3068.71,6.22,8.82,16.00,16.16,4
90.36,0,1,662.63,2.76,0.16,15.91,16.15,4
90.36,1,-1,3058.65,6.22,8.82,15.95,16.15,4
90.36,2,1,655.46,2.70,0.10,15.92,16.27,4
90.36,3,-1,3065.50,6.22,8.82,15.93,16.08,4
90.56,0,1,665.75,2.79,0.19,15.95,16.15,4
90.56,1,-1,3055.45,6.22,8.82,16.04,16.15,4
90.56,2,1,658.59,2.73,0.13,15.99,16.31,4
90.56,3,-1,3062.30,6.22,8.82,16.04,16.18,4
90.76,0,1,668.83,2.84,0.24,15.98,16.15,4
90.76,1,-1,3052.25,6.22,8.82,15.99,16.15,4
90.76,2,1,661.66,2.75,0.15,16.06,16.35,4
90.76,3,-1,3059.10,6.22,8.82,15.97,16.13,4
90.96,0,1,671.95,2.87,0.27,16.01,16.15,4
90.96,1,-1,3049.04,6.22,8.82,15.91,16.15,4
90.96,2,1,664.81,2.79,0.19,16.13,16.37,4
90.96,3,-1,3055.89,6.22,8.82,16.07,16.20,4
91.16,0,1,675.08,2.89,0.29,16.01,16.15,4
91.16,1,-1,3045.83,6.22,8.82,16.03,16.15,4
91.16,2,1,667.95,2.83,0.23,16.19,16.37,4
91.16,3,-1,3052.68,6.22,8.82,16.02,16.17,4
91.36,0,1,678.24,2.90,0.30,16.02,16.15,4
91.36,1,-1,3042.63,6.22,8.82,15.97,16.15,4
91.36,2,1,671.14,2.86,0.26,16.21,16.36,4
91.36,3,-1,3049.48,6.22,8.82,15.95,16.11,4
91.56,0,1,681.38,2.91,0.31,16.02,16.15,4
91.56,1,-1,3039.42,6.22,8.82,16.05,16.15,4
91.56,2,1,674.30,2.89,0.29,16.21,16.35,4
91.56,3,-1,3046.27,6.22,8.82,16.05,16.20,4
91.76,0,1,684.53,2.90,0.30,16.03,16.15,4
91.76,1,-1,3036.22,6.22,8.82,16.01,16.15,4
91.76,2,1,677.47,2.91,0.31,16.21,16.34,4
91.76,3,-1,3043.07,6.22,8.82,16.00,16.15,4
91.96,0,1,687.72,2.88,0.28,16.04,16.15,4
91.96,1,-1,3033.01,6.22,8.82,15.95,16.15,4
91.96,2,1,680.65,2.91,0.31,16.21,16.33,4
91.96,3,-1,3039.86,6.22,8.82,15.93,16.08,4
92.16,0,1,690.88,2.86,0.26,16.04,16.15,4
92.16,1,-1,3029.80,6.22,8.82,16.04,16.15,4
92.16,2,1,683.86,2.91,0.31,16.20,16.32,4
92.16,3,-1,3036.65,6.22,8.82,16.04,16.18,4
92.36,0,1,694.04,2.84,0.24,15.92,16.15,4
92.36,1,-1,3026.60,6.22,8.82,15.99,16.15,4
92.36,2,1,687.05,2.89,0.29,16.05,16.17,4
92.36,3,-1,3033.45,6.22,8.82,15.97,16.13,4
92.56,0,1,697.22,2.81,0.21,16.02,16.15,4
92.56,1,-1,3023.39,6.22,8.82,15.91,16.15,4
92.56,2,1,690.22,2.87,0.27,16.10,16.27,4
92.56,3,-1,3030.24,6.22,8.82,16.07,16.20,4
92.76,0,1,700.39,2.79,0.19,15.93,16.15,4
92.76,1,-1,3020.19,6.22,8.82,16.03,16.15,4
92.76,2,1,693.42,2.85,0.25,16.00,16.16,4
92.76,3,-1,3027.04,6.22,8.82,16.02,16.17,4
92.96,0,1,703.58,2.76,0.16,16.03,16.15,4
92.96,1,-1,3016.98,6.22,8.82,15.97,16.15,4
92.96,2,1,696.59,2.82,0.22,16.10,16.27,4
92.96,3,-1,3023.84,6.22,8.82,15.95,16.11,4
93.16,0,1,706.75,2.74,0.14,16.00,16.15,4
93.16,1,-1,3013.78,6.21,8.81,16.05,16.15,4
93.16,2,1,699.79,2.80,0.20,16.05,16.23,4
93.16,3,-1,3020.63,6.22,8.82,16.05,16.20,4
93.37,0,1,709.93,2.72,0.12,15.99,16.15,4
93.37,1,-1,3010.57,6.22,8.82,16.01,16.15,4
93.37,2,1,702.97,2.77,0.17,16.01,16.20,4
93.37,3,-1,3017.43,6.22,8.82,16.00,16.16,4
93.57,0,1,713.13,2.70,0.10,15.98,16.15,4
93.57,1,-1,3007.36,6.22,8.82,15.95,16.15,4
93.57,2,1,706.16,2.75,0.15,16.00,16.19,4
93.57,3,-1,3014.21,6.21,8.81,15.93,16.08,4
93.77,0,1,716.32,2.69,0.09,15.99,16.15,4
93.77,1,-1,3004.16,6.22,8.82,16.04,16.15,4
93.77,2,1,709.36,2.73,0.13,16.01,16.20,4
93.77,3,-1,3011.02,6.22,8.82,16.04,16.18,4
93.97,0,1,719.52,2.67,0.07,16.02,16.15,4
93.97,1,-1,3000.96,6.21,8.81,15.99,16.15,4
93.97,2,1,712.55,2.71,0.11,16.04,16.23,4
93.97,3,-1,3007.81,6.22,8.82,15.97,16.13,4
94.17,0,1,722.71,2.66,0.06,15.92,16.15,4
94.17,1,-1,2997.75,6.21,8.81,16.05,16.15,4
94.17,2,1,715.75,2.69,0.09,16.09,16.27,4
94.17,3,-1,3004.60,6.22,8.82,16.07,16.20,4
94.37,0,1,725.91,2.65,0.05,16.01,16.15,4
94.37,1,-1,2994.55,6.04,8.64,15.97,16.15,4
94.37,2,1,718.94,2.68,0.08,16.01,16.21,4
94.37,3,-1,3001.40,6.21,8.81,15.86,16.10,4
94.57,0,1,729.11,2.64,0.04,15.94,16.15,4
94.57,1,-1,2991.41,5.44,8.04,15.94,16.15,4
94.57,2,1,722.14,2.66,0.06,16.10,16.28,4
94.57,3,-1,2998.25,6.21,8.81,15.65,15.77,4
94.77,0,1,732.32,2.63,0.03,16.05,16.15,4
94.77,1,-1,2988.36,4.44,7.04,16.00,16.15,4
94.77,2,1,725.35,2.65,0.05,16.06,16.25,4
94.77,3,-1,2995.11,6.08,8.68,15.64,15.93,4
94.97,0,1,735.53,2.62,0.02,16.06,16.15,4
94.97,1,-1,2985.39,3.22,5.82,16.05,16.15,4
94.97,2,1,728.56,2.64,0.04,16.05,16.25,4
94.97,3,-1,2992.00,5.53,8.13,15.80,16.19,4
