time,x,y,z,speed,wheels,up,trafficNearJoin
2.039999,205.9718,9.659379,550.4404,27.09159,4,0.9999593,2
2.059999,206.5155,9.66511,550.483,27.26986,4,0.9999577,2
2.079999,207.0623,9.670971,550.5257,27.42929,4,0.9999562,2
2.099998,207.612,9.676961,550.5684,27.57201,4,0.9999545,2
2.119999,208.1642,9.683082,550.6113,27.69991,4,0.9999529,2
2.139998,208.7188,9.68933,550.6542,27.81462,4,0.9999512,2
2.159999,209.2754,9.695703,550.6971,27.91759,4,0.9999495,2
2.179998,209.8339,9.702202,550.74,28.01007,4,0.9999477,2
2.199999,210.394,9.708825,550.7829,28.09319,4,0.9999459,2
2.219998,210.9557,9.71557,550.8257,28.16793,4,0.9999441,2
2.239999,211.5186,9.722437,550.8686,28.23517,4,0.9999422,2
2.259999,212.0829,9.729426,550.9114,28.29568,4,0.9999403,2
2.279999,212.6482,9.736536,550.9541,28.35016,4,0.9999384,2
2.299999,213.2144,9.743765,550.9968,28.39923,4,0.9999364,2
2.319999,213.7816,9.751112,551.0393,28.44343,4,0.9999344,2
2.339999,214.3496,9.758577,551.0818,28.48325,4,0.9999323,2
2.359999,214.9183,9.76616,551.1241,28.51914,4,0.9999303,2
2.379999,215.4877,9.773857,551.1664,28.55148,4,0.9999281,2
2.399999,216.0576,9.781671,551.2086,28.58064,4,0.999926,2
2.419999,216.6281,9.789598,551.2507,28.60693,4,0.9999238,2
2.439999,217.1991,9.797636,551.2926,28.63062,4,0.9999216,2
2.459999,217.7705,9.805787,551.3344,28.65198,4,0.9999194,2
2.479999,218.3423,9.814049,551.3761,28.67123,4,0.9999171,2
2.499999,218.9145,9.822419,551.4176,28.68859,4,0.9999148,2
2.519999,219.4869,9.830899,551.459,28.70424,4,0.9999125,2
2.539999,220.0597,9.839486,551.5004,28.71834,4,0.9999102,2
2.559999,220.6327,9.84818,551.5416,28.73104,4,0.9999078,2
2.579999,221.206,9.856979,551.5826,28.74248,4,0.9999053,2
2.599998,221.7795,9.865883,551.6235,28.75279,4,0.999903,2
2.619999,222.3532,9.874891,551.6643,28.76208,4,0.9999005,2
2.639998,222.927,9.884002,551.705,28.77043,4,0.999898,2
2.659999,223.501,9.893215,551.7455,28.77794,4,0.9998955,2
2.679998,224.0752,9.902531,551.7858,28.7847,4,0.999893,2
2.699999,224.6494,9.911947,551.826,28.79078,4,0.9998904,2
2.719998,225.2238,9.921463,551.8661,28.79623,4,0.9998878,2
2.739999,225.7984,9.93108,551.9061,28.80113,4,0.9998852,2
2.759998,226.373,9.940795,551.9459,28.80553,4,0.9998826,2
2.779999,226.9476,9.950607,551.9856,28.80947,4,0.9998799,2
2.799998,227.5224,9.960518,552.0251,28.813,4,0.9998772,2
2.819999,228.0972,9.970527,552.0645,28.81615,4,0.9998745,2
2.839998,228.6721,9.980634,552.1038,28.81897,4,0.9998718,2
2.859999,229.2471,9.990835,552.1429,28.82149,4,0.999869,2
2.879998,229.8221,10.00113,552.1818,28.82373,4,0.9998663,2
2.899999,230.3972,10.01153,552.2206,28.82573,4,0.9998635,2
2.919998,230.9723,10.02202,552.2593,28.8275,4,0.9998607,2
2.939999,231.5474,10.0326,552.2979,28.82906,4,0.9998578,2
2.959998,232.1226,10.04328,552.3363,28.83044,4,0.999855,2
2.979999,232.6978,10.05405,552.3745,28.83166,4,0.9998521,2
2.999998,233.2731,10.06492,552.4127,28.83273,4,0.9998493,2
3.019999,233.8483,10.07588,552.4506,28.83366,4,0.9998463,2
3.039999,234.4236,10.08693,552.4885,28.83448,4,0.9998434,2
3.059999,234.999,10.09808,552.5262,28.83517,4,0.9998405,2
3.079999,235.5743,10.10932,552.5638,28.83577,4,0.9998375,2
3.099998,236.1496,10.12065,552.6012,28.83628,4,0.9998345,2
3.119999,236.725,10.13207,552.6385,28.83672,4,0.9998316,2
3.139998,237.3004,10.14359,552.6757,28.83708,4,0.9998285,2
3.159999,237.8758,10.15519,552.7127,28.83736,4,0.9998255,2
3.179998,238.4512,10.16689,552.7496,28.83759,4,0.9998225,2
3.199999,239.0266,10.17868,552.7863,28.83777,4,0.9998195,2
3.219998,239.602,10.19055,552.8229,28.8379,4,0.9998164,2
3.239999,240.1775,10.20252,552.8594,28.83799,4,0.9998133,2
3.259998,240.7529,10.21458,552.8958,28.83803,4,0.9998102,2
3.279999,241.3284,10.22672,552.9319,28.83804,4,0.9998071,2
3.299998,241.9038,10.23896,552.968,28.83802,4,0.999804,2
3.319999,242.4793,10.25128,553.004,28.83797,4,0.9998008,2
3.339998,243.0548,10.26369,553.0397,28.83789,4,0.9997976,2
3.359999,243.6302,10.27619,553.0754,28.83779,4,0.9997945,2
3.379998,244.2057,10.28878,553.1109,28.83767,4,0.9997913,2
3.399999,244.7812,10.30146,553.1463,28.83752,4,0.999788,2
3.419998,245.3567,10.31422,553.1816,28.83737,4,0.9997848,2
3.439999,245.9322,10.32707,553.2167,28.83719,4,0.9997816,2
3.459998,246.5076,10.34,553.2517,28.83701,4,0.9997784,2
3.479999,247.0831,10.35302,553.2866,28.83681,4,0.9997751,2
3.499998,247.6586,10.36613,553.3213,28.8366,4,0.9997718,2
3.519999,248.2341,10.37932,553.3559,28.83638,4,0.9997686,2
3.539998,248.8096,10.3926,553.3904,28.83615,4,0.9997653,2
3.559999,249.3851,10.40596,553.4247,28.83591,4,0.999762,2
3.579998,249.9606,10.41941,553.459,28.83566,4,0.9997587,2
3.599998,250.5361,10.43294,553.493,28.83541,4,0.9997553,2
3.619998,251.1116,10.44656,553.527,28.83515,4,0.999752,2
3.639998,251.6871,10.46026,553.5608,28.83489,4,0.9997486,2
3.659998,252.2626,10.47404,553.5945,28.83462,4,0.9997453,2
3.679998,252.8382,10.48791,553.6281,28.83435,4,0.9997419,2
3.699998,253.4137,10.50186,553.6615,28.83408,4,0.9997385,2
3.719998,253.9892,10.51589,553.6948,28.83381,4,0.9997351,2
3.739998,254.5647,10.53001,553.728,28.83353,4,0.9997317,2
3.759998,255.1402,10.5442,553.761,28.83325,4,0.9997283,2
3.779998,255.7157,10.55848,553.7939,28.83296,4,0.9997249,2
3.799998,256.2912,10.57284,553.8267,28.83268,4,0.9997215,2
3.819998,256.8667,10.58728,553.8594,28.83239,4,0.999718,2
3.839998,257.4421,10.6018,553.8919,28.8321,4,0.9997146,2
3.859999,258.0176,10.61641,553.9243,28.83181,4,0.9997111,2
3.879998,258.5931,10.63109,553.9566,28.83153,4,0.9997076,2
3.899999,259.1686,10.64585,553.9888,28.83124,4,0.9997041,2
3.919998,259.7441,10.66069,554.0208,28.83095,4,0.9997006,2
3.939999,260.3196,10.67561,554.0527,28.83066,4,0.9996971,2
3.959999,260.8951,10.69061,554.0845,28.83037,4,0.9996936,2
3.979998,261.4706,10.70569,554.1162,28.83008,4,0.9996901,2
3.999998,262.0461,10.72085,554.1478,28.82979,4,0.9996866,2
4.019999,262.6216,10.73608,554.1792,28.8295,4,0.9996831,2
4.039999,263.1971,10.7514,554.2105,28.82921,4,0.9996796,2
4.059998,263.7726,10.76679,554.2417,28.82892,4,0.999676,2
4.079998,264.3481,10.78225,554.2728,28.82863,4,0.9996725,2
4.099998,264.9235,10.7978,554.3037,28.82834,4,0.999669,2
4.119999,265.499,10.81342,554.3345,28.82806,4,0.9996654,2
4.139997,266.0745,10.82911,554.3652,28.82777,4,0.9996619,2
4.159998,266.65,10.84489,554.3958,28.82748,4,0.9996583,2
4.179998,267.2255,10.86073,554.4263,28.8272,4,0.9996548,2
4.199999,267.801,10.87665,554.4566,28.82691,4,0.9996512,2
4.219997,268.3765,10.89265,554.4868,28.82663,4,0.9996477,2
4.239998,268.952,10.90872,554.5169,28.82634,4,0.9996441,2
4.259998,269.5275,10.92487,554.5469,28.82606,4,0.9996405,2
4.279999,270.1029,10.94109,554.5767,28.82578,4,0.9996369,2
4.299997,270.6784,10.95738,554.6064,28.8255,4,0.9996333,2
4.319998,271.2539,10.97375,554.636,28.82522,4,0.9996297,2
4.339998,271.8293,10.99019,554.6655,28.82494,4,0.9996262,2
4.359999,272.4048,11.0067,554.6949,28.82466,4,0.9996226,2
4.379997,272.9803,11.02328,554.7241,28.82438,4,0.999619,2
4.399998,273.5557,11.03994,554.7532,28.82411,4,0.9996154,2
4.419998,274.1312,11.05667,554.7822,28.82383,4,0.9996118,2
4.439999,274.7067,11.07347,554.8111,28.82356,4,0.9996082,2
4.459997,275.2821,11.09034,554.8398,28.82328,4,0.9996046,2
4.479998,275.8576,11.10728,554.8685,28.82301,4,0.9996009,2
4.499998,276.433,11.1243,554.897,28.82274,4,0.9995974,2
4.519999,277.0085,11.14138,554.9254,28.82247,4,0.9995938,2
4.539997,277.584,11.15853,554.9536,28.8222,4,0.9995902,2
4.559998,278.1595,11.17576,554.9818,28.82194,4,0.9995865,2
4.579998,278.7349,11.19305,555.0098,28.82167,4,0.9995829,2
4.599998,279.3104,11.21041,555.0377,28.8214,4,0.9995793,2
4.619997,279.8858,11.22784,555.0655,28.82113,4,0.9995757,2
4.639997,280.4613,11.24534,555.0932,28.82087,4,0.999572,2
4.659998,281.0367,11.26291,555.1208,28.82061,4,0.9995684,2
4.679998,281.6122,11.28054,555.1483,28.82034,4,0.9995648,2
4.699999,282.1876,11.29825,555.1756,28.82008,4,0.9995612,2
4.719997,282.763,11.31602,555.2028,28.81982,4,0.9995576,2
4.739998,283.3385,11.33386,555.2299,28.81956,4,0.999554,2
4.759998,283.9139,11.35176,555.2569,28.8193,4,0.9995503,2
4.779999,284.4893,11.36973,555.2838,28.81905,4,0.9995468,2
4.799997,285.0648,11.38777,555.3105,28.81879,4,0.9995431,2
4.819998,285.6402,11.40588,555.3372,28.81854,4,0.9995395,2
4.839998,286.2157,11.42405,555.3637,28.81828,4,0.9995359,2
4.859999,286.7911,11.44228,555.3901,28.81803,4,0.9995323,2
4.879997,287.3665,11.46058,555.4164,28.81778,4,0.9995287,2
4.899998,287.942,11.47894,555.4426,28.81752,4,0.9995251,2
4.919998,288.5174,11.49737,555.4687,28.81727,4,0.9995215,2
4.939999,289.0928,11.51586,555.4946,28.81703,4,0.9995179,2
4.959997,289.6683,11.53442,555.5204,28.81678,4,0.9995143,2
4.979998,290.2437,11.55304,555.5462,28.81653,4,0.9995107,2
4.999998,290.8191,11.57172,555.5718,28.81629,4,0.9995071,2
5.019999,291.3945,11.59047,555.5974,28.81604,4,0.9995036,2
5.039997,291.9699,11.60927,555.6227,28.81579,4,0.9995,2
5.059998,292.5453,11.62815,555.648,28.81556,4,0.9994965,2
5.079998,293.1208,11.64708,555.6732,28.81531,4,0.9994929,2
5.099998,293.6962,11.66607,555.6982,28.81507,4,0.9994893,2
5.119997,294.2716,11.68512,555.7232,28.81483,4,0.9994858,2
5.139997,294.847,11.70424,555.748,28.8146,4,0.9994822,2
5.159998,295.4224,11.72341,555.7728,28.81436,4,0.9994787,2
5.179998,295.9978,11.74265,555.7974,28.81413,4,0.9994751,2
5.199997,296.5732,11.76194,555.8218,28.81389,4,0.9994716,2
5.219997,297.1486,11.7813,555.8463,28.81366,4,0.9994681,2
5.239998,297.724,11.80072,555.8705,28.81343,4,0.9994646,2
5.259998,298.2994,11.82019,555.8947,28.8132,4,0.9994611,2
5.279997,298.8748,11.83972,555.9188,28.81297,4,0.9994575,2
5.299997,299.4502,11.85931,555.9427,28.81274,4,0.999454,2
5.319998,300.0256,11.87896,555.9666,28.81252,4,0.9994505,2
5.339998,300.601,11.89867,555.9903,28.81229,4,0.999447,2
5.359997,301.1764,11.91844,556.0139,28.81207,4,0.9994435,2
5.379997,301.7517,11.93826,556.0374,28.81184,4,0.99944,2
5.399998,302.3271,11.95814,556.0609,28.81161,4,0.9994365,2
5.419998,302.9025,11.97808,556.0842,28.81139,4,0.999433,2
5.439999,303.4779,11.99807,556.1074,28.81117,4,0.9994296,2
5.459997,304.0533,12.01812,556.1304,28.81095,4,0.9994261,2
5.479998,304.6287,12.03823,556.1534,28.81073,4,0.9994226,2
5.499998,305.204,12.05839,556.1763,28.81051,4,0.9994192,1
5.519999,305.7794,12.07861,556.1991,28.8103,4,0.9994157,1
5.539997,306.3548,12.09888,556.2217,28.81008,4,0.9994122,1
5.559998,306.9302,12.11921,556.2443,28.80987,4,0.9994088,1
5.579998,307.5056,12.13959,556.2668,28.80964,4,0.9994054,1
5.599998,308.0809,12.16003,556.2891,28.80943,4,0.999402,1
5.619997,308.6563,12.18052,556.3113,28.80922,4,0.9993986,1
5.639997,309.2316,12.20106,556.3335,28.80901,4,0.9993952,1
5.659998,309.8069,12.22166,556.3555,28.8088,4,0.9993918,1
5.679998,310.3823,12.24231,556.3774,28.80859,4,0.9993884,1
5.699997,310.9577,12.26301,556.3993,28.80838,4,0.999385,1
5.719997,311.533,12.28377,556.421,28.80818,4,0.9993817,1
5.739998,312.1084,12.30457,556.4426,28.80797,4,0.9993783,1
5.759998,312.6837,12.32543,556.4641,28.80776,4,0.9993749,1
5.779997,313.2591,12.34634,556.4855,28.80756,4,0.9993716,1
5.799997,313.8344,12.3673,556.5068,28.80736,4,0.9993683,1
5.819998,314.4098,12.38832,556.528,28.80715,4,0.999365,1
5.839998,314.9851,12.40938,556.5491,28.80695,4,0.9993617,1
5.859997,315.5605,12.43049,556.5701,28.80676,4,0.9993584,1
5.879997,316.1358,12.45165,556.591,28.80655,4,0.9993551,1
5.899998,316.7112,12.47286,556.6118,28.80635,4,0.9993519,1
5.919998,317.2865,12.49412,556.6325,28.80616,4,0.9993486,1
5.939997,317.8618,12.51543,556.6531,28.80596,4,0.9993454,1
5.959997,318.4371,12.53679,556.6736,28.80577,4,0.9993421,1
5.979998,319.0125,12.5582,556.694,28.80558,4,0.9993389,1
5.999998,319.5878,12.57965,556.7142,28.80538,4,0.9993357,1
6.019997,320.1631,12.60115,556.7344,28.8052,4,0.9993325,1
6.039997,320.7384,12.6227,556.7545,28.80501,4,0.9993293,1
6.059998,321.3137,12.6443,556.7745,28.80482,4,0.9993262,1
6.079998,321.8891,12.66594,556.7944,28.80464,4,0.999323,1
6.099997,322.4644,12.68763,556.8141,28.80445,4,0.9993199,1
6.119997,323.0397,12.70937,556.8338,28.80427,4,0.9993167,1
6.139997,323.615,12.73115,556.8534,28.80408,4,0.9993136,1
6.159998,324.1904,12.75298,556.8729,28.8039,4,0.9993104,1
6.179996,324.7657,12.77485,556.8922,28.80372,4,0.9993073,1
6.199997,325.341,12.79677,556.9115,28.80354,4,0.9993042,1
6.219997,325.9163,12.81874,556.9307,28.80336,4,0.9993011,1
6.239998,326.4916,12.84074,556.9498,28.80318,4,0.999298,1
6.259998,327.0669,12.86279,556.9688,28.803,4,0.999295,1
6.279997,327.6422,12.88489,556.9876,28.80283,4,0.999292,1
6.299997,328.2174,12.90703,557.0064,28.80265,4,0.9992889,1
6.319998,328.7928,12.92921,557.0251,28.80248,4,0.9992859,1
6.339998,329.368,12.95144,557.0437,28.8023,4,0.9992829,1
6.359997,329.9433,12.97371,557.0622,28.80213,4,0.9992799,1
6.379997,330.5186,12.99602,557.0806,28.80196,4,0.9992769,1
6.399998,331.0939,13.01838,557.0989,28.80179,4,0.999274,1
6.419998,331.6692,13.04077,557.1171,28.80162,4,0.999271,1
6.439997,332.2445,13.06321,557.1353,28.80145,4,0.9992681,1
6.459997,332.8198,13.08569,557.1533,28.80128,4,0.9992651,1
6.479998,333.3951,13.10821,557.1712,28.80112,4,0.9992622,1
6.499998,333.9704,13.13077,557.189,28.80095,4,0.9992594,1
6.519997,334.5456,13.15337,557.2068,28.80079,4,0.9992564,1
6.539997,335.1209,13.17601,557.2244,28.80062,4,0.9992536,1
6.559998,335.6962,13.19869,557.2419,28.80046,4,0.9992507,1
6.579998,336.2714,13.22141,557.2594,28.8003,4,0.9992478,1
6.599997,336.8467,13.24417,557.2767,28.80014,4,0.999245,1
6.619997,337.422,13.26697,557.294,28.79998,4,0.9992422,1
6.639997,337.9972,13.2898,557.3112,28.79982,4,0.9992394,1
6.659998,338.5725,13.31268,557.3282,28.79966,4,0.9992366,1
6.679996,339.1478,13.33559,557.3452,28.79951,4,0.9992339,1
6.699997,339.723,13.35854,557.3621,28.79935,4,0.9992312,1
6.719997,340.2983,13.38153,557.3789,28.7992,4,0.9992284,1
6.739998,340.8736,13.40455,557.3956,28.79905,4,0.9992257,1
6.759996,341.4489,13.42761,557.4122,28.7989,4,0.999223,1
6.779997,342.0241,13.45071,557.4288,28.79875,4,0.9992203,1
6.799997,342.5994,13.47384,557.4452,28.7986,4,0.9992176,1
6.819998,343.1746,13.49701,557.4615,28.79845,4,0.999215,1
6.839996,343.7498,13.52022,557.4778,28.7983,4,0.9992124,1
6.859997,344.3251,13.54346,557.494,28.79815,4,0.9992098,1
6.879997,344.9003,13.56674,557.51,28.79801,4,0.9992071,1
6.899998,345.4756,13.59004,557.5261,28.79786,4,0.9992046,1
6.919996,346.0508,13.61339,557.5419,28.79772,4,0.999202,1
6.939997,346.626,13.63677,557.5577,28.79758,4,0.9991995,1
6.959997,347.2013,13.66018,557.5734,28.79744,4,0.9991969,1
6.979998,347.7765,13.68363,557.5891,28.7973,4,0.9991944,1
6.999996,348.3517,13.7071,557.6046,28.79716,4,0.9991919,1
7.019997,348.927,13.73062,557.6201,28.79703,4,0.9991894,1
7.039997,349.5022,13.75416,557.6354,28.79689,4,0.9991869,1
7.059998,350.0775,13.77774,557.6507,28.79675,4,0.9991845,1
7.079998,350.6527,13.80135,557.6659,28.79662,4,0.999182,1
7.099997,351.228,13.82499,557.681,28.79649,4,0.9991796,1
7.119997,351.8032,13.84866,557.696,28.79636,4,0.9991772,1
7.139997,352.3784,13.87236,557.7109,28.79623,4,0.9991748,1
7.159998,352.9537,13.89609,557.7257,28.7961,4,0.9991724,1
7.179996,353.5289,13.91986,557.7405,28.79597,4,0.9991701,1
7.199997,354.1041,13.94365,557.7551,28.79585,4,0.9991678,1
7.219997,354.6793,13.96748,557.7697,28.79572,4,0.9991655,1
7.239998,355.2545,13.99133,557.7842,28.79559,4,0.9991632,1
7.259996,355.8297,14.01521,557.7986,28.79547,4,0.9991609,1
7.279997,356.4049,14.03913,557.8129,28.79535,4,0.9991587,1
7.299997,356.9801,14.06307,557.8271,28.79522,4,0.9991564,1
7.319998,357.5554,14.08704,557.8413,28.7951,4,0.9991542,1
7.339996,358.1306,14.11103,557.8553,28.79498,4,0.999152,1
7.359997,358.7058,14.13506,557.8693,28.79486,4,0.9991499,2
7.379997,359.281,14.15911,557.8832,28.79474,4,0.9991477,2
7.399998,359.8562,14.18319,557.897,28.79463,4,0.9991455,2
7.419996,360.4314,14.2073,557.9108,28.79451,4,0.9991434,2
7.439997,361.0066,14.23143,557.9244,28.79439,4,0.9991412,2
7.459997,361.5818,14.25559,557.938,28.79428,4,0.9991391,2
7.479998,362.157,14.27978,557.9515,28.79417,4,0.999137,2
7.499996,362.7323,14.30399,557.9648,28.79406,4,0.999135,2
7.519997,363.3075,14.32823,557.9781,28.79395,4,0.9991329,2
7.539997,363.8827,14.35249,557.9914,28.79383,4,0.9991309,2
7.559998,364.4579,14.37678,558.0045,28.79373,4,0.9991289,2
7.579996,365.0331,14.40109,558.0176,28.79362,4,0.9991269,2
7.599997,365.6082,14.42543,558.0306,28.79351,4,0.9991249,1
7.619997,366.1834,14.44979,558.0435,28.7934,4,0.999123,1
7.639997,366.7586,14.47418,558.0563,28.7933,4,0.9991211,1
7.659996,367.3338,14.49859,558.069,28.7932,4,0.9991192,1
7.679996,367.909,14.52302,558.0817,28.79309,4,0.9991173,1
7.699997,368.4842,14.54748,558.0942,28.79299,4,0.9991154,1
7.719997,369.0594,14.57195,558.1068,28.79289,4,0.9991136,1
7.739996,369.6345,14.59645,558.1191,28.79279,4,0.9991117,1
7.759996,370.2097,14.62097,558.1315,28.79269,4,0.9991099,1
7.779997,370.7849,14.64552,558.1437,28.79259,4,0.9991081,1
7.799997,371.3601,14.67008,558.1559,28.79249,4,0.9991064,1
7.819998,371.9353,14.69467,558.1681,28.7924,4,0.9991047,1
7.839996,372.5105,14.71927,558.1801,28.79231,4,0.999103,1
7.859997,373.0856,14.7439,558.1921,28.79221,4,0.9991012,1
7.879997,373.6608,14.76854,558.2039,28.79212,4,0.9990996,1
7.899998,374.236,14.79321,558.2157,28.79203,4,0.9990979,1
7.919996,374.8112,14.81789,558.2274,28.79194,4,0.9990963,1
7.939997,375.3864,14.8426,558.2391,28.79185,4,0.9990947,1
7.959997,375.9615,14.86732,558.2506,28.79176,4,0.9990931,1
7.979998,376.5367,14.89207,558.2621,28.79168,4,0.9990915,1
7.999996,377.1119,14.91683,558.2735,28.79159,4,0.99909,1
8.019997,377.6871,14.9416,558.2849,28.7915,4,0.9990884,1
8.039997,378.2623,14.9664,558.2961,28.79142,4,0.9990869,2
8.059998,378.8375,14.99121,558.3073,28.79134,4,0.9990854,2
