t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,595.592,968.456,163.963,130.232,31.687,26.426,0.812,-17.476,0.155,0.000,0.075,4,10.688,0.079,1.000,""
0.240,594.958,968.985,163.979,129.880,31.685,26.381,0.792,-17.544,0.156,0.000,0.075,4,8.829,0.118,1.000,""
0.260,594.324,969.512,163.994,129.527,31.683,26.332,0.735,-17.619,0.157,0.000,0.076,4,6.980,0.142,1.000,""
0.280,593.673,970.039,164.006,129.173,31.681,26.280,0.643,-17.699,0.158,0.000,0.076,4,5.246,0.205,1.000,""
0.300,593.039,970.564,164.017,128.816,31.680,26.224,0.520,-17.785,0.159,0.000,0.077,4,3.685,0.261,1.000,""
0.320,592.404,971.088,164.024,128.458,31.680,26.164,0.371,-17.875,0.160,0.000,0.077,4,2.384,0.316,1.000,""
0.340,591.758,971.611,164.028,128.098,31.680,26.102,0.201,-17.970,0.160,0.000,0.077,4,1.335,0.370,1.000,""
0.360,591.124,972.133,164.029,127.736,31.681,26.036,0.015,-18.068,0.160,0.000,0.077,4,0.543,0.364,1.000,""
0.380,590.490,972.653,164.025,127.372,31.683,25.966,-0.180,-18.170,0.159,0.000,0.077,2,0.091,0.475,1.000,""
0.400,589.839,973.172,164.017,127.006,31.685,25.894,-0.377,-18.275,0.159,0.000,0.077,2,0.000,0.511,1.000,""
0.420,589.205,973.689,164.006,126.637,31.689,25.819,-0.574,-18.382,0.157,0.000,0.077,2,0.000,0.418,1.000,""
0.440,588.570,974.205,163.991,126.267,31.692,25.742,-0.770,-18.491,0.156,0.000,0.076,2,0.000,0.439,1.000,""
0.460,587.935,974.719,163.971,125.894,31.697,25.662,-0.965,-18.602,0.154,0.000,0.076,2,0.078,0.333,1.000,""
0.480,587.287,975.233,163.948,125.522,31.685,25.652,-1.161,-18.595,0.152,0.000,0.075,0,0.000,0.207,1.000,""
0.500,586.653,975.746,163.921,125.150,31.673,25.642,-1.356,-18.587,0.158,0.000,0.075,0,0.000,0.213,1.000,""
0.520,586.018,976.260,163.890,124.778,31.661,25.631,-1.552,-18.580,0.163,0.000,0.075,0,0.000,0.219,1.000,""
0.540,585.370,976.773,163.855,124.406,31.650,25.621,-1.747,-18.572,0.169,0.000,0.075,0,0.000,0.224,1.000,""
0.560,584.736,977.286,163.816,124.034,31.638,25.611,-1.943,-18.565,0.175,0.000,0.075,0,0.000,0.229,0.999,""
0.580,584.102,977.798,163.773,123.662,31.626,25.601,-2.138,-18.557,0.181,0.000,0.075,0,0.000,0.233,0.999,""
0.600,583.454,978.308,163.728,123.286,31.637,25.430,-2.266,-18.783,0.187,0.000,0.075,2,3.428,0.130,0.999,""
0.620,582.820,978.815,163.680,122.905,31.651,25.271,-2.403,-18.990,0.181,0.000,0.075,2,2.989,0.719,0.999,""
0.640,582.184,979.319,163.629,122.520,31.666,25.122,-2.548,-19.182,0.175,0.000,0.074,2,2.550,1.169,0.999,""
0.660,581.548,979.821,163.574,122.131,31.682,24.981,-2.700,-19.362,0.167,0.000,0.073,2,2.163,1.574,0.998,""
0.680,580.898,980.319,163.520,121.739,31.695,24.852,-2.737,-19.535,0.159,0.000,0.072,4,8.005,1.778,0.998,""
0.700,580.263,980.814,163.464,121.345,31.707,24.730,-2.766,-19.700,0.153,0.000,0.071,4,8.318,1.048,0.998,""
0.720,579.627,981.306,163.409,120.947,31.718,24.613,-2.781,-19.858,0.147,0.000,0.070,4,9.075,0.567,0.998,""
0.740,578.978,981.796,163.353,120.547,31.728,24.501,-2.777,-20.010,0.141,0.000,0.068,4,10.001,0.301,0.998,""
0.760,578.343,982.284,163.298,120.144,31.738,24.393,-2.755,-20.157,0.136,0.000,0.067,4,10.935,0.140,0.998,""
0.780,577.709,982.770,163.244,119.738,31.748,24.290,-2.716,-20.299,0.131,0.000,0.065,4,11.746,0.043,0.998,""
0.800,577.058,983.253,163.190,119.329,31.757,24.189,-2.664,-20.437,0.126,0.000,0.063,4,12.408,0.007,0.998,""
0.820,576.423,983.735,163.138,118.918,31.765,24.091,-2.603,-20.571,0.122,0.000,0.062,4,12.895,0.021,0.998,""
0.840,575.787,984.215,163.088,118.504,31.774,23.995,-2.535,-20.702,0.117,0.000,0.060,4,13.235,0.022,0.998,""
0.860,575.152,984.693,163.038,118.087,31.782,23.901,-2.462,-20.829,0.113,0.000,0.058,4,13.447,0.031,0.998,""
0.880,574.500,985.169,162.991,117.668,31.790,23.809,-2.387,-20.952,0.109,0.000,0.057,4,13.555,0.017,0.998,""
0.900,573.865,985.643,162.944,117.246,31.797,23.719,-2.312,-21.072,0.105,0.000,0.055,4,13.567,0.034,0.998,""
0.920,573.229,986.115,162.900,116.823,31.804,23.630,-2.238,-21.189,0.101,0.000,0.053,4,13.506,0.022,0.998,""
0.940,572.576,986.586,162.856,116.397,31.811,23.543,-2.166,-21.302,0.098,0.000,0.052,4,13.416,0.027,0.998,""
0.960,571.940,987.055,162.814,115.969,31.818,23.457,-2.097,-21.412,0.094,0.000,0.050,4,13.287,0.017,0.998,""
0.980,571.303,987.522,162.774,115.538,31.824,23.372,-2.030,-21.520,0.091,0.000,0.049,4,13.173,0.024,0.998,""
1.000,570.667,987.988,162.734,115.106,31.830,23.289,-1.966,-21.624,0.088,0.000,0.047,4,13.021,0.049,0.998,""
1.020,570.013,988.452,162.696,114.671,31.836,23.207,-1.904,-21.725,0.085,0.000,0.046,4,12.907,0.031,0.998,""
1.040,569.377,988.914,162.660,114.235,31.841,23.127,-1.844,-21.822,0.082,0.000,0.044,4,12.785,0.057,0.998,""
1.060,568.740,989.375,162.624,113.797,31.846,23.048,-1.787,-21.917,0.079,0.000,0.042,4,12.699,0.049,0.998,""
1.080,568.091,989.834,162.589,113.357,31.851,22.971,-1.731,-22.010,0.077,0.000,0.041,4,12.614,0.090,0.998,""
1.100,567.455,990.291,162.556,112.915,31.856,22.895,-1.676,-22.099,0.074,0.000,0.039,4,12.528,0.070,0.998,""
1.120,566.818,990.748,162.523,112.472,31.860,22.821,-1.623,-22.185,0.072,0.000,0.037,4,12.455,0.107,0.998,""
1.140,566.174,991.202,162.492,112.027,31.864,22.748,-1.572,-22.268,0.070,0.000,0.035,4,12.363,0.112,0.998,""
1.160,565.537,991.655,162.461,111.580,31.868,22.677,-1.524,-22.349,0.068,0.000,0.033,4,12.219,0.137,0.999,""
1.180,564.896,992.107,162.432,111.131,31.871,22.608,-1.480,-22.426,0.066,0.000,0.031,4,12.021,0.191,0.999,""
1.200,564.258,992.558,162.403,110.682,31.875,22.540,-1.441,-22.500,0.064,0.000,0.029,4,11.741,0.164,0.999,""
1.220,563.621,993.007,162.375,110.230,31.877,22.474,-1.409,-22.572,0.063,0.000,0.027,4,11.398,0.165,0.999,""
1.240,562.982,993.455,162.347,109.778,31.880,22.411,-1.385,-22.640,0.061,0.000,0.025,4,11.018,0.119,0.999,""
1.260,562.344,993.902,162.320,109.323,31.883,22.349,-1.368,-22.705,0.060,0.000,0.023,4,10.613,0.083,0.999,""
1.280,561.707,994.348,162.293,108.868,31.885,22.289,-1.356,-22.768,0.059,0.000,0.021,4,10.473,0.274,0.999,""
1.300,561.053,994.792,162.266,108.412,31.888,22.231,-1.342,-22.828,0.057,0.000,0.020,4,10.539,0.570,0.999,""
1.320,560.415,995.197,162.279,107.957,31.341,21.498,0.373,-22.809,0.056,0.000,0.018,4,11.294,1.571,0.999,"Ground_Mountain_1_3:(-0.257, 0.966, 0.021);"
1.340,559.809,995.608,162.293,107.501,31.302,21.408,0.724,-22.831,0.330,0.000,-0.004,4,15.836,14.645,0.997,"Ground_Mountain_1_3:(-0.257, 0.966, 0.021);"
1.360,559.118,996.010,162.369,107.113,30.064,20.546,3.245,-21.733,0.349,0.000,-0.017,4,17.972,12.422,0.992,"Ground_Mountain_1_3:(-0.078, 0.997, -0.030);Ground_Mountain_1_3:(-0.358, 0.903, 0.239);Ground_Mountain_1_3:(-0.240, 0.903, 0.357);"
1.380,558.555,996.413,162.456,106.727,29.865,20.332,3.856,-21.704,0.968,0.000,-0.019,4,22.500,22.345,0.975,"Ground_Mountain_1_3:(-0.358, 0.903, 0.239);Ground_Mountain_1_3:(-0.240, 0.903, 0.357);"
1.400,557.993,996.757,162.594,106.330,28.724,19.204,6.430,-20.492,1.000,0.000,-0.034,4,26.313,23.511,0.957,"Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_1_3:(-0.409, 0.849, 0.335);Ground_Mountain_1_3:(0.036, 0.999, -0.035);Ground_Mountain_1_3:(0.036, 0.999, -0.035);"
1.420,557.204,997.116,162.737,105.932,28.594,18.963,7.146,-20.387,1.000,0.000,-0.032,4,22.500,21.985,0.940,"Ground_Mountain_1_3:(-0.005, 0.999, -0.033);Ground_Mountain_1_3:(-0.005, 0.999, -0.033);Ground_Mountain_1_3:(-0.005, 0.999, -0.033);Ground_Mountain_1_3:(-0.005, 0.999, -0.033);Ground_Mountain_1_3:(-0.005, 0.999, -0.033);Ground_Mountain_1_3:(-0.005, 0.999, -0.033);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
1.440,556.655,997.451,162.912,105.527,28.415,18.418,8.484,-20.065,1.000,0.000,-0.027,4,26.231,17.300,0.922,"Ground_Mountain_1_3:(-0.257, 0.966, 0.021);Ground_Mountain_1_3:(-0.409, 0.849, 0.335);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_1_3:(0.004, 1.000, -0.004);Ground_Mountain_1_3:(0.004, 1.000, -0.004);"
1.460,556.104,997.780,163.135,105.178,27.620,17.081,11.004,-18.753,1.000,0.000,0.002,4,30.614,18.782,0.898,"Ground_Mountain_1_3:(-0.404, 0.818, 0.410);Ground_Mountain_1_3:(-0.404, 0.818, 0.410);Ground_Mountain_1_3:(-0.404, 0.818, 0.410);Ground_Mountain_1_3:(-0.404, 0.818, 0.410);Ground_Mountain_1_3:(-0.314, 0.922, 0.226);Ground_Mountain_1_3:(-0.314, 0.922, 0.226);Ground_Mountain_1_3:(-0.314, 0.922, 0.226);Ground_Mountain_1_3:(-0.257, 0.966, 0.021);"
1.480,555.465,998.096,163.447,104.847,27.132,16.163,13.253,-17.388,1.000,0.000,-0.003,4,22.500,15.026,0.897,"Ground_Mountain_1_3:(-0.404, 0.818, 0.410);Ground_Mountain_1_3:(-0.404, 0.818, 0.410);Ground_Mountain_1_3:(-0.021, 0.966, 0.257);"
1.500,554.912,998.419,163.708,104.519,27.209,16.005,13.380,-17.489,1.000,0.000,-0.011,4,15.383,20.005,0.877,"Ground_Mountain_1_3:(-0.404, 0.818, 0.410);Ground_Mountain_1_3:(-0.404, 0.818, 0.410);"
1.520,554.384,998.741,163.973,104.186,27.236,15.865,13.544,-17.526,1.000,0.000,-0.037,4,17.428,16.697,0.860,""
1.540,553.850,999.059,164.243,103.848,27.244,15.740,13.748,-17.501,1.000,0.000,-0.065,4,19.973,14.243,0.847,""
1.560,553.314,999.374,164.519,103.507,27.247,15.624,13.979,-17.433,1.000,0.000,-0.094,4,21.388,10.380,0.837,""
1.580,552.748,999.686,164.802,103.166,27.251,15.518,14.243,-17.316,1.000,0.000,-0.119,4,23.657,8.620,0.830,""
1.600,552.208,999.996,165.091,102.826,27.257,15.416,14.538,-17.162,1.000,0.000,-0.139,4,25.662,6.559,0.826,""
1.620,551.665,1000.302,165.387,102.487,27.265,15.334,14.801,-17.012,1.000,0.000,-0.152,4,24.059,4.359,0.825,"Ground_Mountain_2_3:(-0.287, 0.826, 0.485);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
1.640,551.121,1000.607,165.687,102.148,27.273,15.283,15.020,-16.873,1.000,0.000,-0.158,4,21.535,4.163,0.825,"Ground_Mountain_2_3:(-0.287, 0.825, 0.487);Ground_Mountain_2_3:(-0.287, 0.825, 0.487);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
1.660,550.626,1000.912,165.991,101.810,27.280,15.273,15.145,-16.781,1.000,0.000,-0.157,4,16.192,2.419,0.828,"Ground_Mountain_2_3:(-0.422, 0.834, 0.356);"
1.680,550.082,1001.218,166.296,101.472,27.286,15.313,15.164,-16.742,1.000,0.000,-0.149,3,9.733,1.014,0.834,""
1.700,549.536,1001.526,166.601,101.133,27.289,15.383,15.123,-16.730,1.000,0.000,-0.136,2,5.396,2.774,0.841,""
1.720,548.990,1001.836,166.904,100.794,27.290,15.490,15.026,-16.733,1.000,0.000,-0.119,2,2.625,2.333,0.848,""
1.740,548.650,1002.148,167.205,100.455,27.292,15.617,14.904,-16.739,1.000,0.000,-0.102,2,1.142,2.815,0.854,""
1.760,548.194,1002.464,167.502,100.116,27.294,15.772,14.742,-16.752,1.000,0.000,-0.083,2,0.000,1.933,0.861,""
1.780,547.694,1002.781,167.795,99.776,27.166,15.766,14.540,-16.746,1.000,0.000,-0.064,1,0.000,1.444,0.868,""
1.800,547.195,1003.097,168.084,99.437,27.036,15.759,14.338,-16.739,1.000,0.000,-0.044,0,0.000,1.376,0.874,""
1.820,546.696,1003.413,168.369,99.098,26.905,15.753,14.136,-16.732,1.000,0.000,-0.022,0,0.000,1.308,0.881,""
1.840,546.618,1003.729,168.650,98.759,26.771,15.747,13.934,-16.726,1.000,0.000,-0.002,0,0.000,1.239,0.888,""
1.860,546.491,1004.045,168.927,98.419,26.636,15.740,13.732,-16.719,1.000,0.000,0.020,0,0.000,1.170,0.895,""
1.880,546.100,1004.361,169.200,98.080,26.499,15.734,13.531,-16.712,1.000,0.000,0.044,0,0.000,1.100,0.901,""
1.900,545.708,1004.677,169.469,97.741,26.359,15.728,13.329,-16.705,1.000,0.000,0.069,0,0.000,1.031,0.908,""
1.920,545.315,1004.994,169.734,97.402,26.217,15.722,13.128,-16.699,1.000,0.000,0.095,0,0.000,0.962,0.915,""
1.940,544.922,1005.310,169.995,97.063,26.073,15.715,12.926,-16.692,1.000,0.000,0.121,0,0.000,0.892,0.921,""
1.960,544.533,1005.626,170.251,96.724,25.926,15.709,12.725,-16.685,1.000,0.000,0.147,0,0.000,0.824,0.927,""
1.980,544.530,1005.942,170.504,96.385,25.777,15.703,12.524,-16.679,1.000,0.000,0.179,0,0.000,0.756,0.933,""
2.000,544.167,1006.258,170.752,96.046,25.625,15.696,12.323,-16.672,1.000,0.000,0.206,0,0.000,0.689,0.939,""
2.020,543.803,1006.575,170.997,95.707,25.471,15.690,12.122,-16.665,1.000,0.000,0.234,0,0.000,0.624,0.945,""
2.040,543.438,1006.891,171.237,95.369,25.315,15.684,11.921,-16.659,1.000,0.000,0.261,0,0.000,0.560,0.950,""
2.060,543.071,1007.207,171.473,95.030,25.156,15.678,11.720,-16.652,1.000,0.000,0.288,0,0.000,0.499,0.955,""
2.080,542.704,1007.523,171.705,94.692,24.996,15.671,11.519,-16.645,1.000,0.000,0.314,0,0.000,0.441,0.960,""
2.100,542.256,1007.839,171.933,94.354,24.833,15.665,11.318,-16.639,1.000,0.000,0.337,0,0.000,0.388,0.965,""
2.120,541.882,1008.155,172.157,94.016,24.668,15.659,11.118,-16.632,1.000,0.000,0.361,0,0.000,0.342,0.969,""
2.140,541.507,1008.471,172.377,93.678,24.502,15.652,10.917,-16.625,1.000,0.000,0.384,0,0.000,0.304,0.973,""
2.160,541.132,1008.787,172.593,93.340,24.334,15.646,10.717,-16.619,1.000,0.000,0.405,0,0.000,0.279,0.977,""
2.180,540.755,1009.103,172.804,93.003,24.165,15.640,10.516,-16.612,1.000,0.000,0.426,0,0.000,0.269,0.980,""
2.200,540.377,1009.419,173.012,92.665,23.995,15.634,10.316,-16.606,1.000,0.000,0.444,0,0.000,0.274,0.983,""
2.220,539.890,1009.735,173.215,92.328,23.824,15.627,10.116,-16.599,1.000,0.000,0.457,0,0.000,0.293,0.986,""
2.240,539.507,1010.051,173.414,91.991,23.653,15.621,9.915,-16.592,1.000,0.000,0.474,0,0.000,0.323,0.989,""
2.260,539.122,1010.367,173.609,91.654,23.482,15.615,9.715,-16.586,1.000,0.000,0.488,0,0.000,0.361,0.991,""
2.280,538.736,1010.682,173.800,91.318,23.310,15.609,9.515,-16.579,1.000,0.000,0.502,0,0.000,0.402,0.993,""
2.300,538.349,1010.998,173.987,90.982,23.139,15.602,9.315,-16.572,1.000,0.000,0.514,0,0.000,0.447,0.994,""
2.320,537.813,1011.313,174.170,90.646,22.969,15.596,9.116,-16.566,1.000,0.000,0.516,0,0.000,0.492,0.995,""
2.340,537.420,1011.628,174.348,90.310,22.799,15.590,8.916,-16.559,1.000,0.000,0.526,0,0.000,0.538,0.996,""
2.360,537.027,1011.944,174.523,89.974,22.631,15.584,8.716,-16.552,1.000,0.000,0.535,0,0.000,0.584,0.997,""
2.380,536.632,1012.259,174.693,89.639,22.465,15.577,8.516,-16.546,1.000,0.000,0.543,0,0.000,0.629,0.997,""
2.400,536.237,1012.573,174.860,89.304,22.300,15.571,8.317,-16.539,1.000,0.000,0.550,0,0.000,0.673,0.998,""
2.420,535.686,1012.888,175.022,88.969,22.138,15.565,8.118,-16.533,1.000,0.000,0.546,0,0.000,0.715,0.998,""
2.440,535.286,1013.203,175.180,88.635,21.978,15.559,7.918,-16.526,1.000,0.000,0.551,0,0.000,0.756,0.997,""
2.460,534.885,1013.517,175.334,88.301,21.821,15.553,7.719,-16.519,1.000,0.000,0.556,0,0.000,0.795,0.997,""
2.480,534.483,1013.832,175.485,87.967,21.667,15.546,7.520,-16.513,1.000,0.000,0.560,0,0.000,0.833,0.996,""
2.500,534.081,1014.146,175.631,87.633,21.516,15.540,7.321,-16.506,1.000,0.000,0.564,0,0.000,0.868,0.996,""
2.520,533.519,1014.460,175.773,87.300,21.369,15.534,7.121,-16.500,1.000,0.000,0.557,0,0.000,0.902,0.995,""
2.540,533.112,1014.773,175.911,86.967,21.225,15.528,6.923,-16.493,1.000,0.000,0.560,0,0.000,0.934,0.994,""
2.560,532.705,1015.087,176.045,86.634,21.085,15.522,6.724,-16.486,1.000,0.000,0.562,0,0.000,0.963,0.992,""
2.580,532.297,1015.401,176.175,86.301,20.950,15.515,6.525,-16.480,1.000,0.000,0.563,0,0.000,0.991,0.991,""
2.600,531.888,1015.714,176.301,85.969,20.819,15.509,6.326,-16.473,1.000,0.000,0.566,0,0.000,1.017,0.990,""
2.620,531.291,1016.027,176.423,85.637,20.692,15.503,6.127,-16.467,1.000,0.000,0.557,0,0.000,1.040,0.988,""
2.640,530.878,1016.340,176.541,85.306,20.570,15.497,5.929,-16.460,1.000,0.000,0.558,0,0.000,1.061,0.987,""
2.660,530.465,1016.652,176.655,84.975,20.453,15.490,5.730,-16.453,1.000,0.000,0.559,0,0.000,1.081,0.985,""
2.680,530.050,1016.965,176.765,84.644,20.340,15.484,5.532,-16.447,1.000,0.000,0.560,0,0.000,1.098,0.984,""
2.700,529.635,1017.277,176.872,84.313,20.233,15.478,5.334,-16.440,1.000,0.000,0.562,0,0.000,1.113,0.982,""
2.720,528.939,1017.589,176.974,83.982,20.130,15.472,5.135,-16.434,1.000,0.000,0.550,0,0.000,1.126,0.981,""
2.740,528.519,1017.901,177.072,83.652,20.032,15.466,4.937,-16.427,1.000,0.000,0.551,0,0.000,1.137,0.979,""
2.760,528.099,1018.213,177.166,83.322,19.939,15.460,4.739,-16.421,1.000,0.000,0.552,0,0.000,1.146,0.978,""
2.780,527.679,1018.524,177.257,82.993,19.851,15.453,4.541,-16.414,1.000,0.000,0.553,0,0.000,1.154,0.977,""
2.800,527.257,1018.835,177.343,82.664,19.768,15.447,4.343,-16.407,1.000,0.000,0.555,0,0.000,1.159,0.975,""
2.820,526.645,1019.146,177.425,82.335,19.690,15.441,4.145,-16.401,1.000,0.000,0.548,0,0.000,1.162,0.974,""
2.840,526.221,1019.457,177.504,82.006,19.617,15.435,3.947,-16.394,1.000,0.000,0.550,0,0.000,1.164,0.973,""
2.860,525.797,1019.768,177.579,81.677,19.549,15.429,3.750,-16.388,1.000,0.000,0.551,0,0.000,1.163,0.972,""
2.880,525.372,1020.078,177.649,81.349,19.485,15.422,3.552,-16.381,1.000,0.000,0.553,0,0.000,1.161,0.970,""
2.900,524.727,1020.388,177.716,81.021,19.425,15.416,3.355,-16.375,1.000,0.000,0.547,0,0.000,1.158,0.970,""
