"Mode","Case","Time","Before","At","AfterHalfSecond","Drop","VelocityBefore","VelocityAt","VelocityAfter","X","Y","Z","Travel","Throttle","Brake","Steering","Grounded","Water","Up","Lift","Torque","Contact"
"StreetLoopReverse-roam-opposite-yes","original-24--4.7","2.920","23.642","0.215","6.092","23.427","23.643","2.053","6.092","-631.396","8.674","-80.933","69.137","0.160","0.000","-0.158","4","0.000","0.995","21.562","4.227","Reverse supported roadworks transition:(-0.03, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","original-24-1.7","2.920","23.649","0.208","5.925","23.441","23.650","1.991","5.925","-624.898","8.669","-80.827","69.136","0.157","0.000","0.157","4","0.000","0.995","21.989","3.452","Reverse supported roadworks transition:(0.04, 1.00, -0.08)"
"StreetLoopReverse-roam-opposite-yes","original-36-1.7","2.020","34.958","0.262","5.824","34.696","34.989","3.333","5.825","-624.843","8.870","-78.819","71.143","0.486","0.000","-0.370","4","0.000","0.979","32.926","5.727","Reverse supported roadworks transition:(0.06, 0.98, -0.17)"
"StreetLoopReverse-roam-opposite-yes","tourer-12--4.7","5.900","11.819","0.773","5.711","11.046","11.824","1.027","5.712","-631.408","8.872","-80.351","69.720","0.089","0.000","-0.236","4","0.000","0.992","11.366","1.536","Reverse supported roadworks transition:(-0.07, 0.99, -0.10)"
"StreetLoopReverse-roam-opposite-yes","tourer-12--4.7","6.760","9.096","0.691","4.336","8.405","9.102","1.328","4.351","-631.739","9.415","-76.332","73.743","1.000","0.000","-0.369","3","0.000","0.951","8.696","4.259","Reverse supported roadworks transition:(-0.26, 0.95, -0.15)"
"StreetLoopReverse-roam-opposite-yes","tourer-12--4.7","7.400","5.588","0.471","5.836","5.117","5.598","1.016","5.851","-632.022","9.559","-74.776","75.304","1.000","0.000","-0.391","3","0.000","0.902","8.885","5.811","Reverse supported roadworks transition:(-0.41, 0.90, -0.14)"
"StreetLoopReverse-roam-opposite-yes","tourer-12-1.7","5.860","11.842","0.053","5.502","11.789","11.845","0.845","5.503","-624.891","8.804","-80.730","69.234","0.077","0.000","0.210","4","0.000","0.994","11.709","0.782","Reverse supported roadworks transition:(0.00, 0.99, -0.17)"
"StreetLoopReverse-roam-opposite-yes","tourer-12-1.7","6.620","7.998","0.533","4.237","7.465","8.001","1.356","4.249","-624.736","9.190","-77.725","72.235","1.000","0.000","-0.353","3","0.000","0.967","8.941","4.244","Reverse supported roadworks transition:(0.22, 0.97, -0.12)"
"StreetLoopReverse-roam-opposite-yes","tourer-12-1.7","7.180","4.674","0.146","4.437","4.528","4.683","0.871","4.453","-624.490","9.277","-76.669","73.287","1.000","0.000","0.350","4","0.000","0.937","9.323","2.924","Reverse supported roadworks transition:(0.07, -0.14, -0.99)"
"StreetLoopReverse-roam-opposite-yes","tourer-24-1.7","2.840","23.690","0.082","5.662","23.608","23.691","1.508","5.663","-624.878","8.597","-82.722","67.241","0.073","0.000","0.050","4","0.000","0.999","14.974","4.356","Reverse supported roadworks transition:(0.00, 0.99, -0.14)"
"StreetLoopReverse-roam-opposite-yes","tourer-36--4.7","2.140","34.575","1.047","4.990","33.528","34.612","4.749","5.019","-631.764","9.682","-74.809","75.267","0.701","0.000","-0.455","3","0.000","0.953","6.132","6.250","Reverse supported roadworks transition:(-0.23, 0.96, -0.18)"
"StreetLoopReverse-roam-opposite-yes","tourer-36-1.7","2.140","34.584","1.048","4.937","33.536","34.624","5.041","4.970","-624.684","9.666","-74.684","75.275","0.698","0.000","0.449","3","0.000","0.950","6.102","6.864","Reverse supported roadworks transition:(0.25, 0.95, -0.17)"
