"Mode","Case","Time","Before","At","AfterHalfSecond","Drop","VelocityBefore","VelocityAt","VelocityAfter","X","Y","Z","Travel","Throttle","Brake","Steering","Grounded","Water","Up","Lift","Torque","Contact"
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.400","27.070","26.015","-5.850","1.0549999999999997","39.013","38.970","38.213","-632.000","18.148","-51.167","98.909","1.000","0.000","-0.500","0","0.000","-0.663","0.000","2.386",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.420","26.015","24.919","-6.796","1.096","38.970","38.928","38.196","-631.991","18.257","-50.394","99.682","1.000","0.000","-0.500","0","0.000","-0.644","0.000","2.257",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.440","24.919","23.785","-7.664","1.1340000000000003","38.928","38.886","38.180","-631.983","18.363","-49.622","100.454","1.000","0.000","-0.500","0","0.000","-0.623","0.000","2.142",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.460","23.785","22.612","-8.449","1.1730000000000018","38.886","38.846","38.164","-631.974","18.466","-48.851","101.225","1.000","0.000","-0.500","0","0.000","-0.601","0.000","2.042",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.480","22.612","21.404","-9.146","1.2079999999999984","38.846","38.807","38.150","-631.967","18.564","-48.080","101.995","1.000","0.000","-0.500","0","0.000","-0.576","0.000","1.955",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.500","21.404","20.162","-9.750","1.2420000000000009","38.807","38.769","38.137","-631.959","18.660","-47.310","102.765","1.000","0.000","-0.500","0","0.000","-0.550","0.000","1.883",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.520","20.162","18.888","-10.258","1.2739999999999974","38.769","38.731","38.125","-631.952","18.752","-46.541","103.534","1.000","0.000","-0.500","0","0.000","-0.523","0.000","1.823",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.540","18.888","17.586","-10.667","1.3020000000000032","38.731","38.695","38.114","-631.945","18.840","-45.773","104.302","1.000","0.000","-0.500","0","0.000","-0.493","0.000","1.776",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.560","17.586","16.257","-10.974","1.328999999999997","38.695","38.660","38.104","-631.938","18.925","-45.005","105.069","1.000","0.000","-0.500","0","0.000","-0.462","0.000","1.740",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.580","16.257","14.907","-11.177","1.3500000000000014","38.660","38.625","38.095","-631.932","19.007","-44.238","105.836","1.000","0.000","-0.500","0","0.000","-0.430","0.000","1.714",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.600","14.907","13.537","-11.275","1.3699999999999992","38.625","38.592","38.087","-631.926","19.085","-43.473","106.602","1.000","0.000","-0.500","0","0.000","-0.397","0.000","1.696",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.620","13.537","12.152","-11.267","1.3850000000000016","38.592","38.560","38.080","-631.921","19.159","-42.708","107.366","1.000","0.000","-0.500","0","0.000","-0.362","0.000","1.686",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.640","12.152","10.757","-11.155","1.3949999999999996","38.560","38.528","38.074","-631.916","19.229","-41.943","108.130","1.000","0.000","-0.500","0","0.000","-0.326","0.000","1.681",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.660","10.757","9.356","-10.939","1.4009999999999998","38.528","38.498","38.069","-631.911","19.296","-41.180","108.894","1.000","0.000","-0.500","0","0.000","-0.288","0.000","1.681",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.680","9.356","7.955","-10.621","1.4009999999999998","38.498","38.469","38.065","-631.907","19.360","-40.417","109.656","1.000","0.000","-0.500","0","0.000","-0.250","0.000","1.684",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.700","7.955","6.558","-10.204","1.3970000000000002","38.469","38.440","38.062","-631.903","19.419","-39.656","110.417","1.000","0.000","-0.500","0","0.000","-0.211","0.000","1.689",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.720","6.558","5.170","-9.691","1.388","38.440","38.413","38.060","-631.900","19.475","-38.895","111.178","1.000","0.000","-0.500","0","0.000","-0.171","0.000","1.695",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.740","5.170","3.799","-9.086","1.371","38.413","38.387","38.059","-631.898","19.527","-38.135","111.938","1.000","0.000","-0.500","0","0.000","-0.130","0.000","1.702",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.760","3.799","2.450","-8.394","1.3489999999999998","38.387","38.362","38.059","-631.896","19.576","-37.376","112.697","1.000","0.000","-0.500","0","0.000","-0.089","0.000","1.708",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.780","2.450","1.129","-7.619","1.3210000000000002","38.362","38.337","38.060","-631.895","19.621","-36.617","113.455","1.000","0.000","-0.500","0","0.000","-0.047","0.000","1.713",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.800","1.129","-0.158","-6.767","1.287","38.337","38.314","38.062","-631.894","19.661","-35.860","114.213","1.000","0.000","-0.500","0","0.000","-0.005","0.000","1.717",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.820","-0.158","-1.404","-5.844","1.246","38.314","38.292","38.065","-631.894","19.698","-35.103","114.970","1.000","0.000","-0.500","0","0.000","0.038","0.000","1.719",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.840","-1.404","-2.602","-4.856","1.198","38.292","38.271","38.069","-631.895","19.731","-34.347","115.726","1.000","0.000","-0.500","0","0.000","0.081","0.000","1.720",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.860","-2.602","-3.747","-3.809","1.145","38.271","38.250","38.074","-631.897","19.761","-33.591","116.481","1.000","0.000","0.500","0","0.000","0.124","0.000","1.720",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.880","-3.747","-4.832","-2.711","1.085","38.250","38.231","38.080","-631.899","19.786","-32.836","117.236","1.000","0.000","0.500","0","0.000","0.166","0.000","1.718",""
"high-ForestLoopReverse-roam-no","atv-43--4.7","2.900","-4.832","-5.850","-1.568","1.0179999999999998","38.231","38.213","38.087","-631.903","19.807","-32.082","117.990","1.000","0.000","0.500","0","0.000","0.209","0.000","1.716",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.840","21.438","20.424","-8.567","1.0139999999999993","38.887","38.869","38.761","-625.416","18.475","-33.479","116.487","1.000","0.000","0.500","0","0.000","-0.546","0.000","1.726",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.860","20.424","19.382","-9.473","1.041999999999998","38.869","38.853","38.770","-625.437","18.483","-32.702","117.264","1.000","0.000","0.500","0","0.000","-0.521","0.000","1.754",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.880","19.382","18.311","-10.322","1.0710000000000015","38.853","38.838","38.779","-625.457","18.487","-31.925","118.041","1.000","0.000","0.500","0","0.000","-0.495","0.000","1.782",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.900","18.311","17.214","-11.109","1.0970000000000013","38.838","38.824","38.789","-625.477","18.487","-31.149","118.817","1.000","0.000","0.500","0","0.000","-0.468","0.000","1.810",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.920","17.214","16.092","-11.829","1.1219999999999999","38.824","38.810","38.801","-625.497","18.484","-30.373","119.593","1.000","0.000","0.500","0","0.000","-0.440","0.000","1.836",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.940","16.092","14.946","-12.481","1.145999999999999","38.810","38.798","38.813","-625.516","18.478","-29.598","120.368","1.000","0.000","0.500","0","0.000","-0.411","0.000","1.860",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.960","14.946","13.779","-13.060","1.1669999999999998","38.798","38.787","38.826","-625.536","18.467","-28.824","121.143","1.000","0.000","0.500","0","0.000","-0.381","0.000","1.883",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","2.980","13.779","12.592","-13.565","1.1869999999999994","38.787","38.776","38.841","-625.555","18.453","-28.050","121.917","1.000","0.000","0.500","0","0.000","-0.350","0.000","1.904",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.000","12.592","11.387","-13.992","1.205","38.776","38.767","38.856","-625.575","18.436","-27.276","122.691","1.000","0.000","0.500","0","0.000","-0.319","0.000","1.922",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.020","11.387","10.167","-14.340","1.2200000000000006","38.767","38.759","38.872","-625.594","18.414","-26.503","123.464","1.000","0.000","0.500","0","0.000","-0.286","0.000","1.937",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.040","10.167","8.935","-14.607","1.2319999999999993","38.759","38.752","38.889","-625.612","18.389","-25.731","124.236","1.000","0.000","0.500","0","0.000","-0.252","0.000","1.950",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.060","8.935","7.693","-14.794","1.2420000000000009","38.752","38.745","38.908","-625.631","18.361","-24.960","125.008","1.000","0.000","0.500","0","0.000","-0.218","0.000","1.959",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.080","7.693","6.445","-14.899","1.2479999999999993","38.745","38.740","38.927","-625.649","18.328","-24.189","125.779","1.000","0.000","0.500","0","0.000","-0.182","0.000","1.966",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.100","6.445","5.194","-14.923","1.2510000000000003","38.740","38.736","38.947","-625.667","18.292","-23.419","126.550","1.000","0.000","0.500","0","0.000","-0.146","0.000","1.968",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.120","5.194","3.943","-14.866","1.251","38.736","38.732","38.968","-625.685","18.252","-22.649","127.319","1.000","0.000","0.500","0","0.000","-0.109","0.000","1.967",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.140","3.943","2.698","-14.731","1.245","38.732","38.730","38.990","-625.702","18.209","-21.880","128.089","1.000","0.000","0.500","0","0.000","-0.072","0.000","1.962",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.160","2.698","1.460","-14.518","1.238","38.730","38.729","39.012","-625.719","18.162","-21.111","128.857","1.000","0.000","0.500","0","0.000","-0.034","0.000","1.953",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.180","1.460","0.235","-14.229","1.225","38.729","38.728","39.036","-625.736","18.111","-20.344","129.625","1.000","0.000","-0.500","0","0.000","0.005","0.000","1.941",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.200","0.235","-0.973","-13.869","1.208","38.728","38.729","39.061","-625.752","18.056","-19.576","130.393","1.000","0.000","-0.500","0","0.000","0.044","0.000","1.924",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.220","-0.973","-2.159","-13.439","1.186","38.729","38.731","39.087","-625.767","17.998","-18.810","131.159","1.000","0.000","-0.500","0","0.000","0.083","0.000","1.903",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.240","-2.159","-3.319","-12.943","1.1600000000000001","38.731","38.733","39.113","-625.783","17.935","-18.044","131.925","1.000","0.000","-0.500","0","0.000","0.123","0.000","1.878",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.260","-3.319","-4.449","-12.386","1.13","38.733","38.737","39.141","-625.797","17.869","-17.279","132.691","1.000","0.000","-0.500","0","0.000","0.163","0.000","1.849",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.280","-4.449","-5.543","-11.770","1.0940000000000003","38.737","38.741","39.169","-625.812","17.799","-16.514","133.455","1.000","0.000","-0.500","0","0.000","0.203","0.000","1.816",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.300","-5.543","-6.597","-11.101","1.0540000000000003","38.741","38.747","39.199","-625.825","17.725","-15.750","134.220","1.000","0.000","-0.500","0","0.000","0.243","0.000","1.780",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","3.320","-6.597","-7.607","-10.383","1.0099999999999998","38.747","38.754","39.229","-625.839","17.647","-14.987","134.983","1.000","0.000","-0.500","0","0.000","0.282","0.000","1.741",""
"high-ForestLoopReverse-roam-no","atv-43-1.7","4.280","8.649","6.888","4.920","1.7609999999999992","39.947","39.121","37.830","-626.157","9.086","21.426","171.396","1.000","0.000","-0.500","1","0.000","0.926","11.250","1.413","Ground_80_320:(0.000, 1.000, -0.004) separation=0.6590 impulse=829.066;Ground_80_320:(0.000, 1.000, -0.004) separation=0.5854 impulse=829.066;Ground_80_320:(0.000, 1.000, -0.004) separation=0.7312 impulse=829.066;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0626 impulse=829.066;Ground_80_320:(0.000, 1.000, -0.004) separation=0.3874 impulse=829.066;Ground_80_320:(0.000, 1.000, -0.004) separation=0.4192 impulse=829.066;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1058 impulse=829.066;"
"high-ForestLoopReverse-roam-no","atv-43-1.7","4.300","6.888","5.568","4.920","1.3200000000000003","39.121","38.713","37.830","-626.195","8.907","22.206","172.176","1.000","0.000","-0.500","1","0.000","0.972","11.250","6.386","Ground_80_320:(0.000, 1.000, -0.004) separation=1.0307 impulse=319.850;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0180 impulse=319.850;Ground_80_320:(0.000, 1.000, -0.004) separation=0.3911 impulse=319.850;Ground_80_320:(0.000, 1.000, -0.004) separation=0.6576 impulse=319.850;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0590 impulse=319.850;Ground_80_320:(0.000, 1.000, -0.004) separation=0.2801 impulse=319.850;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0644 impulse=319.850;"
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.760","10.956","9.951","-18.398","1.004999999999999","37.337","37.364","38.348","-623.170","16.139","-1.620","148.304","1.000","0.000","0.500","0","0.000","-0.414","0.000","1.430",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.780","9.951","8.930","-19.519","1.0210000000000008","37.364","37.392","38.399","-623.161","15.976","-0.889","149.035","1.000","0.000","0.500","0","0.000","-0.403","0.000","1.416",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.800","8.930","7.892","-20.624","1.0379999999999994","37.392","37.421","38.451","-623.152","15.809","-0.158","149.766","1.000","0.000","0.500","0","0.000","-0.392","0.000","1.403",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.820","7.892","6.839","-21.712","1.053","37.421","37.451","38.504","-623.143","15.639","0.573","150.496","1.000","0.000","0.500","0","0.000","-0.380","0.000","1.391",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.840","6.839","5.771","-22.781","1.0680000000000005","37.451","37.482","38.558","-623.135","15.465","1.303","151.226","1.000","0.000","0.500","0","0.000","-0.367","0.000","1.379",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.860","5.771","4.688","-23.828","1.0830000000000002","37.482","37.514","38.612","-623.126","15.287","2.033","151.956","1.000","0.000","0.500","0","0.000","-0.354","0.000","1.369",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.880","4.688","3.592","-24.794","1.0959999999999996","37.514","37.547","38.634","-623.117","15.106","2.763","152.685","1.000","0.000","0.500","0","0.000","-0.340","0.000","1.359",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.900","3.592","2.483","-22.810","1.109","37.547","37.581","37.010","-623.108","14.921","3.492","153.414","1.000","0.000","0.500","0","0.000","-0.326","0.000","1.350",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.920","2.483","1.362","-22.025","1.121","37.581","37.616","36.318","-623.099","14.732","4.220","154.142","1.000","0.000","0.500","0","0.000","-0.311","0.000","1.341",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.940","1.362","0.230","-21.529","1.1320000000000001","37.616","37.651","36.032","-623.090","14.539","4.948","154.870","1.000","0.000","0.500","0","0.000","-0.295","0.000","1.333",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.960","0.230","-0.912","-20.967","1.1420000000000001","37.651","37.688","35.890","-623.081","14.343","5.676","155.598","1.000","0.000","0.500","0","0.000","-0.279","0.000","1.325",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","3.980","-0.912","-2.063","-19.822","1.1510000000000002","37.688","37.726","35.107","-623.072","14.143","6.403","156.325","1.000","0.000","0.500","0","0.000","-0.262","0.000","1.318",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.000","-2.063","-3.222","-18.832","1.1589999999999998","37.726","37.764","34.120","-623.063","13.940","7.130","157.051","1.000","0.000","0.500","0","0.000","-0.245","0.000","1.311",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.020","-3.222","-4.388","-18.592","1.166","37.764","37.804","33.915","-623.054","13.732","7.856","157.777","1.000","0.000","0.500","0","0.000","-0.227","0.000","1.304",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.040","-4.388","-5.559","-18.442","1.1710000000000003","37.804","37.844","33.837","-623.045","13.522","8.582","158.503","1.000","0.000","0.500","0","0.000","-0.208","0.000","1.297",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.060","-5.559","-6.734","-18.310","1.1749999999999998","37.844","37.886","33.777","-623.036","13.307","9.308","159.228","1.000","0.000","0.500","0","0.000","-0.189","0.000","1.291",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.080","-6.734","-7.913","-18.187","1.1790000000000003","37.886","37.928","33.724","-623.027","13.089","10.032","159.952","1.000","0.000","0.500","0","0.000","-0.170","0.000","1.284",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.100","-7.913","-9.092","-18.066","1.1790000000000003","37.928","37.971","33.671","-623.018","12.867","10.757","160.677","1.000","0.000","0.500","0","0.000","-0.150","0.000","1.277",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.120","-9.092","-10.272","-17.945","1.1799999999999997","37.971","38.015","33.618","-623.008","12.641","11.481","161.400","1.000","0.000","0.500","0","0.000","-0.129","0.000","1.270",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.140","-10.272","-11.451","-17.828","1.1790000000000003","38.015","38.060","33.565","-622.999","12.412","12.204","162.123","1.000","0.000","0.500","0","0.000","-0.108","0.000","1.264",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.160","-11.451","-12.626","-17.712","1.174999999999999","38.060","38.106","33.512","-622.990","12.179","12.927","162.846","1.000","0.000","0.500","0","0.000","-0.087","0.000","1.256",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.180","-12.626","-13.797","-17.594","1.1710000000000012","38.106","38.152","33.460","-622.981","11.942","13.649","163.568","1.000","0.000","0.500","0","0.000","-0.065","0.000","1.249",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.200","-13.797","-14.961","-17.477","1.1639999999999997","38.152","38.200","33.405","-622.971","11.701","14.371","164.289","1.000","0.000","0.500","0","0.000","-0.043","0.000","1.241",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.220","-14.961","-16.117","-17.360","1.1560000000000006","38.200","38.249","33.353","-622.962","11.457","15.092","165.010","1.000","0.000","0.500","0","0.000","-0.020","0.000","1.233",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.240","-16.117","-17.263","-17.240","1.1460000000000008","38.249","38.298","33.301","-622.953","11.209","15.813","165.731","1.000","0.000","0.500","0","0.000","0.002","0.000","1.225",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.260","-17.263","-18.398","-17.120","1.134999999999998","38.298","38.348","33.247","-622.943","10.958","16.533","166.451","1.000","0.000","0.500","0","0.000","0.026","0.000","1.216",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.280","-18.398","-19.519","-16.890","1.1209999999999987","38.348","38.399","33.115","-622.933","10.702","17.253","167.170","1.000","0.000","0.500","0","0.000","0.049","0.000","1.207",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.300","-19.519","-20.624","-16.804","1.1050000000000004","38.399","38.451","33.100","-622.924","10.443","17.972","167.889","1.000","0.000","0.500","0","0.000","0.073","0.000","1.197",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.320","-20.624","-21.712","-16.717","1.088000000000001","38.451","38.504","33.085","-622.914","10.180","18.691","168.608","1.000","0.000","0.500","0","0.000","0.097","0.000","1.186",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.340","-21.712","-22.781","-16.628","1.068999999999999","38.504","38.558","33.072","-622.904","9.914","19.409","169.325","1.000","0.000","0.500","0","0.000","0.122","0.000","1.175",""
"high-ForestLoopReverse-roam-no","moto-43-1.7","4.360","-22.781","-23.828","-16.506","1.0470000000000006","38.558","38.612","33.024","-622.894","9.643","20.126","170.042","1.000","0.000","0.500","0","0.000","0.146","0.000","1.164","Ground_80_320:(0.001, 1.000, -0.004) separation=0.7132 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.6880 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.6191 impulse=0.000;"
"high-ForestLoopReverse-roam-yes","atv-43--3","1.520","42.146","40.472","39.317","1.6739999999999995","42.208","40.595","39.518","-630.142","8.803","-49.672","64.627","0.289","0.000","0.119","4","0.000","0.986","34.457","16.240","Ground_80_320:(0.000, 1.000, -0.004) separation=0.4475 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1937 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1933 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.4479 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1935 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.1936 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=0.0830 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0400 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=0.0832 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0401 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0352 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.984, 0.178) separation=-0.0350 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0185 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.222, 0.953, 0.208) separation=-0.4771 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.222, 0.953, 0.208) separation=-0.4771 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.3730 impulse=2072.075;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.3730 impulse=2072.075;"
"high-ForestLoopReverse-roam-yes","atv-43--4.7","4.400","-17.997","-19.549","-20.665","1.5519999999999996","38.575","37.269","35.285","-640.238","7.828","-155.925","170.699","1.000","0.000","0.500","1","0.000","0.977","11.250","0.721","Ground_80_240:(-0.050, 0.999, -0.004) separation=0.6600 impulse=432.866;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.1945 impulse=432.866;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.3036 impulse=432.866;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.4109 impulse=432.866;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.2516 impulse=432.866;Ground_80_240:(-0.050, 0.999, -0.004) separation=0.3749 impulse=432.866;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2589 impulse=920.782;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2589 impulse=920.782;Ground_0_240:(-0.014, 1.000, -0.004) separation=0.2589 impulse=920.782;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.7728 impulse=920.782;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.7044 impulse=920.782;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.6211 impulse=920.782;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.7019 impulse=920.782;Ground_0_240:(-0.014, 1.000, -0.003) separation=0.5176 impulse=920.782;"
