NONBODY original Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
atv paint=0: activeRenderers=20; materials=6; triangles=8820; colliders=1; size=(1.45, 0.65, 2.35); center=(0.00, 0.05, 0.00); mass=340; com=(0.00, -0.28, 0.00)
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
atv paint=1: activeRenderers=20; materials=6; triangles=8820; colliders=1; size=(1.45, 0.65, 2.35); center=(0.00, 0.05, 0.00); mass=340; com=(0.00, -0.28, 0.00)
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
atv paint=2: activeRenderers=20; materials=6; triangles=8820; colliders=1; size=(1.45, 0.65, 2.35); center=(0.00, 0.05, 0.00); mass=340; com=(0.00, -0.28, 0.00)
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
atv paint=3: activeRenderers=20; materials=6; triangles=8820; colliders=1; size=(1.45, 0.65, 2.35); center=(0.00, 0.05, 0.00); mass=340; com=(0.00, -0.28, 0.00)
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
atv paint=4: activeRenderers=20; materials=6; triangles=8820; colliders=1; size=(1.45, 0.65, 2.35); center=(0.00, 0.05, 0.00); mass=340; com=(0.00, -0.28, 0.00)
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
atv paint=5: activeRenderers=20; materials=6; triangles=8820; colliders=1; size=(1.45, 0.65, 2.35); center=(0.00, 0.05, 0.00); mass=340; com=(0.00, -0.28, 0.00)
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
NONBODY atv Water ripple LineRenderer material=Universal Render Pipeline/Unlit base=RGBA(0.000, 0.000, 0.000, 0.000) color=RGBA(0.000, 0.000, 0.000, 0.000) has=True
atv paint=6: activeRenderers=20; materials=6; triangles=8820; colliders=1; size=(1.45, 0.65, 2.35); center=(0.00, 0.05, 0.00); mass=340; com=(0.00, -0.28, 0.00)
