time,scope,body,paint,revision,x,z,recycles,recoveries
96.03,extension,Wagon / SUV,5,3,500.68,-680.91,0,0
96.03,extension,Sedan,7,2,506.68,-604.99,0,0
96.03,local,Wagon / SUV,8,1,321.73,494.87,0,0
96.53,extension,Sedan,1,2,-919.06,-547.02,0,0
96.53,local,Wagon / SUV,0,1,-136.10,527.04,0,0
96.53,local,Van,7,1,-252.34,-580.60,0,0
96.53,highway,Pickup,8,3,-288.35,532.53,2,0
96.53,extension,Pickup,2,3,-828.12,-553.02,0,0
96.53,extension,Wagon / SUV,6,3,-749.06,-547.02,0,0
96.53,highway,Van,2,2,-596.09,539.56,2,0
96.53,highway,Sedan,5,2,-624.52,460.53,2,0
96.53,highway,Pickup,7,3,-477.79,534.83,3,0
96.53,extension,Wagon / SUV,3,3,-973.92,541.93,0,0
96.53,extension,Wagon / SUV,8,3,-998.12,-553.02,0,0
96.53,extension,Pickup,5,3,506.68,-767.48,0,0
96.53,extension,Wagon / SUV,6,4,-803.92,541.93,0,0
96.53,highway,Wagon / SUV,3,3,72.39,534.34,2,0
96.53,highway,Sedan,0,3,169.49,547.22,2,0
96.53,highway,Van,2,3,-472.36,538.86,2,0
96.53,highway,Pickup,6,3,-98.51,522.95,2,0
96.53,highway,Sedan,8,2,243.65,553.90,2,0
96.53,highway,Sedan,0,3,233.26,562.80,3,0
96.53,highway,Wagon / SUV,2,3,-330.00,537.85,2,0
96.53,highway,Sedan,0,3,33.70,528.72,2,0
96.53,highway,Sedan,3,3,-504.82,544.37,2,0
96.53,extension,Sedan,4,3,500.68,-858.42,0,0
96.53,extension,Sedan,3,4,-1052.98,535.93,0,0
96.53,extension,Van,2,5,513.81,558.39,0,0
96.53,highway,Van,6,2,-609.14,528.17,2,0
96.53,extension,Sedan,1,3,-882.98,535.93,0,0
96.53,highway,Wagon / SUV,5,2,302.23,557.61,2,0
96.53,extension,Sedan,0,5,683.81,558.39,0,0
96.53,local,Van,6,1,184.62,-309.96,0,0
96.53,highway,Van,7,2,320.48,542.86,2,0
96.53,extension,Pickup,4,5,762.87,564.39,0,0
96.53,extension,Sedan,6,5,592.87,564.39,0,0
96.53,extension,Wagon / SUV,5,3,500.68,-688.42,0,0
96.53,extension,Sedan,7,3,506.68,-937.48,0,0
96.53,local,Wagon / SUV,8,1,321.89,502.65,0,0
97.03,extension,Sedan,1,2,-926.57,-547.02,0,0
97.03,local,Wagon / SUV,0,1,-122.10,527.04,0,0
97.03,local,Van,7,1,-244.22,-581.61,0,0
97.03,highway,Pickup,8,3,-302.69,532.90,2,0
97.03,extension,Pickup,2,3,-820.61,-553.02,0,0
97.03,extension,Wagon / SUV,6,3,-756.57,-547.02,0,0
97.03,highway,Van,2,2,-600.47,537.48,2,0
97.03,highway,Sedan,5,2,-626.62,452.40,2,0
97.03,highway,Pickup,7,3,-463.80,534.39,3,0
97.03,extension,Wagon / SUV,3,3,-981.43,541.93,0,0
97.03,extension,Wagon / SUV,8,3,-990.61,-553.02,0,0
97.03,extension,Pickup,5,3,506.68,-759.97,0,0
97.03,extension,Wagon / SUV,6,4,-811.43,541.93,0,0
97.03,highway,Wagon / SUV,3,3,85.02,537.20,2,0
97.03,highway,Sedan,0,3,183.39,548.95,2,0
97.03,highway,Van,2,3,-486.71,539.37,2,0
97.03,highway,Pickup,6,3,-85.23,522.95,2,0
97.03,highway,Sedan,8,2,253.78,555.57,2,0
97.03,highway,Sedan,0,3,221.09,561.60,3,0
97.03,highway,Wagon / SUV,2,3,-343.63,538.32,2,0
97.03,highway,Sedan,0,3,45.96,530.78,2,0
97.03,highway,Sedan,3,3,-518.42,545.23,2,0
97.03,extension,Sedan,4,3,500.68,-865.93,0,0
97.03,extension,Sedan,3,4,-1045.47,535.93,0,0
97.03,extension,Van,2,5,521.32,558.39,0,0
97.03,highway,Van,6,2,-610.80,520.53,2,0
97.03,extension,Sedan,1,3,-875.47,535.93,0,0
97.03,highway,Wagon / SUV,5,2,306.01,557.19,2,0
97.03,extension,Sedan,0,5,691.32,558.39,0,0
97.03,local,Van,6,1,177.54,-306.96,0,0
97.03,highway,Sedan,5,3,-573.73,537.04,3,0
97.03,extension,Pickup,4,5,755.36,564.39,0,0
97.03,extension,Sedan,6,5,585.36,564.39,0,0
97.03,extension,Wagon / SUV,5,3,500.68,-695.93,0,0
97.03,extension,Sedan,7,3,506.68,-929.97,0,0
97.03,local,Wagon / SUV,8,1,322.13,510.43,0,0
97.53,extension,Sedan,1,2,-934.07,-547.02,0,0
97.53,local,Wagon / SUV,0,1,-108.11,527.04,0,0
97.53,local,Van,7,1,-236.06,-582.50,0,0
97.53,highway,Pickup,8,3,-317.02,533.33,2,0
97.53,extension,Pickup,2,3,-813.11,-553.02,0,0
97.53,extension,Wagon / SUV,6,3,-764.07,-547.02,0,0
97.53,highway,Van,2,2,-604.18,534.52,2,0
97.53,highway,Sedan,5,2,-628.44,444.20,2,0
97.53,highway,Pickup,7,3,-449.84,533.99,3,0
97.53,extension,Wagon / SUV,3,3,-988.93,541.93,0,0
97.53,extension,Wagon / SUV,8,3,-983.11,-553.02,0,0
97.53,extension,Pickup,5,3,506.68,-752.47,0,0
97.53,extension,Wagon / SUV,6,4,-818.93,541.93,0,0
97.53,highway,Wagon / SUV,3,3,98.12,538.73,2,0
97.53,highway,Sedan,0,3,197.23,550.95,2,0
97.53,highway,Van,2,3,-501.03,540.04,2,0
97.53,highway,Pickup,6,3,-71.96,522.92,2,0
97.53,highway,Sedan,8,2,262.81,557.01,2,0
97.53,highway,Sedan,0,3,208.02,560.38,3,0
97.53,highway,Wagon / SUV,2,3,-357.25,538.80,2,0
97.53,highway,Sedan,0,3,58.20,534.15,2,0
97.53,highway,Sedan,3,3,-532.01,546.15,2,0
97.53,extension,Sedan,4,3,500.68,-873.43,0,0
97.53,extension,Sedan,3,4,-1037.97,535.93,0,0
97.53,extension,Van,2,5,528.82,558.39,0,0
97.53,highway,Van,6,2,-611.37,512.53,2,0
97.53,extension,Sedan,1,3,-867.97,535.93,0,0
97.53,highway,Wagon / SUV,5,2,310.07,556.63,2,0
97.53,extension,Sedan,0,5,698.82,558.39,0,0
97.53,local,Van,6,1,170.42,-304.15,0,0
97.53,highway,Sedan,5,3,-561.37,537.14,3,0
97.53,extension,Pickup,4,5,747.86,564.39,0,0
97.53,extension,Sedan,6,5,577.86,564.39,0,0
97.53,extension,Wagon / SUV,5,3,500.68,-703.43,0,0
97.53,extension,Sedan,7,3,506.68,-922.47,0,0
97.53,local,Wagon / SUV,8,1,322.41,518.22,0,0
98.03,extension,Sedan,1,2,-941.58,-547.02,0,0
98.03,local,Wagon / SUV,0,1,-94.10,527.05,0,0
98.03,local,Van,7,1,-227.83,-583.26,0,0
98.03,highway,Pickup,8,3,-331.38,533.79,2,0
98.03,extension,Pickup,2,3,-805.60,-553.02,0,0
98.03,extension,Wagon / SUV,6,3,-771.58,-547.02,0,0
98.03,highway,Van,2,2,-607.20,530.35,2,0
98.03,highway,Sedan,5,2,249.87,562.91,3,0
98.03,highway,Pickup,7,3,-435.85,533.54,3,0
98.03,extension,Wagon / SUV,3,3,-996.44,541.93,0,0
98.03,extension,Wagon / SUV,8,3,-975.60,-553.02,0,0
98.03,extension,Pickup,5,3,506.68,-744.95,0,0
98.03,extension,Wagon / SUV,6,4,-826.44,541.93,0,0
98.03,highway,Wagon / SUV,3,3,111.36,539.42,2,0
98.03,highway,Sedan,0,3,211.09,553.07,2,0
98.03,highway,Van,2,3,-515.35,540.91,2,0
98.03,highway,Pickup,6,3,-58.67,522.86,2,0
98.03,highway,Sedan,8,2,271.08,558.12,2,0
98.03,highway,Sedan,0,3,194.57,558.95,3,0
98.03,highway,Wagon / SUV,2,3,-370.90,539.30,2,0
98.03,highway,Sedan,0,3,70.11,537.89,2,0
98.03,highway,Sedan,3,3,-545.63,547.02,2,0
98.03,extension,Sedan,4,3,500.68,-880.94,0,0
98.03,extension,Sedan,3,4,-1030.46,535.93,0,0
98.03,extension,Van,2,5,536.33,558.39,0,0
98.03,highway,Van,6,2,-611.87,504.58,2,0
98.03,extension,Sedan,1,3,-860.46,535.93,0,0
98.03,highway,Wagon / SUV,5,2,313.66,555.49,2,0
98.03,extension,Sedan,0,5,706.33,558.39,0,0
98.03,local,Van,6,1,163.25,-301.51,0,0
98.03,highway,Sedan,5,3,-548.39,535.89,3,0
98.03,extension,Pickup,4,5,740.35,564.39,0,0
98.03,extension,Sedan,6,5,570.35,564.39,0,0
98.03,extension,Wagon / SUV,5,3,500.68,-710.94,0,0
98.03,extension,Sedan,7,3,506.68,-914.95,0,0
98.03,local,Wagon / SUV,8,1,322.67,526.03,0,0
98.53,extension,Sedan,1,2,-949.09,-547.02,0,0
98.53,local,Wagon / SUV,0,1,-80.11,527.04,0,0
98.53,local,Van,7,1,-219.54,-583.88,0,0
98.53,highway,Pickup,8,3,-345.72,534.28,2,0
98.53,extension,Pickup,2,3,-798.09,-553.02,0,0
98.53,extension,Wagon / SUV,6,3,-779.09,-547.02,0,0
98.53,highway,Van,2,2,-609.46,524.53,2,0
98.53,highway,Sedan,5,2,238.39,561.68,3,0
98.53,highway,Pickup,7,3,-421.89,533.05,3,0
98.53,extension,Wagon / SUV,3,3,-1003.95,541.93,0,0
98.53,extension,Wagon / SUV,8,3,-968.09,-553.02,0,0
98.53,extension,Pickup,5,3,506.68,-737.45,0,0
98.53,extension,Wagon / SUV,6,4,-833.95,541.93,0,0
98.53,highway,Wagon / SUV,3,3,124.62,539.89,2,0
98.53,highway,Sedan,0,3,224.73,555.14,2,0
98.53,highway,Van,2,3,-529.66,541.87,2,0
98.53,highway,Pickup,6,3,-45.40,522.78,2,0
98.53,highway,Sedan,8,2,278.92,558.83,2,0
98.53,highway,Sedan,0,3,181.09,557.24,3,0
98.53,highway,Wagon / SUV,2,3,-384.52,539.81,2,0
98.53,highway,Sedan,0,3,82.86,540.93,2,0
98.53,highway,Sedan,3,3,-558.50,547.60,2,0
98.53,extension,Sedan,4,3,500.68,-888.45,0,0
98.53,extension,Sedan,3,4,-1022.95,535.93,0,0
98.53,extension,Van,2,5,543.84,558.39,0,0
98.53,highway,Van,6,2,-613.13,496.70,2,0
98.53,extension,Sedan,1,3,-852.95,535.93,0,0
98.53,highway,Wagon / SUV,5,2,317.31,552.57,2,0
98.53,extension,Sedan,0,5,713.84,558.39,0,0
98.53,local,Van,6,1,156.02,-299.01,0,0
98.53,highway,Sedan,5,3,-535.25,534.34,3,0
98.53,extension,Pickup,4,5,732.84,564.39,0,0
98.53,extension,Sedan,6,5,562.84,564.39,0,0
98.53,extension,Wagon / SUV,5,3,500.68,-718.45,0,0
98.53,extension,Sedan,7,3,506.68,-907.45,0,0
98.53,local,Wagon / SUV,8,1,322.79,533.75,0,0
99.03,extension,Sedan,1,2,-956.59,-547.02,0,0
99.03,local,Wagon / SUV,0,1,-66.11,527.00,0,0
99.03,local,Van,7,1,-211.22,-584.37,0,0
99.03,highway,Pickup,8,3,-360.07,534.80,2,0
99.03,extension,Pickup,2,3,-790.58,-553.02,0,0
99.03,extension,Wagon / SUV,6,3,-786.59,-547.02,0,0
99.03,highway,Van,2,2,-610.50,518.23,2,0
99.03,highway,Sedan,5,2,226.17,559.98,3,0
99.03,highway,Pickup,7,3,-407.92,532.51,3,0
99.03,extension,Wagon / SUV,3,3,-1011.45,541.93,0,0
99.03,extension,Wagon / SUV,8,3,-960.58,-553.02,0,0
99.03,extension,Pickup,5,3,506.68,-729.94,0,0
99.03,extension,Wagon / SUV,6,4,-841.45,541.93,0,0
99.03,highway,Wagon / SUV,3,3,137.88,540.50,2,0
99.03,highway,Sedan,0,3,237.43,556.94,2,0
99.03,highway,Van,2,3,-543.96,542.79,2,0
99.03,highway,Pickup,6,3,-32.13,522.70,2,0
99.03,highway,Sedan,8,2,286.67,559.03,2,0
99.03,highway,Sedan,0,3,167.59,555.48,3,0
99.03,highway,Wagon / SUV,2,3,-398.15,540.33,2,0
99.03,highway,Sedan,0,3,96.54,542.71,2,0
99.03,highway,Sedan,3,3,-569.80,547.68,2,0
99.03,extension,Sedan,4,3,500.68,-895.95,0,0
99.03,extension,Sedan,3,4,-1015.44,535.93,0,0
99.03,extension,Van,2,5,551.34,558.39,0,0
99.03,highway,Van,6,2,-615.19,489.01,2,0
99.03,extension,Sedan,1,3,-845.44,535.93,0,0
99.03,highway,Wagon / SUV,5,2,-580.10,538.76,3,0
99.03,extension,Sedan,0,5,721.34,558.39,0,0
99.03,local,Van,6,1,148.73,-296.65,0,0
99.03,highway,Sedan,5,3,-522.05,533.10,3,0
99.03,extension,Pickup,4,5,725.33,564.39,0,0
99.03,extension,Sedan,6,5,555.33,564.39,0,0
99.03,extension,Wagon / SUV,5,3,500.68,-725.95,0,0
99.03,extension,Sedan,7,3,506.68,-899.94,0,0
99.03,local,Wagon / SUV,8,1,322.66,540.26,0,0
99.53,extension,Sedan,1,2,-964.10,-547.02,0,0
99.53,local,Wagon / SUV,0,1,-52.12,526.93,0,0
99.53,local,Van,7,1,-202.85,-584.73,0,0
99.53,highway,Pickup,8,3,-374.42,535.33,2,0
99.53,extension,Pickup,2,3,-783.07,-553.02,0,0
99.53,extension,Wagon / SUV,6,3,-794.10,-547.02,0,0
99.53,highway,Van,2,2,-610.95,511.10,2,0
99.53,highway,Sedan,5,2,212.87,557.84,3,0
99.53,highway,Pickup,7,3,-393.95,531.97,3,0
99.53,extension,Wagon / SUV,3,3,-1018.96,541.93,0,0
99.53,extension,Wagon / SUV,8,3,-953.07,-553.02,0,0
99.53,extension,Pickup,5,3,506.68,-722.43,0,0
99.53,extension,Wagon / SUV,6,4,-848.96,541.93,0,0
99.53,highway,Wagon / SUV,3,3,151.13,541.38,2,0
99.53,highway,Sedan,0,3,248.81,558.27,2,0
99.53,highway,Van,2,3,-557.10,543.40,2,0
99.53,highway,Pickup,6,3,-18.85,522.67,2,0
99.53,highway,Sedan,8,2,294.02,558.68,2,0
99.53,highway,Sedan,0,3,154.05,553.98,3,0
99.53,highway,Wagon / SUV,2,3,-411.79,540.85,2,0
99.53,highway,Sedan,0,3,110.46,543.52,2,0
99.53,highway,Sedan,3,3,-579.10,547.11,2,0
99.53,extension,Sedan,4,3,500.68,-903.46,0,0
99.53,extension,Sedan,3,4,-1007.93,535.93,0,0
99.53,extension,Van,2,5,558.85,558.39,0,0
99.53,highway,Van,6,2,-617.71,481.45,2,0
99.53,extension,Sedan,1,3,-837.93,535.93,0,0
99.53,highway,Wagon / SUV,5,2,-569.57,539.84,3,0
99.53,extension,Sedan,0,5,728.85,558.39,0,0
99.53,local,Van,6,1,141.37,-294.41,0,0
99.53,highway,Sedan,5,3,-508.80,532.19,3,0
99.53,extension,Pickup,4,5,717.82,564.39,0,0
99.53,extension,Sedan,6,5,547.82,564.39,0,0
99.53,extension,Wagon / SUV,5,3,500.68,-733.46,0,0
99.53,extension,Sedan,7,3,506.68,-892.43,0,0
99.53,local,Wagon / SUV,8,1,322.24,545.50,0,0
100.03,extension,Sedan,1,2,-971.61,-547.02,0,0
100.03,local,Wagon / SUV,0,1,-38.13,526.84,0,0
100.03,local,Van,7,1,-194.47,-584.99,0,0
100.03,highway,Pickup,8,3,-388.76,535.87,2,0
100.03,extension,Pickup,2,3,-775.57,-553.02,0,0
100.03,extension,Wagon / SUV,6,3,-801.61,-547.02,0,0
100.03,highway,Van,2,2,-611.76,502.85,2,0
100.03,highway,Sedan,5,2,198.93,555.55,3,0
100.03,highway,Pickup,7,3,-379.98,531.44,3,0
100.03,extension,Wagon / SUV,3,3,-1026.47,541.93,0,0
100.03,extension,Wagon / SUV,8,3,-945.57,-553.02,0,0
100.03,extension,Pickup,5,3,506.68,-714.93,0,0
100.03,extension,Wagon / SUV,6,4,-856.47,541.93,0,0
100.03,highway,Wagon / SUV,3,3,164.35,542.56,2,0
100.03,highway,Sedan,0,3,258.92,559.10,2,0
100.03,highway,Van,2,3,-568.64,543.53,2,0
100.03,highway,Pickup,6,3,-5.58,522.74,2,0
100.03,highway,Sedan,8,2,299.61,558.08,2,0
100.03,highway,Sedan,0,3,140.47,552.86,3,0
100.03,highway,Wagon / SUV,2,3,-425.42,541.36,2,0
100.03,highway,Sedan,0,3,124.43,544.02,2,0
100.03,highway,Sedan,3,3,-586.33,545.94,2,0
100.03,extension,Sedan,4,3,500.68,-910.97,0,0
100.03,extension,Sedan,3,4,-1000.43,535.93,0,0
100.03,extension,Van,2,5,566.36,558.39,0,0
100.03,highway,Van,6,2,-620.33,473.92,2,0
100.03,extension,Sedan,1,3,-830.43,535.93,0,0
100.03,highway,Wagon / SUV,5,2,-557.82,539.84,3,0
100.03,extension,Sedan,0,5,736.36,558.39,0,0
100.03,local,Van,6,1,133.95,-292.27,0,0
100.03,highway,Sedan,5,3,-495.55,531.49,3,0
100.03,extension,Pickup,4,5,710.32,564.39,0,0
100.03,extension,Sedan,6,5,540.32,564.39,0,0
100.03,extension,Wagon / SUV,5,3,500.68,-740.97,0,0
100.03,extension,Sedan,7,3,506.68,-884.93,0,0
100.03,local,Wagon / SUV,8,1,321.62,549.45,0,0
100.54,extension,Sedan,1,2,-979.12,-547.02,0,0
100.54,local,Wagon / SUV,0,1,-24.14,526.78,0,0
100.54,local,Van,7,1,-186.07,-585.14,0,0
100.54,highway,Pickup,8,3,-403.10,536.42,2,0
100.54,extension,Pickup,2,3,-768.06,-553.02,0,0
100.54,extension,Wagon / SUV,6,3,-809.12,-547.02,0,0
100.54,highway,Van,2,2,-613.48,494.63,2,0
100.54,highway,Sedan,5,2,184.81,553.40,3,0
100.54,highway,Pickup,7,3,-366.01,530.92,3,0
100.54,extension,Wagon / SUV,3,3,-1033.97,541.93,0,0
100.54,extension,Wagon / SUV,8,3,-938.06,-553.02,0,0
100.54,extension,Pickup,5,3,506.68,-707.42,0,0
100.54,extension,Wagon / SUV,6,4,-863.97,541.93,0,0
100.54,highway,Wagon / SUV,3,3,177.54,544.07,2,0
100.54,highway,Sedan,0,3,268.00,559.51,2,0
100.54,highway,Van,2,3,-577.56,543.16,2,0
100.54,highway,Pickup,6,3,7.69,522.99,2,0
100.54,highway,Sedan,8,2,303.93,557.56,2,0
100.54,highway,Sedan,0,3,126.87,552.03,3,0
100.54,highway,Wagon / SUV,2,3,-439.05,541.86,2,0
100.54,highway,Sedan,0,3,138.40,544.66,2,0
100.54,highway,Sedan,3,3,-592.09,544.31,2,0
100.54,extension,Sedan,4,3,500.68,-918.47,0,0
100.54,extension,Sedan,3,4,-992.92,535.93,0,0
100.54,extension,Van,2,5,573.86,558.39,0,0
100.54,highway,Van,6,2,-622.80,466.34,2,0
100.54,extension,Sedan,1,3,-822.92,535.93,0,0
100.54,highway,Wagon / SUV,5,2,-544.56,539.11,3,0
100.54,extension,Sedan,0,5,743.86,558.39,0,0
100.54,local,Van,6,1,126.50,-290.21,0,0
100.54,highway,Sedan,5,3,-482.29,530.92,3,0
100.54,extension,Pickup,4,5,702.81,564.39,0,0
100.54,extension,Sedan,6,5,532.81,564.39,0,0
100.54,extension,Wagon / SUV,5,3,500.68,-748.47,0,0
100.54,extension,Sedan,7,3,506.68,-877.42,0,0
100.54,local,Wagon / SUV,8,1,320.51,553.34,0,0
101.04,extension,Sedan,1,2,-986.63,-547.02,0,0
101.04,local,Wagon / SUV,0,1,-10.15,526.81,0,0
101.04,local,Van,7,1,-177.67,-585.21,0,0
101.04,highway,Pickup,8,3,-417.45,536.96,2,0
101.04,extension,Pickup,2,3,-760.55,-553.02,0,0
101.04,extension,Wagon / SUV,6,3,-816.63,-547.02,0,0
101.04,highway,Van,2,2,-615.94,486.60,2,0
101.04,highway,Sedan,5,2,170.61,551.52,3,0
101.04,highway,Pickup,7,3,-352.04,530.41,3,0
101.04,extension,Wagon / SUV,3,3,-1041.48,541.93,0,0
101.04,extension,Wagon / SUV,8,3,-930.55,-553.02,0,0
101.04,extension,Pickup,5,3,506.68,-699.91,0,0
101.04,extension,Wagon / SUV,6,4,-871.48,541.93,0,0
101.04,highway,Wagon / SUV,3,3,190.71,545.86,2,0
101.04,highway,Sedan,0,3,276.44,559.57,2,0
101.04,highway,Van,2,3,-581.95,542.71,2,0
101.04,highway,Pickup,6,3,20.95,523.54,2,0
101.04,highway,Sedan,8,2,307.68,557.09,2,0
101.04,highway,Sedan,0,3,113.26,551.30,3,0
101.04,highway,Wagon / SUV,2,3,-452.68,542.33,2,0
101.04,highway,Sedan,0,3,152.36,545.58,2,0
101.04,highway,Sedan,3,3,-596.70,542.39,2,0
101.04,extension,Sedan,4,3,500.68,-925.98,0,0
101.04,extension,Sedan,3,4,-985.41,535.93,0,0
101.04,extension,Van,2,5,581.37,558.39,0,0
101.04,highway,Van,6,2,-625.01,458.68,2,0
101.04,extension,Sedan,1,3,-815.41,535.93,0,0
101.04,highway,Wagon / SUV,5,2,-530.74,538.06,3,0
101.04,extension,Sedan,0,5,751.37,558.39,0,0
101.04,local,Van,6,1,119.03,-288.24,0,0
101.04,highway,Sedan,5,3,-469.02,530.47,3,0
101.04,extension,Pickup,4,5,695.30,564.39,0,0
101.04,extension,Sedan,6,5,525.30,564.39,0,0
101.04,extension,Wagon / SUV,5,3,500.68,-755.98,0,0
101.04,extension,Sedan,7,3,506.68,-869.91,0,0
101.04,local,Wagon / SUV,8,1,318.73,556.63,0,0
101.54,extension,Sedan,1,2,-994.14,-547.02,0,0
101.54,local,Wagon / SUV,0,1,3.85,527.00,0,0
101.54,local,Van,7,1,-169.27,-585.19,0,0
101.54,highway,Pickup,8,3,-431.81,537.49,2,0
101.54,extension,Pickup,2,3,-753.04,-553.02,0,0
101.54,extension,Wagon / SUV,6,3,-824.14,-547.02,0,0
101.54,highway,Van,2,2,-618.70,478.66,2,0
101.54,highway,Sedan,5,2,156.35,550.01,3,0
101.54,highway,Pickup,7,3,-338.06,529.92,3,0
101.54,extension,Wagon / SUV,3,3,-1048.99,541.93,0,0
101.54,extension,Wagon / SUV,8,3,-923.04,-553.02,0,0
101.54,extension,Pickup,5,3,506.68,-692.40,0,0
101.54,extension,Wagon / SUV,6,4,-878.99,541.93,0,0
101.54,highway,Wagon / SUV,3,3,203.86,547.82,2,0
101.54,highway,Sedan,0,3,284.63,559.32,2,0
101.54,highway,Van,2,3,-585.21,542.24,2,0
101.54,highway,Pickup,6,3,33.78,524.61,2,0
101.54,highway,Sedan,8,2,311.68,556.29,2,0
101.54,highway,Sedan,0,3,99.65,550.47,3,0
101.54,highway,Wagon / SUV,2,3,-466.32,542.77,2,0
101.54,highway,Sedan,0,3,166.30,546.87,2,0
101.54,highway,Sedan,3,3,-600.86,539.88,2,0
101.54,extension,Sedan,4,3,500.68,-933.49,0,0
101.54,extension,Sedan,3,4,-977.90,535.93,0,0
101.54,extension,Van,2,5,588.88,558.39,0,0
101.54,highway,Van,6,2,-626.96,450.95,2,0
101.54,extension,Sedan,1,3,-807.90,535.93,0,0
101.54,highway,Wagon / SUV,5,2,-516.81,537.00,3,0
101.54,extension,Sedan,0,5,758.88,558.39,0,0
101.54,local,Van,6,1,111.61,-286.39,0,0
101.54,highway,Sedan,5,3,-455.75,530.08,3,0
101.54,extension,Pickup,4,5,687.79,564.39,0,0
101.54,extension,Sedan,6,5,517.79,564.39,0,0
101.54,extension,Wagon / SUV,5,3,500.68,-763.49,0,0
101.54,extension,Sedan,7,3,506.68,-862.40,0,0
101.54,local,Wagon / SUV,8,1,316.03,559.38,0,0
102.04,extension,Sedan,5,3,-661.65,-547.02,0,0
102.04,local,Wagon / SUV,0,1,17.79,527.47,0,0
102.04,local,Van,7,1,-160.87,-585.10,0,0
102.04,highway,Pickup,8,3,-446.17,538.00,2,0
102.04,extension,Pickup,2,3,-745.53,-553.02,0,0
102.04,extension,Wagon / SUV,6,3,-831.65,-547.02,0,0
102.04,highway,Van,2,2,-621.42,470.71,2,0
102.04,highway,Sedan,5,2,142.05,548.87,3,0
102.04,highway,Pickup,7,3,-324.08,529.46,3,0
102.04,extension,Wagon / SUV,3,3,-716.51,541.93,0,0
102.04,extension,Wagon / SUV,8,3,-915.53,-553.02,0,0
102.04,extension,Pickup,5,3,506.68,-684.89,0,0
102.04,extension,Wagon / SUV,6,4,-886.51,541.93,0,0
102.04,highway,Wagon / SUV,3,3,216.98,549.84,2,0
102.04,highway,Sedan,0,3,292.31,558.76,2,0
102.04,highway,Van,2,3,-588.39,541.67,2,0
102.04,highway,Pickup,6,3,46.09,526.64,2,0
102.04,highway,Sedan,8,2,315.26,554.51,2,0
102.04,highway,Sedan,0,3,86.29,549.36,3,0
102.04,highway,Wagon / SUV,2,3,-479.96,543.21,2,0
102.04,highway,Sedan,0,3,180.21,548.53,2,0
102.04,highway,Sedan,3,3,-604.40,536.67,2,0
102.04,extension,Wagon / SUV,1,4,500.68,-601.01,0,0
102.04,extension,Sedan,3,4,-970.39,535.93,0,0
102.04,extension,Van,2,5,596.40,558.39,0,0
102.04,highway,Van,6,2,247.31,564.28,3,0
102.04,extension,Sedan,1,3,-800.39,535.93,0,0
102.04,highway,Wagon / SUV,5,2,-502.84,536.06,3,0
102.04,extension,Sedan,0,5,426.40,558.39,0,0
102.04,local,Van,6,1,104.19,-284.70,0,0
102.04,highway,Sedan,5,3,-442.48,529.66,3,0
102.04,extension,Pickup,4,5,680.28,564.39,0,0
102.04,extension,Sedan,6,5,510.28,564.39,0,0
102.04,extension,Wagon / SUV,5,3,500.68,-771.01,0,0
102.04,extension,Sedan,7,3,506.68,-854.89,0,0
102.04,local,Wagon / SUV,8,1,311.16,562.15,0,0
102.54,extension,Sedan,5,3,-669.16,-547.02,0,0
102.54,local,Wagon / SUV,0,1,30.82,528.40,0,0
102.54,local,Van,7,1,-152.49,-584.93,0,0
102.54,highway,Pickup,8,3,-460.51,538.48,2,0
102.54,extension,Pickup,2,3,-738.02,-553.02,0,0
102.54,extension,Wagon / SUV,6,3,-839.16,-547.02,0,0
102.54,highway,Van,2,2,-623.91,462.68,2,0
102.54,highway,Sedan,5,2,127.74,547.99,3,0
102.54,highway,Pickup,7,3,-310.11,529.03,3,0
102.54,extension,Wagon / SUV,3,3,-724.01,541.93,0,0
102.54,extension,Wagon / SUV,8,3,-908.02,-553.02,0,0
102.54,extension,Pickup,5,3,506.68,-677.38,0,0
102.54,extension,Wagon / SUV,6,4,-894.01,541.93,0,0
102.54,highway,Wagon / SUV,3,3,229.67,551.75,2,0
102.54,highway,Sedan,0,3,298.18,558.10,2,0
102.54,highway,Van,2,3,-591.50,540.97,2,0
102.54,highway,Pickup,6,3,58.27,529.93,2,0
102.54,highway,Sedan,8,2,318.65,550.41,2,0
102.54,highway,Sedan,0,3,73.80,547.67,3,0
102.54,highway,Wagon / SUV,2,3,-493.58,543.77,2,0
102.54,highway,Sedan,0,3,194.07,550.48,2,0
102.54,highway,Sedan,3,3,-607.18,532.71,2,0
102.54,extension,Wagon / SUV,1,4,500.68,-608.51,0,0
102.54,extension,Sedan,3,4,-962.88,535.93,0,0
102.54,extension,Van,2,5,603.90,558.39,0,0
102.54,highway,Van,6,2,236.31,563.13,3,0
102.54,extension,Sedan,1,3,-792.88,535.93,0,0
102.54,highway,Wagon / SUV,5,2,-488.87,535.30,3,0
102.54,extension,Sedan,0,5,433.90,558.39,0,0
102.54,local,Van,6,1,96.78,-283.21,0,0
102.54,highway,Sedan,5,3,-429.22,529.21,3,0
102.54,extension,Pickup,4,5,672.77,564.39,0,0
102.54,extension,Sedan,6,5,502.77,564.39,0,0
102.54,extension,Wagon / SUV,5,3,500.68,-778.51,0,0
102.54,extension,Sedan,7,3,506.68,-847.38,0,0
102.54,local,Wagon / SUV,8,1,303.84,564.16,0,0
103.04,extension,Sedan,5,3,-676.66,-547.02,0,0
103.04,local,Wagon / SUV,0,1,43.18,530.19,0,0
