seconds,x,y,z,speed,station,lateral,up,wheels
0.7799997,949.3747,162.163,143.7287,6.837424,398.8434,0,0.9913803,4
0.7999997,949.497,162.1804,143.6696,6.840143,398.9803,0,0.991453,4
0.8199997,949.6194,162.1975,143.6104,6.842448,399.1173,0,0.9915153,4
0.8399997,949.7416,162.2145,143.5509,6.844404,399.2543,0,0.9915691,4
0.8599997,949.8639,162.2313,143.4913,6.846065,399.3913,0,0.9916255,4
0.8799997,949.9861,162.2481,143.4315,6.847497,399.5284,0,0.991694,4
0.8999997,950.1083,162.2647,143.3715,6.848762,399.6654,0,0.9917707,4
0.9199997,950.2305,162.2812,143.3113,6.849904,399.8026,0,0.9918526,4
0.9399996,950.3526,162.2976,143.251,6.850955,399.939,0,0.991937,4
0.9599997,950.4747,162.3138,143.1905,6.851935,400.0734,0,0.9920219,4
0.9799997,950.5967,162.3299,143.1298,6.852857,400.2106,0,0.9920989,4
0.9999996,950.7187,162.3459,143.069,6.853716,400.3478,0,0.9921623,4
1.02,950.8406,162.3619,143.0081,6.854502,400.485,0,0.9922148,4
1.04,950.9624,162.3779,142.947,6.855215,400.6222,0,0.9922586,4
1.06,951.0841,162.3939,142.8858,6.855858,400.7594,0,0.9922955,4
1.08,951.2058,162.4099,142.8244,6.856433,400.8966,0,0.9923364,4
1.1,951.3275,162.426,142.7629,6.856967,401.0338,0,0.9923893,4
1.12,951.449,162.4421,142.7012,6.857481,401.1711,0,0.9924508,4
1.14,951.5706,162.4581,142.6395,6.857999,401.3084,0,0.992518,4
1.16,951.6921,162.4741,142.5775,6.858521,401.4457,0,0.9925887,4
1.18,951.8136,162.49,142.5154,6.85906,401.5829,0,0.9926584,4
1.2,951.9351,162.5059,142.4532,6.859603,401.7203,0,0.9927225,4
1.22,952.0564,162.5217,142.3909,6.860144,401.8577,0,0.9927758,4
1.24,952.1776,162.5374,142.3284,6.860662,401.9915,0,0.9928206,4
1.26,952.2988,162.5532,142.2659,6.861151,402.1288,0,0.9928586,4
1.279999,952.4199,162.569,142.2032,6.861607,402.2661,0,0.9928916,4
1.3,952.541,162.5848,142.1403,6.862027,402.4034,0,0.9929292,4
1.32,952.662,162.6006,142.0773,6.862432,402.5407,0,0.9929785,4
1.34,952.7831,162.6164,142.0143,6.862837,402.6781,0,0.9930362,4
1.36,952.9041,162.6321,141.951,6.863265,402.8155,0,0.9930995,4
1.38,953.025,162.6477,141.8876,6.863715,402.9529,0,0.9931661,4
1.399999,953.1459,162.6632,141.8241,6.86419,403.0904,0,0.9932321,4
1.419999,953.2668,162.6786,141.7605,6.864687,403.2278,0,0.9932905,4
1.439999,953.3876,162.6939,141.6968,6.865182,403.3652,0,0.9933402,4
1.459999,953.5083,162.7092,141.6329,6.865668,403.5027,0,0.9933828,4
1.479999,953.6289,162.7244,141.5689,6.866128,403.6401,0,0.9934196,4
1.5,953.7495,162.7396,141.5049,6.866559,403.7775,0,0.9934521,4
1.52,953.8701,162.7548,141.4407,6.866965,403.9149,0,0.9934894,4
1.539999,953.9906,162.77,141.3763,6.867358,404.0488,0,0.9935375,4
1.559999,954.1111,162.7851,141.3118,6.867759,404.1862,0,0.9935932,4
1.579999,954.2316,162.8001,141.2473,6.868178,404.3238,0,0.9936541,4
1.599999,954.3521,162.815,141.1825,6.868626,404.4612,0,0.9937179,4
1.619999,954.4724,162.8298,141.1177,6.869097,404.5988,0,0.993781,4
1.639999,954.5927,162.8445,141.0527,6.869591,404.7363,0,0.9938372,4
1.659999,954.713,162.8591,140.9876,6.870085,404.8738,0,0.9938855,4
1.679999,954.8332,162.8736,140.9225,6.870568,405.0114,0,0.9939272,4
1.699999,954.9534,162.8881,140.8571,6.871033,405.1489,0,0.9939638,4
1.719999,955.0734,162.9026,140.7917,6.871469,405.2864,0,0.9939963,4
1.739999,955.1935,162.9171,140.7262,6.871878,405.4239,0,0.9940333,4
1.759999,955.3135,162.9315,140.6605,6.872276,405.5615,0,0.99408,4
1.779999,955.4335,162.9459,140.5947,6.872682,405.699,0,0.9941335,4
1.799999,955.5535,162.9602,140.5288,6.873109,405.8366,0,0.9941915,4
1.819999,955.6733,162.9744,140.4628,6.873561,405.9709,0,0.9942521,4
1.839999,955.7932,162.9885,140.3966,6.874035,406.1086,0,0.9943119,4
1.859999,955.913,163.0025,140.3303,6.874527,406.2462,0,0.9943654,4
1.879999,956.0328,163.0164,140.2639,6.875022,406.3838,0,0.9944118,4
1.899999,956.1525,163.0303,140.1974,6.875503,406.5215,0,0.9944522,4
1.919999,956.272,163.0441,140.1308,6.875967,406.6591,0,0.9944879,4
1.939999,956.3916,163.0579,140.0641,6.876405,406.7966,0,0.9945198,4
1.959999,956.511,163.0717,139.9972,6.876818,406.9343,0,0.9945558,4
1.979999,956.6306,163.0855,139.9302,6.877221,407.0718,0,0.9946005,4
1.999999,956.75,163.0993,139.8631,6.877632,407.2095,0,0.9946513,4
2.019999,956.8694,163.1129,139.7959,6.878059,407.3472,0,0.9947062,4
2.039999,956.9888,163.1264,139.7285,6.87851,407.485,0,0.9947633,4
2.059999,957.1081,163.1399,139.661,6.878987,407.6227,0,0.9948196,4
2.079999,957.2274,163.1532,139.5935,6.879476,407.7604,0,0.9948703,4
2.099999,957.3466,163.1665,139.5257,6.879967,407.8981,0,0.9949145,4
2.119999,957.4657,163.1797,139.4579,6.880448,408.0326,0,0.9949533,4
2.139999,957.5847,163.1929,139.39,6.88091,408.1703,0,0.9949877,4
2.159999,957.7037,163.206,139.3219,6.881348,408.308,0,0.9950188,4
2.179999,957.8226,163.2192,139.2538,6.881763,408.4457,0,0.9950535,4
2.199999,957.9415,163.2323,139.1855,6.882166,408.5834,0,0.995096,4
2.219999,958.0604,163.2454,139.1171,6.882578,408.7211,0,0.995144,4
2.239999,958.1793,163.2584,139.0485,6.883006,408.8589,0,0.9951956,4
2.259999,958.2981,163.2713,138.9798,6.883456,408.9968,0,0.9952491,4
2.279999,958.4168,163.2841,138.911,6.883927,409.1346,0,0.9953019,4
2.299999,958.5355,163.2968,138.8421,6.884415,409.2724,0,0.9953497,4
2.319999,958.6542,163.3094,138.7731,6.884902,409.4102,0,0.9953916,4
2.339999,958.7727,163.3219,138.7039,6.885381,409.5481,0,0.9954287,4
2.359999,958.8912,163.3345,138.6347,6.885841,409.6859,0,0.9954619,4
2.379999,959.0096,163.347,138.5653,6.886281,409.8237,0,0.9954921,4
2.399999,959.1281,163.3595,138.4958,6.886696,409.9581,0,0.9955254,4
2.419999,959.2464,163.372,138.4262,6.887101,410.0959,0,0.9955657,4
2.439999,959.3647,163.3844,138.3565,6.887511,410.2338,0,0.995611,4
2.459999,959.4829,163.3967,138.2866,6.887942,410.3717,0,0.9956594,4
2.479999,959.6011,163.409,138.2166,6.888389,410.5096,0,0.9957095,4
2.499999,959.7193,163.4211,138.1465,6.888859,410.6475,0,0.995759,4
2.519999,959.8374,163.4332,138.0763,6.889343,410.7854,0,0.995804,4
2.539999,959.9554,163.4451,138.006,6.889828,410.9233,0,0.9958438,4
2.559999,960.0734,163.457,137.9355,6.890302,411.0613,0,0.9958794,4
2.579999,960.1913,163.4689,137.865,6.890762,411.1992,0,0.9959113,4
2.599999,960.3091,163.4808,137.7943,6.891199,411.3371,0,0.9959404,4
2.619999,960.4269,163.4926,137.7235,6.891619,411.475,0,0.9959722,4
2.639999,960.5446,163.5045,137.6526,6.892025,411.6129,0,0.9960103,4
2.659999,960.6623,163.5162,137.5816,6.892437,411.7509,0,0.9960529,4
2.679999,960.78,163.5279,137.5104,6.892866,411.8888,0,0.9960983,4
2.699999,960.8976,163.5395,137.4392,6.893312,412.0236,0,0.9961452,4
2.719999,961.0152,163.551,137.3678,6.893779,412.1616,0,0.9961926,4
2.739999,961.1327,163.5624,137.2963,6.89426,412.2996,0,0.9962358,4
2.759999,961.2501,163.5737,137.2246,6.894748,412.4376,0,0.9962741,4
2.779999,961.3675,163.5849,137.1529,6.895223,412.5756,0,0.9963084,4
2.799999,961.4848,163.5962,137.0811,6.895687,412.7136,0,0.9963393,4
2.819999,961.602,163.6074,137.0091,6.896129,412.8517,0,0.9963675,4
2.839999,961.7192,163.6186,136.9371,6.896551,412.9896,0,0.9963977,4
2.859999,961.8364,163.6297,136.8649,6.896961,413.1277,0,0.9964336,4
2.879999,961.9536,163.6408,136.7926,6.897378,413.2658,0,0.9964734,4
2.899999,962.0706,163.6519,136.7201,6.897809,413.4039,0,0.9965156,4
2.919999,962.1876,163.6628,136.6476,6.898254,413.542,0,0.9965591,4
2.939999,962.3046,163.6736,136.5749,6.898717,413.6801,0,0.9966031,4
2.959999,962.4215,163.6844,136.5021,6.899199,413.8182,0,0.9966444,4
2.979999,962.5383,163.695,136.4292,6.899683,413.9532,0,0.996681,4
2.999999,962.655,163.7056,136.3563,6.900159,414.0912,0,0.9967137,4
3.019999,962.7717,163.7162,136.2831,6.900622,414.2293,0,0.9967433,4
3.039999,962.8884,163.7267,136.2099,6.901064,414.3675,0,0.9967703,4
3.059999,963.005,163.7373,136.1366,6.901489,414.5056,0,0.9967987,4
3.079999,963.1216,163.7478,136.0631,6.901902,414.6437,0,0.9968321,4
3.099999,963.2381,163.7582,135.9896,6.902318,414.7819,0,0.996869,4
3.119999,963.3546,163.7686,135.9159,6.902746,414.9201,0,0.996908,4
3.139999,963.4709,163.7789,135.8421,6.903189,415.0583,0,0.9969481,4
3.159999,963.5873,163.7891,135.7681,6.903648,415.1965,0,0.9969886,4
3.179999,963.7036,163.7992,135.6941,6.904124,415.3347,0,0.9970268,4
3.199999,963.8198,163.8092,135.6199,6.904601,415.473,0,0.997061,4
3.219999,963.9359,163.8192,135.5457,6.905072,415.6112,0,0.9970917,4
3.239999,964.0519,163.8291,135.4713,6.90553,415.7494,0,0.9971196,4
3.259999,964.168,163.839,135.3969,6.905972,415.8875,0,0.9971452,4
3.279999,964.2839,163.8489,135.3223,6.906394,416.0224,0,0.9971719,4
3.299999,964.3998,163.8588,135.2476,6.906806,416.1606,0,0.9972031,4
3.319999,964.5156,163.8686,135.1727,6.907218,416.2988,0,0.9972374,4
3.339999,964.6315,163.8783,135.0978,6.907644,416.437,0,0.9972736,4
3.359999,964.7473,163.888,135.0228,6.908085,416.5753,0,0.9973109,4
3.379999,964.863,163.8975,134.9476,6.908541,416.7137,0,0.9973483,4
3.399999,964.9787,163.907,134.8723,6.909009,416.8521,0,0.997384,4
3.419999,965.0943,163.9164,134.7969,6.909482,416.9904,0,0.997416,4
3.439999,965.2098,163.9257,134.7214,6.909954,417.1287,0,0.997445,4
3.459999,965.3253,163.935,134.6459,6.910411,417.267,0,0.9974715,4
3.479999,965.4406,163.9442,134.5701,6.910853,417.4053,0,0.9974959,4
3.499999,965.556,163.9534,134.4943,6.911273,417.5436,0,0.9975186,4
3.519999,965.6712,163.9626,134.4184,6.911679,417.6819,0,0.997546,4
3.539999,965.7864,163.9718,134.3424,6.912084,417.8202,0,0.9975766,4
3.559999,965.9016,163.9809,134.2662,6.9125,417.9552,0,0.9976094,4
3.579999,966.0167,163.9899,134.19,6.912926,418.0936,0,0.9976433,4
3.599999,966.1318,163.9988,134.1136,6.913367,418.232,0,0.9976777,4
3.619999,966.2468,164.0076,134.0371,6.913824,418.3704,0,0.9977114,4
3.639999,966.3618,164.0164,133.9605,6.914291,418.5088,0,0.9977419,4
3.659999,966.4767,164.0251,133.8839,6.914754,418.6472,0,0.9977697,4
3.679999,966.5916,164.0337,133.8071,6.915208,418.7856,0,0.9977952,4
3.699999,966.7064,164.0423,133.7301,6.915649,418.9241,0,0.9978188,4
3.719999,966.8211,164.0508,133.6532,6.916077,419.0625,0,0.9978408,4
3.739999,966.9357,164.0594,133.576,6.916484,419.2009,0,0.9978642,4
3.759999,967.0504,164.0679,133.4988,6.916887,419.3394,0,0.9978912,4
3.779999,967.1639,164.0763,133.4222,6.855067,419.4778,0,0.9979206,4
3.799999,967.2776,164.0846,133.3453,6.867455,419.615,0,0.9979513,4
3.819999,967.3914,164.0928,133.2682,6.877553,419.7525,0,0.9979827,4
3.839999,967.5052,164.101,133.191,6.885802,419.8902,0,0.9980142,4
3.859999,967.6191,164.1091,133.1135,6.892562,420.0249,0,0.9980435,4
3.879999,967.733,164.1171,133.0359,6.898115,420.1629,0,0.9980704,4
3.899999,967.8469,164.1251,132.9581,6.902681,420.301,0,0.9980951,4
3.919999,967.9609,164.133,132.8802,6.906447,420.4391,0,0.998118,4
3.939999,968.0748,164.1409,132.8022,6.909564,420.5774,0,0.9981394,4
3.959999,968.1887,164.1488,132.724,6.912146,420.7157,0,0.9981617,4
3.979999,968.3026,164.1566,132.6457,6.914309,420.854,0,0.998187,4
3.999999,968.4163,164.1644,132.5673,6.916134,420.9925,0,0.9982143,4
4.019999,968.5302,164.1721,132.4887,6.917704,421.1309,0,0.9982428,4
4.039999,968.6429,164.1797,132.4108,6.85683,421.2694,0,0.9982718,4
4.059999,968.7558,164.1872,132.3326,6.869993,421.4067,0,0.9983008,4
4.079998,968.8688,164.1946,132.2542,6.880721,421.5442,0,0.9983285,4
4.099998,968.9819,164.202,132.1756,6.88948,421.682,0,0.9983539,4
4.119998,969.0951,164.2093,132.0968,6.896635,421.8199,0,0.9983772,4
4.139998,969.2082,164.2166,132.0178,6.902498,421.9547,0,0.9983988,4
4.159998,969.3214,164.2238,131.9387,6.907305,422.0928,0,0.998419,4
4.179998,969.4344,164.231,131.8595,6.911256,422.2311,0,0.998438,4
4.199998,969.5476,164.2382,131.7801,6.914516,422.3694,0,0.99846,4
4.219998,969.6608,164.2453,131.7006,6.917228,422.5078,0,0.9984841,4
4.239998,969.7728,164.2523,131.6217,6.857274,422.6463,0,0.9985094,4
4.259998,969.8851,164.2593,131.5425,6.871173,422.7835,0,0.9985354,4
4.279998,969.9974,164.2662,131.4631,6.882491,422.9211,0,0.9985616,4
4.299998,970.1099,164.273,131.3835,6.891729,423.0588,0,0.9985875,4
4.319998,970.2225,164.2798,131.3036,6.899283,423.1968,0,0.9986113,4
4.339998,970.335,164.2864,131.2237,6.905472,423.335,0,0.9986333,4
4.359998,970.4476,164.293,131.1436,6.910554,423.4732,0,0.9986537,4
4.379999,970.5602,164.2996,131.0633,6.914735,423.6115,0,0.9986728,4
4.399999,970.6727,164.3062,130.9829,6.918183,423.7499,0,0.9986907,4
4.419999,970.7843,164.3127,130.9032,6.858798,423.8884,0,0.9987094,4
4.439999,970.8959,164.3191,130.8231,6.873145,424.0223,0,0.9987303,4
4.459999,971.0078,164.3255,130.7428,6.884811,424.1599,0,0.9987526,4
4.479999,971.1197,164.3319,130.6623,6.894321,424.2976,0,0.9987757,4
4.499999,971.2317,164.3381,130.5816,6.902095,424.4357,0,0.9987991,4
4.519999,971.3438,164.3443,130.5007,6.908471,424.5739,0,0.9988224,4
4.539999,971.4558,164.3505,130.4197,6.913712,424.7122,0,0.9988447,4
4.559999,971.5678,164.3565,130.3386,6.918036,424.8506,0,0.9988654,4
4.579998,971.6788,164.3625,130.258,6.859375,424.989,0,0.9988846,4
4.599998,971.79,164.3683,130.1772,6.874313,425.1263,0,0.9989025,4
4.619998,971.9013,164.3742,130.0961,6.886452,425.2639,0,0.9989194,4
4.639998,972.0127,164.3801,130.0149,6.896323,425.4017,0,0.9989353,4
4.659998,972.1242,164.3859,129.9334,6.904365,425.5397,0,0.9989534,4
4.679998,972.2358,164.3917,129.8518,6.910937,425.6779,0,0.998973,4
4.699998,972.3474,164.3975,129.77,6.916333,425.8163,0,0.9989934,4
4.719998,972.4589,164.4031,129.688,6.92078,425.9516,0,0.9990142,4
4.739998,972.5695,164.4087,129.6067,6.862204,426.0901,0,0.9990351,4
4.759998,972.6802,164.4141,129.5251,6.877247,426.2274,0,0.9990554,4
4.779998,972.7911,164.4195,129.4433,6.889485,426.3651,0,0.9990744,4
4.799998,972.902,164.4249,129.3612,6.899453,426.5031,0,0.9990921,4
4.819998,973.0131,164.4302,129.279,6.907587,426.6411,0,0.9991087,4
4.839998,973.1241,164.4354,129.1966,6.914234,426.7794,0,0.9991243,4
4.859998,973.2353,164.4407,129.114,6.919674,426.9178,0,0.9991392,4
4.879998,973.3453,164.4458,129.0321,6.861888,427.0563,0,0.9991546,4
4.899998,973.4556,164.451,128.9499,6.877539,427.1936,0,0.9991715,4
4.919998,973.5661,164.456,128.8674,6.890262,427.3313,0,0.9991893,4
4.939998,973.6766,164.461,128.7847,6.900622,427.4693,0,0.9992076,4
4.959998,973.7872,164.466,128.7018,6.909081,427.6074,0,0.9992261,4
4.979998,973.8979,164.4709,128.6187,6.916008,427.7457,0,0.9992444,4
4.999998,974.0086,164.4757,128.5355,6.921693,427.8841,0,0.9992617,4
5.019998,974.1183,164.4803,128.4529,6.864103,428.0196,0,0.999278,4
5.039998,974.2282,164.485,128.37,6.879941,428.157,0,0.9992933,4
5.059998,974.3383,164.4896,128.2869,6.89281,428.2947,0,0.9993078,4
5.079998,974.4484,164.4941,128.2036,6.903278,428.4327,0,0.9993213,4
5.099998,974.5585,164.4987,128.12,6.911808,428.5709,0,0.9993343,4
5.119998,974.6688,164.5032,128.0363,6.918766,428.7092,0,0.9993488,4
5.139998,974.7781,164.5076,127.9532,6.862222,428.8478,0,0.9993641,4
5.159998,974.8876,164.512,127.8698,6.87888,428.9852,0,0.9993801,4
5.179998,974.9972,164.5163,127.7861,6.892419,429.1228,0,0.9993961,4
5.199998,975.1069,164.5205,127.7022,6.903449,429.2608,0,0.9994122,4
5.219998,975.2168,164.5247,127.6182,6.912448,429.399,0,0.9994279,4
5.239998,975.3266,164.5288,127.5339,6.919807,429.5374,0,0.9994426,4
5.259998,975.4355,164.5328,127.4502,6.863584,429.6759,0,0.9994565,4
5.279998,975.5446,164.5367,127.3663,6.880509,429.8133,0,0.9994696,4
5.299998,975.6539,164.5407,127.2821,6.894253,429.9477,0,0.9994819,4
5.319998,975.7632,164.5445,127.1976,6.905428,430.0858,0,0.9994936,4
5.339998,975.8727,164.5484,127.113,6.914528,430.2239,0,0.9995055,4
5.359998,975.9822,164.5522,127.0282,6.92195,430.3624,0,0.9995185,4
5.379998,976.0908,164.5559,126.944,6.86576,430.5009,0,0.9995319,4
5.399998,976.1995,164.5596,126.8595,6.882729,430.6383,0,0.9995456,4
5.419998,976.3085,164.5632,126.7747,6.89652,430.7761,0,0.9995592,4
5.439998,976.4174,164.5668,126.6897,6.907754,430.9142,0,0.9995727,4
5.459998,976.5266,164.5703,126.6045,6.916916,431.0524,0,0.9995857,4
5.479998,976.6348,164.5736,126.5199,6.862177,431.1909,0,0.999598,4
5.499998,976.7431,164.577,126.435,6.880279,431.3283,0,0.9996095,4
5.519998,976.8517,164.5802,126.3498,6.894975,431.466,0,0.9996204,4
5.539998,976.9603,164.5835,126.2644,6.906919,431.6041,0,0.9996306,4
5.559998,977.069,164.5867,126.1788,6.916643,431.7423,0,0.9996403,4
5.579998,977.1779,164.5898,126.093,6.924569,431.8807,0,0.999651,4
5.599998,977.2858,164.5929,126.0078,6.868754,432.016,0,0.9996622,4
5.619998,977.3938,164.596,125.9223,6.886051,432.1535,0,0.9996735,4
5.639998,977.5021,164.599,125.8366,6.900105,432.2913,0,0.9996849,4
5.659998,977.6105,164.6019,125.7506,6.911549,432.4294,0,0.9996962,4
5.679998,977.7189,164.6048,125.6644,6.92088,432.5678,0,0.9997072,4
5.699998,977.8264,164.6075,125.5788,6.866242,432.7064,0,0.9997175,4
5.719998,977.9341,164.6102,125.4929,6.884458,432.8438,0,0.9997272,4
5.739998,978.042,164.6128,125.4068,6.899252,432.9816,0,0.9997364,4
5.759998,978.15,164.6154,125.3204,6.91128,433.1197,0,0.9997452,4
5.779998,978.2581,164.618,125.2338,6.921068,433.258,0,0.9997534,4
5.799998,978.3653,164.6205,125.1478,6.866782,433.3966,0,0.9997613,4
5.819998,978.4727,164.623,125.0615,6.885273,433.534,0,0.9997698,4
5.839998,978.5803,164.6254,124.9749,6.900277,433.6718,0,0.9997787,4
5.859998,978.688,164.6278,124.888,6.912484,433.8099,0,0.9997877,4
5.879998,978.7958,164.6301,124.801,6.922428,433.9452,0,0.9997967,4
5.899998,978.9027,164.6323,124.7146,6.868272,434.0837,0,0.9998056,4
5.919998,979.0098,164.6345,124.6278,6.886894,434.2212,0,0.9998142,4
5.939998,979.1171,164.6366,124.5408,6.902018,434.3591,0,0.9998224,4
5.959998,979.2245,164.6386,124.4535,6.914318,434.4972,0,0.9998301,4
5.979998,979.332,164.6405,124.366,6.924338,434.6356,0,0.9998373,4
5.999998,979.4386,164.6425,124.2792,6.870214,434.7742,0,0.9998442,4
6.019998,979.5454,164.6443,124.192,6.888865,434.9117,0,0.9998507,4
6.039998,979.6523,164.6462,124.1046,6.904,435.0497,0,0.9998572,4
6.059998,979.7595,164.648,124.0169,6.916302,435.1878,0,0.9998641,4
6.079998,979.8666,164.6497,123.929,6.926321,435.3262,0,0.9998711,4
6.099998,979.973,164.6514,123.8417,6.872188,435.4648,0,0.9998781,4
6.119998,980.0795,164.653,123.7541,6.890861,435.6024,0,0.999885,4
6.139998,980.1862,164.6546,123.6662,6.906029,435.7404,0,0.9998916,4
6.159998,980.2931,164.6561,123.578,6.918368,435.8786,0,0.9998979,4
6.179998,980.399,164.6575,123.4905,6.866181,436.0141,0,0.9999039,4
6.199998,980.5052,164.6588,123.4026,6.886351,436.1515,0,0.9999095,4
6.219998,980.6116,164.6601,123.3145,6.902721,436.2893,0,0.9999147,4
6.239998,980.7181,164.6613,123.2261,6.916019,436.4275,0,0.9999197,4
6.259998,980.8247,164.6625,123.1375,6.92684,436.5659,0,0.9999243,4
6.279998,980.9305,164.6637,123.0494,6.873337,436.7046,0,0.9999292,4
6.299998,981.0364,164.6648,122.9611,6.892517,436.8422,0,0.9999341,4
6.319998,981.1426,164.6659,122.8725,6.908088,436.9801,0,0.999939,4
6.339998,981.2488,164.6669,122.7836,6.920754,437.1184,0,0.9999438,4
6.359998,981.3542,164.6678,122.6953,6.868809,437.257,0,0.9999484,4
6.379998,981.4599,164.6686,122.6067,6.8892,437.3945,0,0.9999527,4
6.399998,981.5658,164.6694,122.5177,6.905756,437.5324,0,0.9999567,4
6.419998,981.6718,164.6701,122.4286,6.919209,437.6707,0,0.9999605,4
6.439998,981.7769,164.6708,122.34,6.867913,437.8091,0,0.9999641,4
6.459998,981.8823,164.6714,122.2511,6.888805,437.9435,0,0.9999673,4
6.479998,981.9879,164.6719,122.1618,6.905757,438.0813,0,0.9999703,4
6.499998,982.0936,164.6724,122.0724,6.919522,438.2195,0,0.9999731,4
6.519998,982.1984,164.6729,121.9835,6.868463,438.358,0,0.9999759,4
6.539998,982.3036,164.6733,121.8942,6.88955,438.4955,0,0.9999787,4
6.559998,982.4089,164.6737,121.8047,6.906662,438.6334,0,0.9999814,4
6.579998,982.5144,164.674,121.7148,6.92057,438.7717,0,0.999984,4
6.599998,982.6191,164.6742,121.6256,6.869631,438.9102,0,0.9999863,4
6.619998,982.7239,164.6744,121.536,6.890832,439.0478,0,0.9999884,4
6.639997,982.829,164.6745,121.4461,6.908038,439.1857,0,0.9999904,4
6.659997,982.9343,164.6746,121.356,6.92202,439.324,0,0.9999921,4
6.679997,983.0386,164.6745,121.2664,6.871119,439.4626,0,0.9999936,4
6.699997,983.1433,164.6745,121.1765,6.892358,439.6001,0,0.9999949,4
6.719997,983.2481,164.6743,121.0863,6.90959,439.7381,0,0.9999961,4
6.739997,983.3531,164.6742,120.9958,6.923581,439.8763,0,0.9999971,4
6.759997,983.4573,164.674,120.906,6.872671,440.0116,0,0.9999979,4
6.779998,983.5616,164.6737,120.8157,6.893912,440.1492,0,0.9999987,4
6.799998,983.6663,164.6734,120.7252,6.911152,440.2872,0,0.9999993,4
6.819998,983.771,164.673,120.6344,6.925162,440.4255,0,0.9999997,4
6.839998,983.8749,164.6726,120.5442,6.874261,440.5641,0,0.9999999,4
6.859998,983.9791,164.6721,120.4536,6.895533,440.7018,0,1,4
6.879998,984.0834,164.6715,120.3627,6.912795,440.8398,0,0.9999999,4
6.899998,984.1879,164.6709,120.2716,6.92682,440.9782,0,0.9999996,4
6.919998,984.2916,164.6702,120.1811,6.875919,441.1168,0,0.9999991,4
6.939998,984.3955,164.6694,120.0902,6.897198,441.2545,0,0.9999985,4
6.959998,984.4996,164.6686,119.999,6.914458,441.3925,0,0.9999978,4
6.979998,984.6039,164.6678,119.9075,6.928477,441.5309,0,0.9999969,4
6.999998,984.7073,164.6669,119.8167,6.877544,441.6696,0,0.9999958,4
7.019998,984.8109,164.666,119.7255,6.898814,441.8073,0,0.9999946,4
7.039998,984.9148,164.665,119.6339,6.916075,441.9421,0,0.9999931,4
