time,x,y,z,speed,wheels,up
1.18,779.4954,42.30792,559.3868,11.86371,4,0.9997866
1.199999,779.7328,42.31236,559.3868,11.87588,4,0.9997886
1.219999,779.9706,42.31676,559.3868,11.88618,4,0.999791
1.24,780.2085,42.32111,559.3868,11.89491,4,0.9997938
1.26,780.4466,42.32542,559.3868,11.90232,4,0.9997972
1.279999,780.6848,42.32968,559.3868,11.90863,4,0.9998013
1.299999,780.9231,42.33389,559.3868,11.914,4,0.999806
1.32,750.8384,42.33384,559.3868,-0.009397899,4,1
1.34,750.8386,42.32986,559.3868,-0.009407228,0,1
1.359999,750.8389,42.32196,559.3868,-0.009429166,0,1
1.379999,750.8391,42.31015,559.3868,-0.009463311,0,1
1.4,750.8392,42.29442,559.3868,-0.009509245,0,1
1.42,750.8394,42.27477,559.3868,-0.009566545,0,1
1.439999,750.8396,42.25121,559.3868,-0.009634772,0,1
1.459999,750.8398,42.22373,559.3868,-0.009713484,0,0.9999999
1.48,750.84,42.19234,559.3868,-0.009802228,0,0.9999999
1.5,750.8402,42.15704,559.3868,-0.009900546,0,0.9999999
1.52,750.8404,42.11784,559.3868,-0.01000797,0,0.9999999
1.539999,750.8406,42.07473,559.3868,-0.01012403,0,0.9999999
1.559999,750.8408,42.02771,559.3868,-0.01024826,0,0.9999999
1.58,750.8409,41.97679,559.3868,-0.01038016,0,0.9999999
1.6,750.8411,41.92197,559.3868,-0.01051927,0,0.9999999
1.619999,750.8414,41.86324,559.3868,-0.0106651,0,0.9999999
1.639999,750.8416,41.80062,559.3868,-0.01081716,0,0.9999999
1.66,750.8417,41.7341,559.3868,-0.01097496,0,0.9999999
1.68,750.8419,41.66368,559.3868,-0.01113802,0,0.9999999
1.699999,750.8421,41.58937,559.3868,-0.01130585,0,0.9999999
1.719999,750.8334,41.51757,559.3868,0.308844,2,0.9999666
1.74,750.8196,41.4551,559.3868,0.6193519,4,0.9998856
1.76,750.8004,41.40208,559.3868,0.9222769,4,0.9997878
1.779999,750.7755,41.35833,559.3868,1.219299,4,0.9996911
1.799999,750.7451,41.32343,559.3868,1.511755,4,0.9996049
1.82,750.709,41.29683,559.3868,1.800655,4,0.9995329
1.84,750.6672,41.27779,559.3867,2.086725,4,0.9994758
1.859999,750.6198,41.26554,559.3867,2.370456,4,0.9994323
1.879999,750.5666,41.25921,559.3865,2.652165,4,0.9994006
1.9,750.5078,41.25794,559.3864,2.932037,4,0.9993785
1.92,750.4433,41.26086,559.386,3.210171,4,0.9993639
1.939999,750.3732,41.26712,559.3856,3.486606,4,0.999355
1.959999,750.2975,41.27594,559.385,3.761353,4,0.9993502
1.98,750.2164,41.28656,559.3842,4.0344,4,0.9993483
2,750.1298,41.29833,559.3832,4.305731,4,0.9993484
2.019999,750.0378,41.31063,559.3818,4.575327,4,0.9993497
2.039999,749.9405,41.32296,559.3802,4.843174,4,0.9993517
2.059999,749.8378,41.33486,559.3781,5.10926,4,0.9993541
2.08,749.7299,41.34599,559.3756,5.373575,4,0.9993564
2.099998,749.6168,41.35604,559.3726,5.636117,4,0.9993588
2.119999,749.4985,41.36479,559.3689,5.896882,4,0.9993608
2.139999,749.3751,41.3721,559.3646,6.155871,4,0.9993626
2.16,749.2467,41.37785,559.3595,6.413083,4,0.999364
2.179998,749.1132,41.38202,559.3536,6.668521,4,0.9993652
2.199999,748.9747,41.38458,559.3467,6.922183,4,0.9993662
2.219999,748.8312,41.38558,559.3389,7.174071,4,0.9993669
2.24,748.6829,41.38508,559.33,7.424185,4,0.9993675
2.26,748.5297,41.38318,559.3199,7.672521,4,0.999368
2.279999,748.3716,41.37998,559.3085,7.919078,4,0.9993683
2.299999,748.2088,41.3756,559.2957,8.163852,4,0.9993686
2.32,748.0413,41.37016,559.2813,8.406845,4,0.9993688
2.34,747.869,41.36381,559.2654,8.648051,4,0.9993689
2.359999,747.6921,41.35666,559.2477,8.887465,4,0.999369
2.379999,747.5107,41.34885,559.2282,9.125088,4,0.9993691
2.4,747.3247,41.34048,559.2067,9.360915,4,0.9993691
2.42,747.1343,41.33167,559.1832,9.594942,4,0.9993691
2.439999,746.9394,41.32253,559.1575,9.82717,4,0.9993691
2.459999,746.7402,41.31313,559.1295,10.05759,4,0.999369
2.48,746.5367,41.30355,559.0991,10.28621,4,0.9993687
2.5,746.329,41.29386,559.066,10.51301,4,0.9993682
2.519999,746.252,41.28699,559.0293,5.263351,4,0.9998432
2.539999,746.1523,41.28146,558.9971,5.383957,4,0.999919
2.559999,746.0466,41.27635,558.9677,5.480207,4,0.9999464
2.58,745.9373,41.27166,558.941,5.588579,4,0.9999523
2.599998,745.8247,41.26731,558.917,5.699307,4,0.9999456
2.619999,745.7092,41.26321,558.8953,5.812339,4,0.9999284
2.639999,745.5919,41.25925,558.8758,5.881797,4,0.9999015
2.66,745.4751,41.25549,558.8584,5.845268,4,0.999871
2.679998,745.3552,41.25175,558.843,5.992663,4,0.9998331
2.699999,745.2314,41.24794,558.8292,6.174425,4,0.9997891
2.719999,745.1047,41.24403,558.8168,6.329447,4,0.9997419
2.74,744.9751,41.23997,558.8054,6.466082,4,0.9996945
2.759998,744.8425,41.23574,558.795,6.621863,4,0.9996483
2.779999,744.7068,41.23128,558.7852,6.773637,4,0.9996047
2.799999,744.5682,41.22662,558.776,6.928829,4,0.9995657
2.82,744.4265,41.22173,558.7673,7.080894,4,0.9995318
2.839998,744.2818,41.21663,558.7591,7.232484,4,0.9995033
2.859999,744.1342,41.2113,558.7511,7.383124,4,0.9994802
2.879999,743.9837,41.20579,558.7433,7.532109,4,0.9994626
2.9,743.8303,41.20008,558.7358,7.68005,4,0.9994489
2.919998,743.6739,41.1942,558.7283,7.828576,4,0.9994394
2.939999,743.5147,41.18817,558.7209,7.972066,4,0.9994334
2.959999,743.3527,41.18201,558.7136,8.115986,4,0.9994302
2.98,743.1878,41.17572,558.7061,8.258164,4,0.9994293
2.999998,743.0201,41.16933,558.6987,8.39961,4,0.9994298
3.019999,742.8496,41.16285,558.6912,8.539131,4,0.9994316
3.039999,742.6763,41.15629,558.6835,8.677966,4,0.9994337
3.059999,742.5004,41.14965,558.6758,8.816264,4,0.9994364
3.08,742.3217,41.14295,558.6679,8.950388,4,0.9994392
3.099998,742.1403,41.13618,558.6599,9.085941,4,0.9994419
3.119999,741.9562,41.12934,558.6517,9.218049,4,0.9994443
3.139999,741.7695,41.12245,558.6432,9.349869,4,0.9994462
3.16,741.5803,41.11549,558.6347,9.480187,4,0.9994476
3.179998,741.3885,41.10847,558.6259,9.608675,4,0.9994487
3.199999,741.1941,41.10138,558.6169,9.73662,4,0.9994492
3.219999,740.9972,41.09421,558.6077,9.862563,4,0.9994492
3.24,740.7978,41.08696,558.5982,9.987936,4,0.9994487
3.259998,740.5959,41.07964,558.5885,10.11125,4,0.9994479
3.279999,740.3915,41.07224,558.5785,10.23273,4,0.9994469
3.299999,740.1848,41.06475,558.5682,10.35396,4,0.9994456
3.32,739.9757,41.05717,558.5576,10.47352,4,0.9994439
3.339998,739.7643,41.0495,558.5468,10.59231,4,0.9994422
3.359999,739.5505,41.04174,558.5356,10.70769,4,0.99944
3.379999,739.3347,41.0339,558.5241,10.81173,4,0.9994375
3.4,739.1169,41.02597,558.5124,10.90366,4,0.9994342
3.419998,738.8976,41.01795,558.5004,10.98667,4,0.9994304
3.439999,738.6768,41.00985,558.4879,11.06081,4,0.9994256
3.459999,738.4547,41.00166,558.4751,11.12816,4,0.99942
3.48,738.2313,40.99337,558.4617,11.19081,4,0.9994133
3.499998,738.0069,40.98498,558.4479,11.24528,4,0.9994055
3.519999,737.7814,40.97647,558.4335,11.29675,4,0.9993964
3.539999,737.5551,40.96788,558.4185,11.3442,4,0.9993867
3.559999,737.3278,40.95911,558.4028,11.38885,4,0.9993699
3.579998,737.0997,40.95015,558.3864,11.42888,4,0.9993474
3.599998,736.871,40.94109,558.3691,11.46653,4,0.9993246
3.619999,736.6415,40.93199,558.3508,11.50197,4,0.9993051
3.639999,736.4116,40.92285,558.3314,11.53424,4,0.9992884
3.659998,736.1812,40.91368,558.3107,11.56472,4,0.9992748
3.679998,735.9504,40.9045,558.2888,11.59372,4,0.9992639
3.699999,735.7191,40.89532,558.2654,11.62167,4,0.9992553
3.719999,735.4874,40.88615,558.2405,11.64681,4,0.999249
3.739998,735.2554,40.877,558.214,11.67197,4,0.9992446
3.759998,735.0231,40.86788,558.1859,11.69717,4,0.999242
3.779999,734.7905,40.8588,558.1559,11.71799,4,0.999241
3.799999,734.5577,40.84975,558.1241,11.74133,4,0.9992414
3.819998,734.3248,40.84076,558.0903,11.76104,4,0.9992431
3.839998,734.0917,40.8318,558.0546,11.78227,4,0.9992456
3.859999,733.8585,40.82286,558.0166,11.80395,4,0.9992484
3.879999,733.6252,40.81396,557.9764,11.82328,4,0.9992517
3.9,733.392,40.80507,557.934,11.8429,4,0.9992546
3.919998,733.1587,40.79617,557.8893,11.86116,4,0.9992566
3.939999,732.9255,40.78726,557.8421,11.87708,4,0.9992577
3.959999,732.6926,40.77835,557.7925,11.89018,4,0.9992584
3.98,732.46,40.76943,557.7404,11.9009,4,0.9992588
3.999998,732.2278,40.7605,557.6857,11.90966,4,0.999259
4.019999,731.996,40.75157,557.6285,11.91679,4,0.999259
4.039999,731.7647,40.74263,557.5685,11.92256,4,0.9992588
4.059999,731.5341,40.73369,557.5059,11.92721,4,0.999258
4.079998,731.3041,40.72474,557.4407,11.93094,4,0.9992568
4.099998,731.0768,40.71587,557.3734,11.82658,4,0.9992549
4.119999,730.85,40.70697,557.3032,11.84557,4,0.9992525
4.139999,730.6238,40.69805,557.2302,11.86148,4,0.9992495
4.159998,730.3981,40.68912,557.1542,11.87482,4,0.999246
4.179998,730.1733,40.68018,557.0754,11.88599,4,0.999242
4.199999,729.9492,40.67124,556.9938,11.89534,4,0.9992376
4.219999,729.726,40.6623,556.9094,11.90316,4,0.9992327
4.239998,729.5038,40.65336,556.8221,11.90969,4,0.9992275
4.259998,729.2826,40.64442,556.732,11.91513,4,0.9992222
4.279999,729.0624,40.6355,556.639,11.91967,4,0.9992168
4.299999,728.8434,40.62658,556.5432,11.92344,4,0.9992115
4.319998,728.6256,40.61768,556.4446,11.92656,4,0.9992064
4.339998,728.409,40.60879,556.3434,11.92913,4,0.9992016
4.359999,728.1955,40.6,556.2403,11.82393,4,0.9991972
4.379999,727.9831,40.59122,556.1343,11.84228,4,0.9991933
4.399998,727.7717,40.58247,556.0255,11.85774,4,0.9991897
4.419998,727.5616,40.57375,555.9138,11.87076,4,0.9991866
4.439999,727.3527,40.56507,555.7993,11.8817,4,0.9991838
4.459999,727.1451,40.55643,555.682,11.89088,4,0.9991813
4.479998,726.939,40.54784,555.562,11.89858,4,0.9991788
4.499998,726.7343,40.53931,555.4392,11.90502,4,0.9991763
4.519999,726.5311,40.53083,555.3138,11.91039,4,0.9991735
4.539999,726.3293,40.52242,555.1858,11.91486,4,0.9991704
4.559998,726.1293,40.51406,555.0551,11.91857,4,0.999167
4.579998,725.9309,40.50578,554.9218,11.92163,4,0.9991631
4.599998,725.7342,40.49755,554.7859,11.92416,4,0.9991588
4.619999,725.5392,40.48938,554.6475,11.92622,4,0.9991542
4.639997,725.3459,40.48089,554.5064,11.92791,4,0.9991419
4.659998,725.1544,40.47211,554.3626,11.9294,4,0.9991262
4.679998,724.9664,40.46318,554.2177,11.82345,4,0.9991096
4.699999,724.78,40.45404,554.0701,11.84137,4,0.9990937
4.719999,724.5954,40.44473,553.9198,11.85668,4,0.9990794
4.739998,724.4126,40.43528,553.7669,11.86977,4,0.9990674
4.759998,724.2316,40.42574,553.6116,11.88099,4,0.9990579
4.779999,724.0526,40.41616,553.4539,11.89058,4,0.9990509
4.799999,723.8753,40.40618,553.2937,11.89882,4,0.9990205
4.819998,723.7,40.3959,553.1312,11.90598,4,0.9989753
4.839998,723.5266,40.38541,552.9664,11.91222,4,0.9989217
4.859999,723.3552,40.37481,552.7993,11.9177,4,0.9988644
4.879999,723.1859,40.36415,552.6301,11.9225,4,0.9988065
4.899998,723.019,40.35314,552.4587,11.92671,4,0.9987805
4.919998,722.8544,40.34192,552.2852,11.93028,4,0.9987779
4.939999,722.6936,40.33073,552.1113,11.82592,4,0.9987927
4.959999,722.5349,40.31966,551.9351,11.84488,4,0.9988196
4.979998,722.3782,40.30885,551.7567,11.86073,4,0.9988545
4.999998,722.2237,40.29844,551.5759,11.87392,4,0.9988942
5.019999,722.0715,40.28814,551.3933,11.88481,4,0.9989454
5.039999,721.9216,40.27813,551.2087,11.89364,4,0.9989998
5.059998,721.7739,40.26862,551.0223,11.90067,4,0.9990503
5.079998,721.6285,40.25973,550.8339,11.90616,4,0.999092
5.099998,721.4855,40.25159,550.6435,11.91033,4,0.9991225
5.119999,721.3447,40.24427,550.4513,11.91338,4,0.9991403
5.139997,721.2064,40.23785,550.2573,11.9155,4,0.9991471
5.159998,721.0704,40.2324,550.0615,11.91683,4,0.9991437
5.179998,720.937,40.22794,549.864,11.9175,4,0.9991316
5.199999,720.806,40.22444,549.6648,11.9176,4,0.9991122
5.219997,720.6775,40.22189,549.4639,11.91724,4,0.999087
5.239998,720.5516,40.22026,549.2614,11.91647,4,0.9990571
5.259998,720.4282,40.21951,549.0573,11.91538,4,0.9990227
5.279999,720.3075,40.21961,548.8517,11.91399,4,0.9989824
5.299997,720.1894,40.22053,548.6446,11.91235,4,0.9989353
5.319998,720.0739,40.22223,548.436,11.9105,4,0.9988814
5.339998,719.9611,40.2247,548.2261,11.90846,4,0.9988208
5.359999,719.851,40.22792,548.0148,11.90625,4,0.9987551
5.379997,719.7437,40.23185,547.8021,11.90389,4,0.9986855
5.399998,719.639,40.23643,547.5882,11.90139,4,0.9986135
5.419998,719.5371,40.24163,547.3729,11.89878,4,0.9985404
5.439999,719.438,40.24738,547.1564,11.8961,4,0.9984672
5.459999,719.3417,40.25362,546.9387,11.89335,4,0.9983945
5.479998,719.2482,40.26031,546.7198,11.89056,4,0.9983218
5.499998,719.1576,40.26741,546.4998,11.88773,4,0.9982488
5.519999,719.0698,40.27489,546.2787,11.8849,4,0.998175
5.539999,718.9848,40.28272,546.0565,11.88206,4,0.9981027
5.559998,718.9028,40.29089,545.8332,11.87924,4,0.9980338
5.579998,718.8236,40.29935,545.6089,11.87646,4,0.9979693
5.599998,718.7473,40.30808,545.3835,11.87376,4,0.9979103
5.619999,718.674,40.31701,545.1573,11.87114,4,0.9978585
5.639997,718.6036,40.32607,544.9301,11.86863,4,0.9978156
5.659998,718.5362,40.33519,544.702,11.86625,4,0.9977828
5.679998,718.4717,40.34429,544.473,11.86402,4,0.9977602
5.699999,718.4102,40.35331,544.2431,11.86197,4,0.9977472
5.719997,718.3517,40.36219,544.0125,11.86012,4,0.9977431
5.739998,718.2963,40.37089,543.781,11.85849,4,0.9977472
5.759998,718.2438,40.37936,543.5488,11.85708,4,0.9977583
5.779999,718.1944,40.38758,543.316,11.85589,4,0.9977755
5.799997,718.148,40.39553,543.0824,11.85492,4,0.9977978
5.819998,718.1047,40.40319,542.8483,11.85417,4,0.9978244
5.839998,718.0644,40.41054,542.6135,11.85363,4,0.9978541
5.859999,718.0272,40.41756,542.3783,11.85329,4,0.9978864
5.879997,717.993,40.42422,542.1425,11.85312,4,0.9979186
5.899998,717.962,40.43051,541.9064,11.85312,4,0.9979491
5.919998,717.934,40.43643,541.6699,11.85323,4,0.997977
5.939999,717.9091,40.44199,541.433,11.85343,4,0.9980019
5.959997,717.8873,40.44724,541.1958,11.85369,4,0.9980235
5.979998,717.8686,40.45219,540.9584,11.85397,4,0.9980418
5.999998,717.853,40.45691,540.7208,11.85425,4,0.9980571
6.019999,717.8405,40.46145,540.4831,11.85451,4,0.9980696
6.039997,717.831,40.46587,540.2452,11.85474,4,0.9980794
6.059998,717.8246,40.47021,540.0073,11.85491,4,0.9980869
6.079998,717.8214,40.47453,539.7692,11.85503,4,0.9980923
6.099998,717.8211,40.47888,539.5313,11.8551,4,0.9980958
6.119997,717.824,40.4833,539.2932,11.8551,4,0.9980977
6.139997,717.83,40.48784,539.0553,11.85504,4,0.9980981
6.159998,717.8389,40.49253,538.8176,11.85492,4,0.9980973
6.179998,717.851,40.49741,538.5799,11.85473,4,0.9980955
6.199997,717.8661,40.50251,538.3425,11.8545,4,0.9980928
6.219997,717.8843,40.50786,538.1053,11.85421,4,0.9980894
6.239998,717.9056,40.51347,537.8684,11.85386,4,0.9980856
6.259998,717.9299,40.51936,537.6318,11.85348,4,0.9980813
6.279999,717.9572,40.52553,537.3956,11.85306,4,0.9980766
6.299997,717.9876,40.53198,537.1598,11.8526,4,0.9980717
6.319998,718.021,40.53871,536.9244,11.85211,4,0.9980665
6.339998,718.0575,40.54572,536.6895,11.8516,4,0.9980612
6.359999,718.0969,40.55299,536.4551,11.85105,4,0.9980559
6.379997,718.1394,40.56054,536.2212,11.8505,4,0.9980507
6.399998,718.1849,40.56834,535.988,11.84992,4,0.9980457
6.419998,718.2333,40.57639,535.7553,11.84932,4,0.9980409
6.439999,718.2849,40.58467,535.5234,11.84871,4,0.998036
6.459997,718.3393,40.59318,535.2921,11.84809,4,0.9980309
6.479998,718.3967,40.6019,535.0616,11.84746,4,0.9980257
6.499998,718.4572,40.61082,534.8318,11.84682,4,0.9980204
6.519999,718.5205,40.61992,534.6029,11.84617,4,0.9980152
6.539997,718.5868,40.6292,534.3748,11.84552,4,0.9980102
6.559998,718.6561,40.63865,534.1477,11.84486,4,0.9980054
6.579998,718.7282,40.64825,533.9214,11.8442,4,0.9980009
6.599998,718.8033,40.65801,533.6962,11.84354,4,0.9979967
6.619997,718.8813,40.66791,533.472,11.84288,4,0.997993
6.639997,718.9622,40.67796,533.2487,11.84222,4,0.9979896
6.659998,719.046,40.68814,533.0266,11.84156,4,0.9979863
6.679998,719.1326,40.69844,532.8057,11.8409,4,0.9979832
6.699997,719.222,40.70889,532.5858,11.84025,4,0.9979802
6.719997,719.3144,40.71945,532.3672,11.8396,4,0.9979773
6.739998,719.4095,40.73014,532.1498,11.83895,4,0.9979745
6.759998,719.5074,40.74096,531.9337,11.83831,4,0.9979718
6.779997,719.6082,40.7519,531.7188,11.83767,4,0.9979692
6.799997,719.7116,40.76297,531.5053,11.83703,4,0.9979666
6.819998,719.8177,40.77416,531.2932,11.8364,4,0.9979641
6.839998,719.9267,40.78547,531.0825,11.83578,4,0.9979616
6.859997,720.0383,40.79691,530.8733,11.83516,4,0.9979593
6.879997,720.1527,40.80848,530.6655,11.83455,4,0.9979575
6.899998,720.2697,40.82016,530.4592,11.83393,4,0.9979561
6.919998,720.3893,40.83197,530.2546,11.83334,4,0.9979549
6.939997,720.5117,40.84391,530.0515,11.83275,4,0.9979539
6.959997,720.6366,40.85597,529.85,11.83217,4,0.997953
6.979998,720.7641,40.86815,529.6501,11.8316,4,0.9979522
6.999998,720.8942,40.88044,529.452,11.83104,4,0.9979516
7.019997,721.0268,40.89285,529.2555,11.8305,4,0.9979511
7.039997,721.1619,40.90538,529.0608,11.82996,4,0.9979509
7.059998,721.2996,40.91802,528.8679,11.82943,4,0.9979509
7.079998,721.4397,40.93078,528.6768,11.82892,4,0.9979512
7.099998,721.5823,40.94365,528.4875,11.82841,4,0.9979518
7.119997,721.7274,40.95663,528.3001,11.82792,4,0.9979528
7.139997,721.8748,40.96971,528.1147,11.82745,4,0.9979541
7.159998,722.0245,40.98289,527.9312,11.82698,4,0.9979556
7.179998,722.1767,40.99617,527.7496,11.82653,4,0.9979572
7.199997,722.3312,41.00956,527.5701,11.8261,4,0.9979589
7.219997,722.488,41.02303,527.3925,11.82567,4,0.9979608
7.239998,722.6471,41.0366,527.217,11.82527,4,0.997963
7.259998,722.8085,41.05025,527.0436,11.82488,4,0.9979654
7.279997,722.972,41.06398,526.8724,11.8245,4,0.997968
7.299997,723.1378,41.0778,526.7033,11.82414,4,0.9979709
7.319998,723.3058,41.09169,526.5364,11.8238,4,0.9979741
7.339998,723.4758,41.10565,526.3717,11.82348,4,0.9979774
7.359997,723.6481,41.11969,526.2092,11.82317,4,0.997981
7.379997,723.8223,41.13379,526.049,11.82288,4,0.997985
7.399998,723.9987,41.14794,525.891,11.82261,4,0.9979892
7.419998,724.1771,41.16214,525.7354,11.82236,4,0.9979936
7.439997,724.3575,41.17641,525.5821,11.82213,4,0.997998
7.459997,724.5399,41.19072,525.4312,11.82191,4,0.9980025
7.479998,724.7241,41.20507,525.2827,11.82171,4,0.9980074
7.499998,724.9103,41.21946,525.1365,11.82154,4,0.9980125
7.519997,725.0984,41.23389,524.9928,11.82138,4,0.9980178
7.539997,725.2884,41.24834,524.8515,11.82125,4,0.9980231
7.559998,725.4801,41.26283,524.7128,11.82114,4,0.9980284
7.579998,725.6736,41.27733,524.5765,11.82104,4,0.9980339
7.599997,725.869,41.29185,524.4427,11.82096,4,0.9980395
7.619997,726.066,41.30639,524.3115,11.82091,4,0.9980453
7.639997,726.2646,41.32093,524.1829,11.82087,4,0.9980512
7.659998,726.465,41.33548,524.0569,11.82086,4,0.9980572
7.679996,726.667,41.35003,523.9335,11.82086,4,0.9980634
7.699997,726.8705,41.36457,523.8127,11.82089,4,0.9980699
7.719997,727.0757,41.3791,523.6946,11.82093,4,0.998077
7.739998,727.2823,41.39363,523.5792,11.821,4,0.9980845
7.759996,727.4905,41.40813,523.4664,11.82109,4,0.9980923
7.779997,727.7001,41.42261,523.3564,11.8212,4,0.9981005
7.799997,727.9111,41.43706,523.2491,11.82134,4,0.998109
7.819998,728.1234,41.45148,523.1445,11.82151,4,0.9981176
7.839998,728.3371,41.46586,523.0427,11.82169,4,0.9981261
7.859997,728.5521,41.48021,522.9437,11.8219,4,0.9981344
7.879997,728.7684,41.49451,522.8475,11.82213,4,0.9981426
7.899998,728.986,41.50877,522.754,11.82238,4,0.9981508
7.919998,729.2048,41.52298,522.6635,11.82265,4,0.9981591
7.939997,729.4247,41.53713,522.5757,11.82294,4,0.9981677
7.959997,729.6457,41.55123,522.4909,11.82325,4,0.9981765
7.979998,729.8678,41.56526,522.4089,11.82358,4,0.9981854
7.999998,730.0909,41.57922,522.3298,11.82392,4,0.9981943
8.019997,730.3151,41.59311,522.2535,11.8243,4,0.9982033
8.039997,730.5403,41.60692,522.1803,11.82469,4,0.9982122
8.059998,730.7665,41.62066,522.1099,11.8251,4,0.998221
8.079998,730.9935,41.63432,522.0425,11.82553,4,0.99823
8.099997,731.2214,41.6479,521.978,11.82598,4,0.9982393
8.119997,731.4502,41.66139,521.9165,11.82645,4,0.9982491
8.139997,731.6797,41.67479,521.8579,11.82693,4,0.9982594
8.159998,731.91,41.68809,521.8024,11.82744,4,0.9982697
8.179996,732.141,41.70129,521.7498,11.82798,4,0.9982799
8.199997,732.3727,41.71439,521.7001,11.82853,4,0.99829
8.219997,732.605,41.72737,521.6536,11.8291,4,0.9982999
8.239998,732.838,41.74025,521.61,11.82969,4,0.9983097
8.259996,733.0714,41.75303,521.5695,11.83029,4,0.9983196
8.279997,733.3054,41.76568,521.5319,11.83091,4,0.9983299
8.299997,733.54,41.77821,521.4974,11.83155,4,0.9983405
8.319998,733.7749,41.79062,521.4659,11.83221,4,0.9983513
8.339996,734.0103,41.8029,521.4375,11.83288,4,0.9983619
8.359997,734.246,41.81505,521.4122,11.83357,4,0.9983724
8.379997,734.4821,41.82706,521.3898,11.83428,4,0.9983825
8.399998,734.7184,41.83894,521.3706,11.835,4,0.9983923
8.419996,734.955,41.85069,521.3544,11.83574,4,0.9984021
8.439997,735.1918,41.8623,521.3412,11.83648,4,0.9984122
8.459997,735.4288,41.87377,521.3312,11.83724,4,0.9984226
8.479998,735.6658,41.88509,521.3242,11.83801,4,0.9984334
8.499996,735.9031,41.89627,521.3203,11.8388,4,0.9984442
8.519997,736.1403,41.9073,521.3195,11.83961,4,0.9984548
8.539997,736.3776,41.91818,521.3217,11.84042,4,0.9984651
