time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries
69.72645,1011.587,124.5876,-41.13581,-0.4364452,4,0.6026759,0,0,3,0,1
69.82645,1011.57,124.5409,-41.09752,-0.4991032,4,0.5992631,0,0,3,0,1
69.94645,1011.553,124.4823,-41.04895,-0.5240854,4,0.5978425,0,0,3,0,1
70.06645,1011.537,124.4229,-40.99974,-0.5266458,4,0.5981364,0,0,3,0,1
70.18645,1011.521,124.3647,-40.95189,-0.5192928,4,0.6014881,0,0,3,0,1
70.30645,1011.504,124.3083,-40.90395,-0.5058719,4,0.6062204,0,0,3,0,1
70.42645,1011.488,124.2537,-40.85474,-0.4925217,4,0.6115787,0,0,3,0,1
70.54645,1011.472,124.2003,-40.80496,-0.4817527,4,0.6162268,0,0,3,0,1
70.64645,1011.459,124.1564,-40.76348,-0.4744268,4,0.6192449,0,0,3,0,1
70.76645,1011.443,124.104,-40.71401,-0.4667083,4,0.6217971,0,0,3,0,1
70.88645,1011.427,124.0518,-40.66492,-0.4594445,4,0.6233113,0,0,3,0,1
71.00645,1011.406,124.0008,-40.62346,-0.1554679,4,0.6240178,0.7051758,0,3,0,1
71.12645,1011.352,123.9694,-40.64816,0.09200691,4,0.6241695,0,0,3,0,1
71.24645,1011.321,123.9295,-40.63258,-0.2560399,4,0.6243858,0,0,3,0,1
71.36645,1011.29,123.8857,-40.61452,0.1821442,4,0.62468,0.8002103,0,3,0,1
71.46645,1011.258,123.854,-40.61263,0.05215003,4,0.6248484,0.6996933,0,3,0,1
71.58645,1011.221,123.8157,-40.60757,0.2411191,4,0.6258229,0.8860539,0,3,0,1
71.70645,1011.178,123.7843,-40.61965,-0.08822584,4,0.6298252,0,0,3,0,1
71.82645,1011.14,123.7499,-40.61895,0.03188303,4,0.6350361,0,0,3,0,1
71.94645,1011.111,123.7117,-40.60286,-0.0882553,4,0.6398185,0.6289104,0,3,0,1
72.06645,1011.076,123.6749,-40.59441,-0.2089769,4,0.6434037,0,0,3,0,1
72.18645,1011.04,123.6374,-40.58549,-0.1211794,4,0.6457341,0,0,3,0,1
72.28645,1011.013,123.6047,-40.5735,0.1149017,4,0.6469097,0.7625891,0,3,0,1
72.40645,1010.982,123.566,-40.5591,-0.2401242,4,0.64768,0,0,3,0,1
72.52645,1010.944,123.5296,-40.55488,-0.1439016,4,0.6480457,0,0,3,0,1
72.64645,1010.908,123.4919,-40.54708,-0.03067782,4,0.6482406,0,0,3,0,1
72.76645,1010.879,123.4514,-40.52745,-0.09923308,4,0.6483932,0.6374568,0,3,0,1
72.88645,1010.844,123.4125,-40.51582,-0.3160748,4,0.6485233,0,0.45,3,0,1
73.00645,1010.833,123.3398,-40.43393,-1.07828,4,0.648501,0,0.45,3,0,1
73.10645,1010.84,123.2534,-40.30673,-1.704724,4,0.6510158,0,0.45,3,0,1
73.22645,1010.863,123.1276,-40.08021,-2.453175,4,0.6566563,0,0.45,3,0,1
73.34645,1010.897,122.9752,-39.77022,-3.203439,4,0.6642665,0,0.45,3,0,1
73.46645,1010.946,122.7805,-39.38319,-3.959997,4,0.6798419,0,0.45,3,0,1
73.58645,1011,122.5275,-38.92688,-4.72429,4,0.7023644,0,0.45,3,0,1
73.70645,1011.025,122.2223,-38.39852,-5.437982,4,0.7245605,0,0.45,3,0,1
73.82645,1010.95,121.9687,-37.81027,-5.934566,4,0.739819,0,0.45,3,0,1
73.92645,1010.863,121.7467,-37.25391,-6.426161,4,0.7870315,0,0.45,3,0,1
74.04645,1010.7,121.4564,-36.54898,-6.547704,4,0.8367115,0,0.45,3,0,1
74.16645,1010.443,121.3038,-35.8821,-6.294477,4,0.8941673,0,0.45,3,0,1
74.28645,1010.167,121.2847,-35.22176,-6.314443,4,0.9578059,0,0.45,3,0,1
74.40645,1009.867,121.2977,-34.60678,-5.790397,4,0.9844942,0,0.45,3,0,1
74.52645,1009.514,121.412,-34.08115,-5.600408,4,0.9628342,0,0.45,3,0,1
74.64645,1009.134,121.5711,-33.59123,-5.466029,4,0.9421687,0,0.45,3,0,1
74.74645,1008.801,121.7303,-33.2169,-5.340698,4,0.9290858,0,0.45,3,0,1
74.86645,1008.383,121.9547,-32.81815,-5.16673,4,0.9175383,0,0.45,3,0,1
74.98645,1007.953,122.1885,-32.46505,-4.983183,4,0.9120967,0,0.45,3,0,1
75.10645,1007.513,122.4022,-32.14388,-4.806039,4,0.9101205,0,0.45,3,0,1
75.22645,1007.07,122.5867,-31.84647,-4.643082,4,0.9093866,0,0.45,3,0,1
75.34645,1006.627,122.749,-31.57067,-4.49441,4,0.9091209,0,0.45,3,0,1
75.46645,1006.187,122.8985,-31.31575,-4.358274,4,0.909138,0,0.45,3,0,1
75.56645,1005.825,123.0174,-31.11742,-4.252892,4,0.9093017,0,0.45,3,0,1
75.68645,1005.396,123.155,-30.89327,-4.134981,4,0.9095678,0,0.45,3,0,1
75.78645,1005.045,123.2656,-30.71589,-4.0431,4,0.9097868,0,0.45,3,0,1
75.90645,1004.727,123.3602,-30.56719,-1.620308,4,0.9098669,1,0,3,0,1
76.02645,1004.726,123.3449,-30.60117,1.226879,4,0.909767,1,0,3,0,1
76.14645,1004.972,123.2448,-30.77633,3.635334,4,0.9095878,1,0,3,0,1
76.24645,1005.358,123.1,-31.02459,5.572436,4,0.9094757,1,0,3,0,1
76.36645,1005.932,122.8894,-31.38314,5.634105,4,0.9093757,0,0.4737769,3,0,1
76.48645,1006.343,122.7355,-31.64578,3.100198,4,0.9092547,0,0.8807333,3,0,1
76.60645,1006.536,122.6548,-31.7859,1.528424,4,0.9091639,0,0.4262469,3,0,1
76.72645,1006.63,122.607,-31.87173,0.8721128,4,0.9091802,0,0.2364567,3,0,1
76.84645,1020.754,140.2156,-56.51993,0.03693385,0,0.9808419,0,0,3,0,2
76.96645,1020.686,140.1183,-56.54608,1.674999,4,0.98172,1,0,3,0,2
77.06645,1020.441,139.9966,-56.64248,3.574586,4,0.9821671,1,0,3,0,2
77.18645,1019.914,139.8528,-56.85079,5.774551,4,0.9827628,1,0,3,0,2
77.30645,1019.142,139.7052,-57.1526,7.889978,4,0.9827317,1,0,3,0,2
77.42645,1018.147,139.5259,-57.53032,9.597138,4,0.9829814,0.4493523,0,3,0,2
77.54645,1017.068,139.4081,-57.9119,9.919358,4,0.9962083,0.09510117,0,3,0,2
77.66645,1015.964,139.3537,-58.30053,9.906663,4,0.9995184,0.1015305,0,3,0,2
77.78645,1014.843,139.3784,-58.67944,9.938472,4,0.9997863,0.06189804,0,3,0,2
77.88645,1013.901,139.4235,-58.98367,9.940623,4,0.99983,0.05723725,0,3,0,2
78.00645,1012.763,139.4563,-59.33141,9.861462,4,0.9998831,0.04747925,0,3,0,2
78.12645,1011.613,139.4345,-59.65702,9.901973,3,0.9995292,0.1042664,0,3,0,2
78.24645,1010.453,139.3287,-59.95766,9.882013,2,0.9972246,0.04350204,0,3,0,2
78.36645,1009.292,139.1226,-60.22844,9.946473,2,0.9911527,0.08456498,0,3,0,2
78.48645,1008.139,138.8186,-60.46434,9.985794,2,0.9804888,0.05917206,0,3,0,2
78.60645,1007.005,138.4169,-60.65893,9.998631,2,0.965497,0.06019669,0,3,0,2
78.70645,1006.076,138.028,-60.78382,9.975154,4,0.9523634,0,0,3,0,2
78.82645,1004.965,137.6229,-60.89754,9.93445,4,0.9587174,0.02564697,0,3,0,2
78.94645,1003.827,137.3191,-60.97765,9.968805,4,0.9677075,0.07323685,0,3,0,2
79.06645,1002.657,137.0996,-61.01089,9.973418,4,0.9667332,0.06003876,0,3,0,2
79.18645,1001.477,136.9078,-60.9837,9.951764,4,0.9619843,0.07635041,0,3,0,2
79.30645,1000.305,136.7035,-60.87825,9.931791,4,0.9554096,0.09264603,0,3,0,2
79.42645,999.145,136.4787,-60.67775,9.959007,4,0.9484075,0.05819779,0,3,0,2
79.52645,998.1959,136.2896,-60.43201,9.923163,4,0.9428353,0.08966751,0,3,0,2
79.64645,997.0843,136.0684,-60.03135,9.876733,4,0.9370716,0.03686676,0,3,0,2
79.76645,996.0214,135.8457,-59.50107,9.918301,2,0.9312754,0.08301468,0,3,0,2
79.88645,995.0408,135.5934,-58.82509,9.931586,2,0.9258643,0.06724472,0,3,0,2
80.00645,994.1774,135.3273,-58.01087,9.920285,4,0.9174651,0.06674729,0,3,0,2
80.12645,993.4183,135.1649,-57.12431,9.81451,4,0.8931907,0.1456673,0,3,0,2
80.24644,992.7187,135.2022,-56.22658,9.648196,4,0.813247,0.2785179,0,3,0,2
80.34645,992.2112,135.4043,-55.44909,9.532377,4,0.7796746,0.3730942,0,3,0,2
80.46645,991.6893,136.0139,-54.64418,9.155413,2,0.6635462,0.5556221,0,3,0,2
80.58645,991.4615,136.5848,-53.64475,9.296168,2,0.7495444,0.5755936,0,3,0,2
80.70645,991.3996,137.0995,-52.62205,8.416461,0,0.8236703,1,0,3,0,2
80.82645,991.3447,137.4696,-51.60063,7.198384,0,0.8892552,1,0,3,0,2
80.94645,991.2955,137.6939,-50.58222,5.932466,0,0.9409984,1,0,3,0,2
81.06644,991.251,137.772,-49.56846,4.722421,0,0.9760491,1,0,3,0,2
81.16645,991.2159,137.7254,-48.72822,3.807239,0,0.9922214,1,0,3,0,2
81.28645,991.175,137.5365,-47.72624,2.851657,0,0.9975152,1,0,3,0,2
81.40645,991.1335,137.2035,-46.73161,2.056473,0,0.9905617,1,0,3,0,2
81.52645,991.0901,136.728,-45.74432,1.403558,0,0.9755174,1,0,3,0,2
81.64645,991.0439,136.1115,-44.76399,0.8596733,0,0.9566551,1,0,3,0,2
81.76645,990.9938,135.3553,-43.78992,0.385383,0,0.9377649,1,0,3,0,2
81.88644,990.9399,134.4608,-42.82128,-0.05785719,0,0.9217835,1,0,3,0,2
81.98645,990.8918,133.6101,-42.01756,-0.427461,0,0.9121121,1,0,3,0,2
82.10645,990.8304,132.4638,-41.05651,-0.8931051,0,0.9057638,1,0,3,0,2
82.22645,990.7651,131.1808,-40.09838,-1.398089,0,0.9053125,1,0,3,0,2
82.34645,990.6963,129.7613,-39.14242,-1.949121,0,0.9102434,1,0,3,0,2
82.46645,990.6244,128.2053,-38.18801,-2.543583,0,0.9195206,1,0,3,0,2
82.58645,990.5497,126.5129,-37.23463,-3.170514,0,0.931792,1,0,3,0,2
82.70644,990.4732,124.6839,-36.28191,-3.812057,0,0.9455849,0.07231312,0,3,0,2
82.80645,990.4081,123.0553,-35.4883,-4.341444,0,0.9572121,0,0.3694095,3,0,2
82.92645,990.3088,121.9251,-35.08749,0.5277506,4,0.9109303,1,0,3,0,2
83.04645,990.3659,121.8702,-35.32302,3.087164,4,0.9090195,1,0,3,0,2
83.16645,990.5204,121.7277,-35.83193,5.547069,4,0.9091538,1,0,3,0,2
83.28645,990.8099,121.4577,-36.5592,7.827618,4,0.9165377,1,0,3,0,2
83.40645,991.3192,121.2186,-37.29858,7.500102,4,0.970984,1,0,3,0,2
83.52644,992.0068,121.1428,-37.82963,7.080637,2,0.9986655,0.4979202,0,3,0,2
83.62645,992.7086,121.0982,-38.12395,7.516343,1,0.9849903,1,0,3,0,2
83.74644,993.6374,121.1038,-38.35361,8.107131,1,0.9544623,1,0,3,0,2
83.86645,994.6318,120.9423,-38.65277,9.052505,2,0.8966576,1,0,3,0,2
83.98645,995.7663,120.7142,-39.09798,10.33924,0,0.8659899,1,0,3,0,2
84.10645,996.9266,120.3611,-39.5738,10.48144,1,0.8356304,0,1,3,0,2
84.22645,998.0954,120.0888,-40.03189,9.938181,2,0.8061342,0,1,3,0,2
84.34644,999.015,119.9432,-40.34983,7.043817,4,0.7631977,0,0.9401699,3,0,2
84.44645,999.5285,119.8889,-40.49833,4.126948,4,0.7200492,0,1,3,0,2
84.56644,999.8232,119.8513,-40.57078,1.640127,4,0.7265774,0,0.4813066,3,0,2
84.68645,999.9498,119.8146,-40.58231,0.5575168,4,0.7521037,0,0,3,0,2
84.80645,999.9973,119.7953,-40.57121,0.09576618,4,0.7804424,0,0,3,0,2
84.92645,1000.007,119.7787,-40.54196,-0.2597559,4,0.8028554,0,0.45,3,0,2
85.04645,999.9857,119.7581,-40.49489,-0.4417856,4,0.8175137,0,0.45,3,0,2
85.16644,999.9532,119.7346,-40.4403,-0.5061901,4,0.8256459,0,0.45,3,0,2
85.26645,999.9228,119.7135,-40.39217,-0.5283734,4,0.8288575,0,0.45,3,0,2
85.38644,999.892,119.7028,-40.34489,-0.4235857,4,0.8392758,0,0.45,3,0,2
85.50645,999.8641,119.694,-40.30547,-0.3798264,4,0.8521396,0,0.45,3,0,2
85.62645,999.8362,119.684,-40.27098,-0.3452766,4,0.8637119,0,0.45,3,0,2
85.74644,999.8088,119.6729,-40.23987,-0.3214013,4,0.8731256,0,0.45,3,0,2
85.86645,999.7813,119.6611,-40.21032,-0.3459483,4,0.8801895,0,0.45,3,0,2
85.98644,999.7377,119.6483,-40.17125,-0.5725836,4,0.8883299,0,0.45,3,0,2
86.08645,999.6922,119.6584,-40.10911,-0.7332274,4,0.8829127,0,0.45,3,0,2
86.20644,999.6041,119.6432,-40.06598,-0.937538,4,0.9027709,0,0.45,3,0,2
86.32645,999.5033,119.6576,-39.99236,-1.089872,3,0.9031845,0,0.45,3,0,2
86.44645,999.3738,119.6425,-39.94849,-1.26013,3,0.9213741,0,0.45,3,0,2
86.56644,999.2388,119.6764,-39.87311,-1.362057,3,0.922967,0,0.45,3,0,2
86.68645,999.0706,119.6638,-39.83843,-1.49405,3,0.9425771,0,0.45,3,0,2
86.80644,998.9131,119.734,-39.79243,-1.455373,3,0.9588605,0,0.45,3,0,2
86.90645,998.7584,119.7127,-39.78706,-1.597799,3,0.977276,0,0.45,3,0,2
87.02644,998.5492,119.6759,-39.77118,-1.767101,4,0.9891537,0,0.45,3,0,2
87.14645,998.329,119.683,-39.74928,-1.923306,4,0.9904242,0,0.45,3,0,2
87.26645,998.0998,119.7293,-39.72414,-2.058658,4,0.9863494,0,0.45,3,0,2
87.38644,997.8633,119.7984,-39.70279,-2.159393,4,0.9774719,0,0.45,3,0,2
87.50645,997.6195,119.8769,-39.6807,-2.215785,4,0.9665273,0,0.45,3,0,2
87.62644,997.3712,119.9548,-39.65383,-2.231753,4,0.95593,0,0.45,3,0,2
87.72645,997.223,120.0941,-39.57769,-2.214851,4,0.935596,0,0.45,3,0,2
87.84644,996.9903,120.1562,-39.53042,-1.508409,4,0.9336976,1,0,3,0,2
87.96645,997.0077,120.1154,-39.53926,1.390122,4,0.9396269,1,0,3,0,2
88.08645,997.31,119.9857,-39.60486,3.841139,4,0.9443254,1,0,3,0,2
88.20644,997.8702,119.8269,-39.71941,5.897902,4,0.9614846,1,0,3,0,2
88.32645,998.667,119.6742,-39.82675,7.850573,4,0.9850857,1,0,3,0,2
88.44644,999.699,119.6383,-39.86214,9.528061,3,0.9992027,1,0,3,0,2
88.54645,1000.759,119.6203,-39.80808,10.9975,2,0.9981149,1,0,3,0,2
88.66644,1002.194,119.4985,-39.81862,12.65924,4,0.9821339,1,0,3,0,2
88.78645,1003.695,119.6004,-39.87601,12.86238,4,0.9604645,1,0,3,0,2
88.90645,1028.514,141.6086,-52.77979,1.533873,4,0.9892343,1,0,3,0,3
89.02644,1028.223,141.4799,-52.92955,3.767881,4,0.988578,1,0,3,0,3
89.14645,1027.694,141.3374,-53.19299,5.91963,4,0.9876192,1,0,3,0,3
89.26644,1026.927,141.1927,-53.54702,7.986981,4,0.9870518,1,0,3,0,3
89.36645,1026.108,141.0638,-53.88419,9.458679,4,0.9867225,0.5947792,0,3,0,3
89.48644,1025.005,140.8955,-54.27022,9.958508,4,0.9863217,0.06200333,0,3,0,3
89.60645,1023.865,140.7206,-54.58081,9.881349,4,0.9856947,0.04681396,0,3,0,3
89.72645,1022.704,140.5407,-54.7979,9.895037,4,0.9849799,0.03023071,0,3,0,3
89.84644,1021.527,140.3593,-54.91273,9.891345,4,0.9843194,0.03208695,0,3,0,3
89.96645,1020.344,140.1814,-54.91964,9.883789,4,0.983537,0.03785629,0,3,0,3
90.08644,1019.166,140.0109,-54.81417,9.874591,4,0.9826984,0.04507141,0,3,0,3
90.18645,1018.195,139.8743,-54.63765,9.933095,3,0.9819371,0.07536393,0,3,0,3
90.30644,1017.053,139.6853,-54.31157,9.910011,3,0.9785545,0.102449,0,3,0,3
90.42645,1015.963,139.4619,-53.86221,9.90477,3,0.9797703,0.1039208,0,3,0,3
90.54645,1014.933,139.2552,-53.29876,9.933412,4,0.988388,0.06554718,0,3,0,3
90.66644,1013.961,139.1558,-52.59484,9.943632,4,0.9899915,0.06293564,0,3,0,3
90.78645,1013.042,139.1665,-51.7612,9.894198,2,0.9831519,0.1098389,0,3,0,3
90.90644,1012.231,138.9007,-50.87833,9.914931,0,0.9803751,0.05917053,0,3,0,3
91.00645,1011.563,138.5728,-50.14269,9.814716,0,0.976102,0.1275436,0,3,0,3
91.12644,1010.767,138.0505,-49.26419,9.601332,0,0.9699928,0.2850487,0,3,0,3
91.24644,1009.976,137.3884,-48.39107,9.291814,0,0.96398,0.52006,0,3,0,3
91.36645,1009.19,136.5872,-47.52385,8.888871,0,0.9590393,0.8300156,0,3,0,3
91.48644,1008.407,135.6473,-46.66275,8.392806,0,0.9558185,1,0,3,0,3
91.60645,1007.627,134.5692,-45.80778,7.802593,0,0.9546304,1,0,3,0,3
91.72644,1006.848,133.3531,-44.95871,7.11713,0,0.9554848,1,0,3,0,3
91.82645,1006.2,132.2345,-44.2554,6.473134,0,0.957593,1,0,3,0,3
91.94644,1005.423,130.7663,-43.41607,5.614824,0,0.961455,1,0,3,0,3
92.06644,1004.645,129.1608,-42.58126,4.66797,0,0.9663027,1,0,3,0,3
92.18645,1003.867,127.4182,-41.75029,3.640993,0,0.971611,1,0,3,0,3
92.30644,1003.089,125.5387,-40.92248,2.545964,0,0.9768849,1,0,3,0,3
92.42645,1002.31,123.5225,-40.09715,1.398288,0,0.9817093,1,0,3,0,3
92.54644,1001.53,121.3699,-39.27364,0.2160135,0,0.985781,1,0,3,0,3
92.64645,1000.897,119.9148,-38.81931,-4.20765,4,0.9840279,1,0,3,0,3
92.76644,1000.609,119.8359,-38.88122,-1.013504,4,0.9532568,1,0,3,0,3
92.88644,1000.661,119.8614,-38.91891,1.233561,4,0.9254559,1,0,3,0,3
93.00645,1000.954,119.9106,-38.90314,3.231267,4,0.9104203,1,0,3,0,3
93.12644,1001.473,119.9504,-38.82413,5.176598,4,0.9056388,1,0,3,0,3
93.24644,1002.217,119.9799,-38.7029,7.071327,4,0.9092877,1,0,3,0,3
93.36644,1003.185,119.9819,-38.56178,8.916684,4,0.9200031,1,0,3,0,3
93.46645,1004.131,120.0289,-38.44644,9.862309,4,0.9529516,1,0,3,0,3
93.58644,1005.337,120.2579,-38.35957,10.09958,0,0.9825346,1,0,3,0,3
93.70644,1006.503,120.4346,-38.2379,9.298307,1,0.9982702,1,0,3,0,3
93.82645,1007.57,120.5935,-38.10926,8.217318,2,0.9382294,0.5824478,0,3,0,3
93.94644,1008.553,120.9128,-38.11948,9.509653,2,0.8776703,1,0,3,0,3
94.06644,1009.672,121.3019,-38.24909,10.43207,4,0.8203794,1,0,3,0,3
94.18644,1010.674,122.0225,-38.38047,10.80788,4,0.7946982,1,0,3,0,3
94.28645,1011.555,122.6849,-38.54609,11.50391,4,0.768899,1,0,3,0,3
94.40644,1012.588,123.6162,-38.7558,12.36538,4,0.6935906,1,0,3,0,3
94.52644,1013.613,124.73,-38.97216,13.18815,4,0.6589378,1,0,3,0,3
94.64645,1014.52,125.8642,-39.1603,10.67685,4,0.6303133,0,1,3,0,3
94.76644,1015.09,126.6602,-39.26931,6.525524,4,0.6047183,0,1,3,0,3
94.88644,1015.379,127.124,-39.30902,4.015588,4,0.5908068,0.8593119,0,3,0,3
95.00644,1015.676,127.5907,-39.36337,5.070771,4,0.5813992,1,0,3,0,3
95.10645,1015.986,128.0461,-39.43689,5.912513,4,0.5732805,1,0,3,0,3
95.22644,1016.422,128.6744,-39.55199,6.87816,4,0.5600351,1,0,3,0,3
95.34644,1016.91,129.4025,-39.68303,7.798293,4,0.5478532,1,0,3,0,3
95.46645,1017.447,130.2294,-39.8213,8.678695,4,0.5402862,1,0,3,0,3
95.58644,1018.036,131.1466,-39.95839,9.52414,4,0.5335955,1,0,3,0,3
95.70644,1018.684,132.1461,-40.0857,10.33713,4,0.5261194,1,0,3,0,3
95.82644,1019.394,133.2228,-40.19118,11.12016,4,0.5201627,1,0,3,0,3
95.92645,1020.033,134.1746,-40.24957,11.75311,4,0.5138363,1,0,3,0,3
96.04644,1020.863,135.3759,-40.26781,12.49103,4,0.5059137,1,0,3,0,3
96.16644,1021.774,136.6291,-40.21619,13.21196,4,0.5052281,1,0,3,0,3
96.28645,1022.776,137.9145,-40.08395,13.92755,4,0.503099,1,0,3,0,3
96.40644,1023.85,139.2307,-39.83912,14.63519,4,0.4970568,1,0,3,0,3
96.52644,1025.017,140.5623,-39.46518,15.34475,3,0.5211533,1,0,3,0,3
96.64644,1026.273,141.8334,-39.00361,15.00239,1,0.5555797,1,0,3,0,3
96.74644,1027.323,142.7887,-38.61734,14.29234,0,0.5959101,1,0,3,0,3
96.86644,1028.584,143.8059,-38.15582,13.48828,0,0.6541619,1,0,3,0,3
96.98644,1029.846,144.6814,-37.6962,12.75079,0,0.71857,1,0,3,0,3
97.10645,1031.11,145.4141,-37.23817,12.08956,0,0.7841278,1,0,3,0,3
97.22644,1032.374,146.0031,-36.78136,11.51033,0,0.8460553,1,0,3,0,3
97.34644,1033.639,146.4474,-36.32536,11.01501,0,0.9002388,1,0,3,0,3
97.46644,1034.903,146.7466,-35.86972,10.60136,0,0.9436448,1,0,3,0,3
97.56644,1035.955,146.885,-35.49001,10.31429,0,0.970338,1,0,3,0,3
97.68644,1037.215,146.9181,-35.03405,10.02985,0,0.9907128,1,0,3,0,3
97.80644,1038.472,146.8068,-34.5775,9.797964,0,0.9992824,1,0,3,0,3
97.92645,1039.723,146.5519,-34.12027,9.603086,0,0.9980236,1,0,3,0,3
98.04644,1040.969,146.1546,-33.66236,9.429264,0,0.9895722,1,0,3,0,3
98.16644,1042.208,145.616,-33.20388,9.261493,0,0.9767929,1,0,3,0,3
98.28644,1043.422,144.9658,-32.74046,9.039348,2,0.9735165,1,0,3,0,3
98.38644,1044.195,144.7746,-32.23896,8.754076,4,0.9940359,1,0,3,0,3
98.50644,1044.978,145.0784,-31.47499,9.418334,4,0.9775097,1,0,3,0,3
98.62644,1045.563,145.236,-30.36774,11.09309,3,0.9717715,1,0,3,0,3
98.74644,1046.025,145.4801,-29.08878,12.06782,2,0.9975928,1,0,4,0,3
98.86644,1046.512,145.6305,-27.68034,12.52091,1,0.9865297,1,0,4,0,3
98.98644,1047.005,145.6848,-26.18599,13.77375,4,0.9694325,1,0,4,0,3
99.10644,1047.491,145.7836,-24.5002,15.26521,4,0.9706983,1,0,4,0,3
99.20644,1047.887,145.9246,-22.95823,16.4692,4,0.9783124,1,0,4,0,3
99.32644,1048.352,146.142,-20
