course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Street Loop Reverse,tourer,36,1.7,5.024,150.348,1.280,0.958,True,completed,45.026,1.280,0,7
Street Loop Reverse,moto,12,-1.5,13.302,150.217,0.380,0.980,True,completed,4.762,0.380,0,0
Street Loop Reverse,moto,12,-3,13.307,150.224,0.380,0.980,True,completed,4.761,0.380,0,10
Street Loop Reverse,moto,12,0,13.318,150.210,0.380,0.980,True,completed,4.762,0.380,0,9
Street Loop Reverse,moto,12,-4.7,13.300,150.059,0.340,0.892,True,completed,4.286,0.340,0,55
Street Loop Reverse,moto,12,1.7,13.299,150.037,0.320,0.893,True,completed,4.050,0.320,0,41
Street Loop Reverse,moto,24,-1.5,6.980,150.034,1.160,0.991,True,completed,27.512,1.160,0,0
Street Loop Reverse,moto,24,-3,6.979,150.037,1.160,0.991,True,completed,27.512,1.160,0,0
Street Loop Reverse,moto,24,0,7.100,150.257,1.160,0.991,True,completed,27.512,1.160,0,0
Street Loop Reverse,moto,24,-4.7,6.985,150.212,1.100,0.764,True,completed,0.000,0.000,0,41
Street Loop Reverse,moto,24,1.7,6.977,150.197,1.160,0.719,True,completed,0.000,0.000,0,58
Street Loop Reverse,moto,36,-1.5,4.906,150.497,1.540,0.980,True,completed,53.958,1.540,0,157
Street Loop Reverse,moto,36,-3,4.996,150.024,1.540,0.980,True,completed,53.967,1.540,0,139
Street Loop Reverse,moto,36,0,4.909,150.194,1.540,0.975,True,completed,53.930,1.540,0,148
Street Loop Reverse,moto,36,-4.7,4.998,150.223,1.400,0.812,True,completed,49.313,1.400,0,58
Street Loop Reverse,moto,36,1.7,4.978,150.161,1.420,0.853,True,completed,49.970,1.420,0,64
Street Loop Reverse,atv,12,-1.5,13.316,150.166,0.380,0.980,True,completed,4.754,0.380,0,0
Street Loop Reverse,atv,12,-3,13.316,150.168,0.380,0.980,True,completed,4.753,0.380,0,0
Street Loop Reverse,atv,12,0,13.317,150.163,0.380,0.980,True,completed,4.753,0.380,0,0
Street Loop Reverse,atv,12,-4.7,13.339,150.166,0.500,0.833,True,completed,0.000,0.000,0,41
Street Loop Reverse,atv,12,1.7,13.543,150.175,1.160,0.826,True,completed,4.743,0.380,0,100
Street Loop Reverse,atv,24,-1.5,7.119,150.451,1.160,0.991,True,completed,27.448,1.160,0,0
Street Loop Reverse,atv,24,-3,7.114,150.449,1.160,0.991,True,completed,27.448,1.160,0,0
Street Loop Reverse,atv,24,0,7.117,150.449,1.160,0.991,True,completed,27.448,1.160,0,0
Street Loop Reverse,atv,24,-4.7,7.142,150.439,1.100,0.948,True,completed,26.044,1.100,0,75
Street Loop Reverse,atv,24,1.7,7.155,150.130,1.140,0.959,True,completed,26.951,1.140,0,74
Street Loop Reverse,atv,36,-1.5,4.919,150.380,1.440,0.992,True,completed,50.631,1.440,0,49
Street Loop Reverse,atv,36,-3,4.914,150.380,1.440,0.992,True,completed,50.631,1.440,0,45
Street Loop Reverse,atv,36,0,4.901,150.381,1.440,0.992,True,completed,50.631,1.440,0,45
Street Loop Reverse,atv,36,-4.7,4.906,150.258,1.460,0.986,True,completed,50.987,1.460,0,82
Street Loop Reverse,atv,36,1.7,4.882,150.125,1.420,0.985,True,completed,49.769,1.420,0,72
