action,time,x,y,z,speed,grounded,immersion
water turn,1.820,464.822,26.714,-353.318,11.729,0,0.000
water turn,1.840,464.908,26.932,-353.273,11.542,0,0.000
water turn,1.860,464.993,27.147,-353.227,11.351,0,0.000
water turn,1.880,465.079,27.357,-353.182,11.156,0,0.000
water turn,1.900,465.165,27.564,-353.136,10.957,0,0.000
water turn,1.920,465.252,27.766,-353.091,10.755,0,0.000
water turn,1.940,465.338,27.964,-353.045,10.550,0,0.000
water turn,1.960,465.424,28.159,-352.999,10.342,0,0.000
water turn,1.980,465.511,28.349,-352.954,10.133,0,0.000
water turn,2.000,465.598,28.535,-352.908,9.922,0,0.000
water turn,2.020,465.685,28.718,-352.862,9.709,0,0.000
water turn,2.040,465.772,28.896,-352.815,9.496,0,0.000
water turn,2.060,465.859,29.070,-352.769,9.282,0,0.000
water turn,2.080,465.946,29.240,-352.723,9.069,0,0.000
water turn,2.100,466.033,29.406,-352.677,8.855,0,0.000
water turn,2.120,466.121,29.568,-352.630,8.643,0,0.000
water turn,2.140,466.208,29.725,-352.583,8.432,0,0.000
water turn,2.160,466.296,29.879,-352.537,8.222,0,0.000
water turn,2.180,466.384,30.029,-352.490,8.015,0,0.000
water turn,2.200,466.471,30.174,-352.443,7.810,0,0.000
water turn,2.220,466.559,30.315,-352.396,7.608,0,0.000
water turn,2.240,466.647,30.453,-352.349,7.410,0,0.000
water turn,2.260,466.735,30.586,-352.302,7.215,0,0.000
water turn,2.280,466.823,30.714,-352.255,7.024,0,0.000
water turn,2.300,466.911,30.839,-352.207,6.838,0,0.000
water turn,2.320,466.999,30.960,-352.160,6.656,0,0.000
water turn,2.340,467.087,31.076,-352.112,6.480,0,0.000
water turn,2.360,467.176,31.189,-352.065,6.309,0,0.000
water turn,2.380,467.264,31.297,-352.017,6.144,0,0.000
water turn,2.400,467.352,31.401,-351.970,5.985,0,0.000
water turn,2.420,467.440,31.501,-351.922,5.832,0,0.000
water turn,2.440,467.528,31.596,-351.874,5.686,0,0.000
water turn,2.460,467.616,31.688,-351.826,5.547,0,0.000
water turn,2.480,467.704,31.775,-351.778,5.414,0,0.000
water turn,2.500,467.792,31.859,-351.731,5.289,0,0.000
water turn,2.520,467.880,31.938,-351.683,5.171,0,0.000
water turn,2.540,467.968,32.013,-351.635,5.060,0,0.000
water turn,2.560,468.056,32.084,-351.587,4.957,0,0.000
water turn,2.580,468.143,32.150,-351.539,4.861,0,0.000
water turn,2.600,468.231,32.213,-351.491,4.773,0,0.000
water turn,2.620,468.318,32.271,-351.443,4.692,0,0.000
water turn,2.640,468.406,32.326,-351.394,4.619,0,0.000
water turn,2.660,468.493,32.376,-351.346,4.554,0,0.000
water turn,2.680,468.580,32.422,-351.298,4.497,0,0.000
water turn,2.700,468.667,32.464,-351.250,4.447,0,0.000
water turn,2.720,468.754,32.502,-351.203,4.404,0,0.000
water turn,2.740,468.841,32.536,-351.155,4.369,0,0.000
water turn,2.760,468.927,32.566,-351.107,4.341,0,0.000
water turn,2.780,469.014,32.591,-351.059,4.320,0,0.000
water turn,2.800,469.100,32.613,-351.011,4.307,0,0.000
water turn,2.820,469.186,32.631,-350.963,4.300,0,0.000
water turn,2.840,469.272,32.644,-350.916,4.299,0,0.000
water turn,2.860,469.358,32.654,-350.868,4.306,0,0.000
water turn,2.880,469.444,32.659,-350.820,4.318,0,0.000
water turn,2.900,469.530,32.661,-350.773,4.337,0,0.000
water turn,2.920,469.615,32.658,-350.725,4.362,0,0.000
water turn,2.940,469.700,32.652,-350.678,4.392,0,0.000
water turn,2.960,469.785,32.641,-350.630,4.428,0,0.000
water turn,2.980,469.870,32.627,-350.583,4.469,0,0.000
water turn,3.000,469.955,32.608,-350.536,4.515,0,0.000
stop reverse,0.000,470.040,32.586,-350.489,4.566,0,0.000
stop reverse,0.020,470.124,32.560,-350.442,4.622,0,0.000
stop reverse,0.040,470.208,32.529,-350.395,4.682,0,0.000
stop reverse,0.060,470.292,32.495,-350.348,4.746,0,0.000
stop reverse,0.080,470.376,32.457,-350.301,4.814,0,0.000
stop reverse,0.100,470.460,32.415,-350.255,4.885,0,0.000
stop reverse,0.120,470.543,32.369,-350.208,4.960,0,0.000
stop reverse,0.140,470.627,32.319,-350.162,5.038,0,0.000
stop reverse,0.160,470.710,32.265,-350.115,5.119,0,0.000
stop reverse,0.180,470.793,32.207,-350.069,5.203,0,0.000
stop reverse,0.200,470.876,32.146,-350.023,5.289,0,0.000
stop reverse,0.220,470.959,32.080,-349.976,5.378,0,0.000
stop reverse,0.240,471.042,32.011,-349.930,5.468,0,0.000
stop reverse,0.260,471.124,31.937,-349.884,5.560,0,0.000
stop reverse,0.280,471.206,31.860,-349.838,5.654,0,0.000
stop reverse,0.300,471.289,31.779,-349.793,5.749,0,0.000
stop reverse,0.320,471.371,31.695,-349.747,5.845,0,0.000
stop reverse,0.340,471.453,31.606,-349.701,5.943,0,0.000
stop reverse,0.360,471.534,31.513,-349.656,6.041,0,0.000
stop reverse,0.380,471.616,31.417,-349.610,6.139,0,0.000
stop reverse,0.400,471.697,31.317,-349.565,6.238,0,0.000
stop reverse,0.420,471.779,31.213,-349.520,6.337,0,0.000
stop reverse,0.440,471.860,31.105,-349.475,6.436,0,0.000
stop reverse,0.460,471.941,30.993,-349.429,6.535,0,0.000
stop reverse,0.480,472.022,30.878,-349.384,6.633,0,0.000
stop reverse,0.500,472.103,30.758,-349.340,6.731,0,0.000
stop reverse,0.520,472.184,30.635,-349.295,6.828,0,0.000
stop reverse,0.540,472.264,30.508,-349.250,6.924,0,0.000
stop reverse,0.560,472.345,30.378,-349.205,7.018,0,0.000
stop reverse,0.580,472.425,30.243,-349.161,7.112,0,0.000
stop reverse,0.600,472.505,30.105,-349.116,7.204,0,0.000
stop reverse,0.620,472.585,29.962,-349.072,7.294,0,0.000
stop reverse,0.640,472.665,29.816,-349.027,7.383,0,0.000
stop reverse,0.660,472.745,29.667,-348.983,7.470,0,0.000
stop reverse,0.680,472.825,29.513,-348.939,7.554,0,0.000
stop reverse,0.700,472.905,29.356,-348.895,7.636,0,0.000
stop reverse,0.720,472.984,29.194,-348.851,7.716,0,0.000
stop reverse,0.740,473.063,29.029,-348.807,7.793,0,0.000
stop reverse,0.760,473.143,28.860,-348.763,7.867,0,0.000
stop reverse,0.780,473.222,28.688,-348.719,7.939,1,0.000
stop reverse,0.800,473.298,28.541,-348.683,7.470,2,0.000
stop reverse,0.820,473.359,28.424,-348.663,6.275,2,0.000
stop reverse,0.840,473.408,28.311,-348.651,5.371,2,0.000
stop reverse,0.860,473.448,28.199,-348.643,4.477,4,0.000
stop reverse,0.880,473.482,28.101,-348.636,3.596,4,0.000
stop reverse,0.900,473.522,28.074,-348.622,2.388,4,0.000
stop reverse,0.920,473.555,28.065,-348.611,1.784,4,0.000
stop reverse,0.940,473.580,28.062,-348.602,1.272,4,0.000
stop reverse,0.960,473.595,28.064,-348.596,0.763,4,0.000
stop reverse,0.980,473.601,28.071,-348.591,0.255,4,0.000
stop reverse,1.000,473.605,28.080,-348.587,0.146,4,0.000
stop reverse,1.020,473.607,28.092,-348.584,0.037,4,0.000
stop reverse,1.040,473.608,28.105,-348.582,-0.072,4,0.000
stop reverse,1.060,473.606,28.118,-348.580,-0.181,4,0.000
stop reverse,1.080,473.603,28.133,-348.579,-0.288,4,0.000
stop reverse,1.100,473.597,28.147,-348.578,-0.393,4,0.000
stop reverse,1.120,473.589,28.161,-348.577,-0.498,4,0.000
stop reverse,1.140,473.579,28.175,-348.577,-0.600,4,0.000
stop reverse,1.160,473.567,28.188,-348.577,-0.702,4,0.000
stop reverse,1.180,473.553,28.200,-348.577,-0.802,4,0.000
stop reverse,1.200,473.537,28.212,-348.577,-0.901,4,0.000
stop reverse,1.220,473.518,28.222,-348.577,-0.998,4,0.000
stop reverse,1.240,473.498,28.232,-348.578,-1.094,4,0.000
stop reverse,1.260,473.475,28.241,-348.578,-1.188,4,0.000
stop reverse,1.280,473.451,28.249,-348.579,-1.281,4,0.000
stop reverse,1.300,473.424,28.256,-348.579,-1.373,4,0.000
stop reverse,1.320,473.396,28.263,-348.580,-1.464,4,0.000
stop reverse,1.340,473.365,28.269,-348.581,-1.553,4,0.000
stop reverse,1.360,473.333,28.274,-348.582,-1.642,4,0.000
stop reverse,1.380,473.299,28.280,-348.583,-1.729,4,0.000
stop reverse,1.400,473.263,28.285,-348.584,-1.814,4,0.000
stop reverse,1.420,473.225,28.290,-348.585,-1.899,4,0.000
stop reverse,1.440,473.186,28.294,-348.586,-1.983,4,0.000
stop reverse,1.460,473.145,28.299,-348.587,-2.065,4,0.000
stop reverse,1.480,473.102,28.304,-348.589,-2.146,4,0.000
stop reverse,1.500,473.058,28.310,-348.590,-2.227,4,0.000
stop reverse,1.520,473.012,28.315,-348.591,-2.306,4,0.000
stop reverse,1.540,472.965,28.321,-348.593,-2.384,4,0.000
stop reverse,1.560,472.916,28.327,-348.594,-2.461,4,0.000
stop reverse,1.580,472.866,28.333,-348.596,-2.537,4,0.000
stop reverse,1.600,472.814,28.340,-348.597,-2.612,4,0.000
stop reverse,1.620,472.761,28.348,-348.599,-2.686,4,0.000
stop reverse,1.640,472.706,28.355,-348.600,-2.759,4,0.000
stop reverse,1.660,472.650,28.363,-348.602,-2.831,4,0.000
stop reverse,1.680,472.593,28.372,-348.604,-2.902,4,0.000
stop reverse,1.700,472.534,28.381,-348.605,-2.973,4,0.000
stop reverse,1.720,472.474,28.390,-348.607,-3.042,4,0.000
stop reverse,1.740,472.413,28.400,-348.609,-3.110,4,0.000
stop reverse,1.760,472.350,28.410,-348.611,-3.178,4,0.000
stop reverse,1.780,472.286,28.420,-348.613,-3.244,4,0.000
stop reverse,1.800,472.221,28.431,-348.615,-3.310,4,0.000
stop reverse,1.820,472.154,28.442,-348.617,-3.375,4,0.000
stop reverse,1.840,472.086,28.453,-348.619,-3.438,4,0.000
stop reverse,1.860,472.017,28.465,-348.621,-3.502,4,0.000
stop reverse,1.880,471.947,28.477,-348.623,-3.564,4,0.000
stop reverse,1.900,471.876,28.489,-348.625,-3.625,4,0.000
stop reverse,1.920,471.803,28.501,-348.627,-3.686,4,0.000
stop reverse,1.940,471.729,28.514,-348.629,-3.745,4,0.000
stop reverse,1.960,471.654,28.526,-348.632,-3.804,4,0.000
stop reverse,1.980,471.578,28.539,-348.634,-3.862,4,0.000
stop reverse,2.000,471.501,28.552,-348.636,-3.920,4,0.000
drive out,0.000,460.589,21.041,-363.842,0.000,4,0.050
drive out,0.020,460.589,21.041,-363.835,0.350,4,0.100
drive out,0.040,460.589,21.041,-363.821,0.689,4,0.150
drive out,0.060,460.589,21.040,-363.801,1.015,4,0.200
drive out,0.080,460.589,21.039,-363.774,1.328,4,0.250
drive out,0.100,460.589,21.038,-363.742,1.627,4,0.300
drive out,0.120,460.588,21.037,-363.703,1.913,4,0.350
drive out,0.140,460.588,21.036,-363.660,2.184,4,0.387
drive out,0.160,460.588,21.035,-363.611,2.445,4,0.389
drive out,0.180,460.588,21.034,-363.557,2.701,4,0.390
drive out,0.200,460.587,21.033,-363.498,2.954,4,0.392
drive out,0.220,460.587,21.032,-363.433,3.204,4,0.393
drive out,0.240,460.587,21.031,-363.364,3.450,4,0.394
drive out,0.260,460.586,21.031,-363.291,3.693,4,0.396
drive out,0.280,460.586,21.030,-363.212,3.932,4,0.397
drive out,0.300,460.585,21.030,-363.129,4.168,4,0.397
drive out,0.320,460.585,21.029,-363.041,4.401,4,0.398
drive out,0.340,460.585,21.029,-362.948,4.631,4,0.399
drive out,0.360,460.584,21.028,-362.851,4.858,4,0.399
drive out,0.380,460.584,21.028,-362.749,5.082,4,0.399
drive out,0.400,460.583,21.028,-362.643,5.303,4,0.400
drive out,0.420,460.583,21.028,-362.533,5.521,4,0.400
drive out,0.440,460.583,21.028,-362.418,5.736,4,0.400
drive out,0.460,460.582,21.028,-362.299,5.948,4,0.400
drive out,0.480,460.582,21.028,-362.176,6.158,4,0.400
drive out,0.500,460.581,21.028,-362.049,6.365,4,0.400
drive out,0.520,460.581,21.028,-361.917,6.570,4,0.400
drive out,0.540,460.580,21.028,-361.782,6.772,4,0.400
drive out,0.560,460.580,21.028,-361.642,6.971,4,0.400
drive out,0.580,460.579,21.028,-361.499,7.168,4,0.400
drive out,0.600,460.579,21.028,-361.352,7.362,4,0.400
drive out,0.620,460.578,21.028,-361.201,7.554,4,0.400
drive out,0.640,460.578,21.028,-361.046,7.744,4,0.400
drive out,0.660,460.578,21.028,-360.887,7.931,4,0.400
drive out,0.680,460.577,21.028,-360.725,8.115,4,0.400
drive out,0.700,460.577,21.028,-360.559,8.298,4,0.400
drive out,0.720,460.576,21.028,-360.389,8.478,4,0.400
drive out,0.740,460.576,21.028,-360.216,8.655,4,0.400
drive out,0.760,460.575,21.028,-360.040,8.831,4,0.400
drive out,0.780,460.575,21.028,-359.860,9.004,4,0.400
drive out,0.800,460.574,21.028,-359.676,9.175,4,0.400
drive out,0.820,460.574,21.028,-359.489,9.344,4,0.400
drive out,0.840,460.574,21.028,-359.299,9.510,4,0.400
drive out,0.860,460.573,21.028,-359.106,9.675,4,0.400
drive out,0.880,460.573,21.028,-358.909,9.837,4,0.400
drive out,0.900,460.572,21.028,-358.709,9.998,4,0.399
drive out,0.920,460.572,21.029,-358.506,10.156,4,0.399
drive out,0.940,460.572,21.029,-358.300,10.313,4,0.398
drive out,0.960,460.571,21.029,-358.091,10.468,4,0.398
drive out,0.980,460.571,21.030,-357.878,10.620,4,0.397
drive out,1.000,460.571,21.031,-357.663,10.772,4,0.396
drive out,1.020,460.571,21.032,-357.445,10.921,4,0.394
drive out,1.040,460.570,21.034,-357.224,11.070,4,0.391
drive out,1.060,460.568,21.041,-357.006,11.071,4,0.380
drive out,1.080,460.571,21.088,-356.844,9.835,4,0.330
drive out,1.100,460.572,21.133,-356.669,9.931,4,0.280
drive out,1.120,460.571,21.181,-356.491,10.050,4,0.230
drive out,1.140,460.569,21.235,-356.310,10.160,4,0.180
drive out,1.160,460.566,21.293,-356.128,10.258,4,0.000
drive out,1.180,460.565,21.362,-355.954,10.210,4,0.000
drive out,1.200,460.563,21.435,-355.774,10.386,4,0.000
drive out,1.220,460.561,21.515,-355.593,10.519,4,0.000
drive out,1.240,460.558,21.602,-355.411,10.651,4,0.000
drive out,1.260,460.555,21.697,-355.231,10.755,4,0.000
drive out,1.280,460.553,21.799,-355.048,10.910,4,0.000
drive out,1.300,460.556,21.924,-354.938,9.762,4,0.000
drive out,1.320,460.554,22.058,-354.817,9.830,4,0.000
drive out,1.340,460.551,22.197,-354.693,9.978,4,0.000
drive out,1.360,460.547,22.341,-354.568,10.108,4,0.000
drive out,1.380,460.542,22.491,-354.445,10.227,4,0.000
drive out,1.400,460.536,22.647,-354.322,10.341,4,0.000
drive out,1.420,460.530,22.807,-354.201,10.446,4,0.000
drive out,1.440,460.526,22.971,-354.081,10.556,4,0.000
drive out,1.460,460.521,23.140,-353.962,10.669,4,0.000
drive out,1.480,460.517,23.314,-353.843,10.798,4,0.000
drive out,1.500,460.512,23.493,-353.727,10.923,4,0.000
drive out,1.520,460.507,23.676,-353.612,11.047,4,0.000
drive out,1.540,460.501,23.865,-353.500,11.171,4,0.000
drive out,1.560,460.496,24.059,-353.390,11.293,4,0.000
drive out,1.580,460.490,24.257,-353.283,11.414,4,0.000
drive out,1.600,460.484,24.460,-353.177,11.533,4,0.000
drive out,1.620,460.478,24.667,-353.074,11.652,4,0.000
drive out,1.640,460.472,24.878,-352.972,11.769,4,0.000
drive out,1.660,460.466,25.092,-352.871,11.884,4,0.000
drive out,1.680,460.459,25.309,-352.770,11.998,4,0.000
drive out,1.700,460.453,25.529,-352.669,12.110,4,0.000
drive out,1.720,460.447,25.751,-352.567,12.220,4,0.000
drive out,1.740,460.440,25.976,-352.464,12.330,4,0.000
drive out,1.760,460.434,26.202,-352.359,12.438,4,0.000
drive out,1.780,460.428,26.430,-352.252,12.545,4,0.000
drive out,1.800,460.422,26.659,-352.143,12.652,4,0.000
drive out,1.820,460.415,26.889,-352.031,12.758,4,0.000
drive out,1.840,460.409,27.121,-351.917,12.863,4,0.000
drive out,1.860,460.403,27.353,-351.800,12.969,2,0.000
drive out,1.880,460.397,27.586,-351.680,13.074,2,0.000
drive out,1.900,460.391,27.820,-351.557,13.179,2,0.000
drive out,1.920,460.384,28.054,-351.431,13.283,2,0.000
drive out,1.940,460.378,28.290,-351.302,13.388,0,0.000
drive out,1.960,460.372,28.521,-351.174,13.211,0,0.000
drive out,1.980,460.365,28.749,-351.045,13.034,0,0.000
drive out,2.000,460.359,28.973,-350.916,12.859,0,0.000
drive out,2.020,460.353,29.193,-350.787,12.684,0,0.000
drive out,2.040,460.347,29.409,-350.659,12.510,0,0.000
drive out,2.060,460.340,29.621,-350.530,12.336,0,0.000
drive out,2.080,460.334,29.830,-350.401,12.164,0,0.000
drive out,2.100,460.328,30.034,-350.272,11.992,0,0.000
drive out,2.120,460.321,30.235,-350.143,11.822,0,0.000
drive out,2.140,460.315,30.432,-350.014,11.653,0,0.000
drive out,2.160,460.309,30.625,-349.885,11.484,0,0.000
drive out,2.180,460.303,30.814,-349.756,11.317,0,0.000
drive out,2.200,460.296,30.999,-349.627,11.151,0,0.000
drive out,2.220,460.290,31.180,-349.498,10.987,0,0.000
drive out,2.240,460.284,31.357,-349.369,10.823,0,0.000
drive out,2.260,460.277,31.531,-349.240,10.661,0,0.000
drive out,2.280,460.271,31.700,-349.111,10.500,0,0.000
drive out,2.300,460.265,31.866,-348.981,10.341,0,0.000
drive out,2.320,460.259,32.027,-348.852,10.183,0,0.000
drive out,2.340,460.252,32.185,-348.722,10.027,0,0.000
drive out,2.360,460.246,32.339,-348.593,9.873,0,0.000
drive out,2.380,460.240,32.488,-348.463,9.720,0,0.000
drive out,2.400,460.233,32.634,-348.334,9.568,0,0.000
drive out,2.420,460.227,32.776,-348.204,9.419,0,0.000
drive out,2.440,460.221,32.914,-348.074,9.272,0,0.000
drive out,2.460,460.215,33.048,-347.945,9.126,0,0.000
drive out,2.480,460.208,33.179,-347.815,8.983,0,0.000
drive out,2.500,460.202,33.305,-347.685,8.842,0,0.000
drive out,2.520,460.196,33.427,-347.555,8.703,0,0.000
